ChapterNumber,Title,Para
CH820000,CH820000 High Volume Agents,"are not members of a professional taxation accountancy body, although some of their staff may hold professional qualifications"
CH820000,CH820000 High Volume Agents,have little or no face to face contact with their clients as much of their business is carried out electronically.
CH820000,CH820000 High Volume Agents,A repayment claim can be made using any of the following
CH820000,CH820000 High Volume Agents,P87
CH820000,CH820000 High Volume Agents,stand alone claim by correspondence
CH820000,CH820000 High Volume Agents,Self Assessment tax return
CH820000,CH820000 High Volume Agents,unsolicited return.
CH820000,CH820000 High Volume Agents,The range of expenses claimed that results in a repayment usually include
CH820000,CH820000 High Volume Agents,travel
CH820000,CH820000 High Volume Agents,subsistence
CH820000,CH820000 High Volume Agents,overnight accommodation
CH820000,CH820000 High Volume Agents,cost of food
CH820000,CH820000 High Volume Agents,use of home
CH820000,CH820000 High Volume Agents,"wife, civil partner or relative’s wages"
CH820000,CH820000 High Volume Agents,cost of tools
CH820000,CH820000 High Volume Agents,protective or specialist clothing
CH820000,CH820000 High Volume Agents,laundry
CH820000,CH820000 High Volume Agents,telephone costs.
CH820000,CH820000 High Volume Agents,"Many HVAs have trained staff who are fully aware of the legitimate claims that can be made in their clients’ business area. They prepare accounts accurately and swiftly for a competitive price. However, based on evidence that HMRC has gathered since 2009, many HVAs present a high risk to both HMRC and their clients."
CH820000,CH820000 High Volume Agents,(This content has been withheld because of exemptions in the Freedom of Information Act 2000)
CH820000,CH820000 High Volume Agents,(This content has been withheld because of exemptions in the Freedom of Information Act 2000)
CH820000,CH820000 High Volume Agents,(This content has been withheld because of exemptions in the Freedom of Information Act 2000)
CH820000,CH820000 High Volume Agents,(This content has been withheld because of exemptions in the Freedom of Information Act 2000)
CH820000,CH820000 High Volume Agents,(This content has been withheld because of exemptions in the Freedom of Information Act 2000)
CH820000,CH820000 High Volume Agents,(This content has been withheld because of exemptions in the Freedom of Information Act 2000)
CH820000,CH820000 High Volume Agents,HMRC will continue to address the issues specific HVAs present through an ongoing programme of risk assessment and agent meetings.
CH820000,CH820000 High Volume Agents,"In any case involving an HVA where you identify poor technical ability, encounter rude, abusive, threatening or violent behaviour or you identify suspicious repayment or registration activity or dishonest conduct, you must contact the](mailto:7821989@internal.hmrc.gov.uk) , see CH860000."
CH82162,CH82162 Examples Of PLR For An Under-Assessment,See [
CH82162,CH82162 Examples Of PLR For An Under-Assessment,You must check the date from which these rules apply for the tax or duty you are dealing with. See [
CH82162,CH82162 Examples Of PLR For An Under-Assessment,You must check the date from which these rules apply for the tax or duty you are dealing with. See](https://www.gov.uk/hmrc-internal-manuals/compliance-handbook/ch81011) for full details.
CH82162,CH82162 Examples Of PLR For An Under-Assessment,"Alec didn’t send his completed VAT return for the quarter ended 30 September 2011. We issued a central assessment for £20,000. Alec eventually submitted the VAT return which showed a liability of £27,000. He did not contact us at any time to tell us that the assessment was too low."
CH82162,CH82162 Examples Of PLR For An Under-Assessment,Scenario 1 (Return accepted)
CH82162,CH82162 Examples Of PLR For An Under-Assessment,"Alec’s late return is accepted without challenge. The potential lost revenue (PLR) is £7,000 (£27,000 - £20,000)."
CH82162,CH82162 Examples Of PLR For An Under-Assessment,Scenario 2 (Inaccuracy despite taking reasonable care)
CH82162,CH82162 Examples Of PLR For An Under-Assessment,"An assurance visit establishes that Alec’s VAT return is inaccurate and that the correct figure of tax due is £30,000. The officer accepts that Alec had taken reasonable care in completing his return so there is no penalty for the inaccuracy. The PLR for the under-assessment is £10,000 (£30,000 – £20,000), that is, the difference between the amount assessed and the final liability."
CH82162,CH82162 Examples Of PLR For An Under-Assessment,Scenario 3 (Careless inaccuracy)
CH82162,CH82162 Examples Of PLR For An Under-Assessment,The facts are the same as for scenario 2 except that the inaccuracy in Alec’s VAT return is due to his failure to take reasonable care.
CH82162,CH82162 Examples Of PLR For An Under-Assessment,"The PLR for the under-assessment is £10,000 (£30,000 – £20,000)."
CH82162,CH82162 Examples Of PLR For An Under-Assessment,"However, as Alec failed to take reasonable care he is also liable to a penalty for inaccuracy. The PLR for that is £3,000 (£30,000 - £27,000), that is, the difference between the amount returned and the final liability."
CH82162,CH82162 Examples Of PLR For An Under-Assessment,See](https://www.gov.uk/hmrc-internal-manuals/compliance-handbook/ch84970) for the rules to be applied where more than one penalty is chargeable in respect of the same tax liability.
CH82180,CH82180 More Than One Inaccuracy,A document may include more than one inaccuracy.
CH82180,CH82180 More Than One Inaccuracy,More than one inaccuracy in the same document
CH82180,CH82180 More Than One Inaccuracy,"If tax is due in different rate bands you may need to put the inaccuracies in some sort of order to calculate the potential lost revenue (PLR) for each. The multiple inaccuracy rules deal with this, see CH82250."
CH82180,CH82180 More Than One Inaccuracy,Document contains an overstatement(s) and understatement(s)
CH82180,CH82180 More Than One Inaccuracy,"A document may contain an overstatement, see CH82260. When you calculate the PLR for an inaccuracy you must set any overstatement against the understatement to arrive at the additional tax due for the inaccuracy. The multiple inaccuracy rules explain how to do this, see CH82250."
CH82180,CH82180 More Than One Inaccuracy,Grouping
CH82180,CH82180 More Than One Inaccuracy,Strictly you should calculate the PLR and penalty for each inaccuracy individually. This means that the computation can be a lengthy process. To reduce this burden you may group certain inaccuracies together and treat them as one inaccuracy for the purposes of calculating the PLR and the penalty.](https://www.gov.uk/hmrc-internal-manuals/compliance-handbook/ch82200) explains how to group inaccuracies.
CH82180,CH82180 More Than One Inaccuracy,Grouping is a non-statutory method of calculation. You must always use the statutory basis if the person so requests.
CH82180,CH82180 More Than One Inaccuracy,Remember that you are calculating the PLR for inaccuracies in the same return or document. You should consider inaccuracies in other documents for the same period separately.
CH82180,CH82180 More Than One Inaccuracy,FA07/SCH24/PARA6
CH82310,CH82310 Losses Used,FA07/SCH24/PARA7
CH82320,CH82320 Losses Not Used,You must check the date from which these rules apply for the tax or duty you are dealing with. See [
CH82320,CH82320 Losses Not Used,You must check the date from which these rules apply for the tax or duty you are dealing with. See](https://www.gov.uk/hmrc-internal-manuals/compliance-handbook/ch81011) for full details.
CH82320,CH82320 Losses Not Used,"Where all or part of the wrongly recorded loss has not yet been used and so the tax effect is not yet known, the potential lost revenue (PLR) is calculated using a discounted rate of 10% (the discounted rate) of the unused loss."
CH82320,CH82320 Losses Not Used,The discounted rate recognises uncertainty about the current tax value of the loss when it is eventually used to reduce tax liability.
CH82320,CH82320 Losses Not Used,"However, see](https://www.gov.uk/hmrc-internal-manuals/compliance-handbook/ch82370) if there is no reasonable prospect of that portion of the loss being used in the future to reduce tax liability."
CH82320,CH82320 Losses Not Used,FA07/SCH24/PARA7
CH82331,CH82331 Losses Available Income Tax Example,"£5,000 is set off against her profits for the final three tax periods. The balance of £3,000 would only be available to set off against any future profits if she had continued trading."
CH82331,CH82331 Losses Available Income Tax Example,"Sian’s return is found to contain a careless inaccuracy which is put right, producing a true loss of £4,000. Sian is able to demonstrate that there is no likelihood of her receiving any further income from the discontinued trade."
CH82331,CH82331 Losses Available Income Tax Example,*see CH82370.
CH82341,CH82341 Aggregate Group Losses,"Where a group of companies has an aggregate loss the PLR is calculated using the losses rules, even if the inaccuracy that creates or increases the aggregate loss is an understatement of profit."
CH82341,CH82341 Aggregate Group Losses,Where the inaccuracy creates or increases an aggregate loss for a group of companies you include Group Relief when calculating PLR. The restriction in](https://www.gov.uk/hmrc-internal-manuals/compliance-handbook/ch82282) does not apply.
CH82341,CH82341 Aggregate Group Losses,For examples of when
CH82341,CH82341 Aggregate Group Losses,"the understatement of profits has created an aggregate loss, see CH82342"
CH82341,CH82341 Aggregate Group Losses,"the overstatement of a loss has created an aggregate loss, see CH82343"
CH82341,CH82341 Aggregate Group Losses,"the understatement of profits has increased the aggregate loss, see CH82344"
CH82341,CH82341 Aggregate Group Losses,"the overstatement of a loss has increased the aggregate loss, see CH82345."
CH82341,CH82341 Aggregate Group Losses,FA07/SCH24/PARA7
CH82343,CH82343 Example - Overstatement Of Losses Creates An Aggregate Loss,"If Company G had used the surplus loss to reduce tax liability in another period, the PLR would be the additional tax due and payable when that loss was withdrawn."
CH82344,CH82344 Example - Understatement Of Profits Increases The Aggregate Loss,"If at the time the penalty is to be imposed Company G has used all or part of the excessive loss (£10,000) to reduce tax liability in another period, the PLR is the additional tax due and payable when that loss is withdrawn."
CH82345,CH82345 Example - Overstatement Of Losses Increases The Aggregate Loss,"If at the time the penalty is to be imposed Company G has used all or part of the excessive loss (£10,000) to reduce tax liability in another period, the PLR is the additional tax due and payable when that loss is withdrawn."
CH82470,CH82470 Maximum And Minimum Penalties For Each Type Of Behaviour,Unprompted disclosure
CH82470,CH82470 Maximum And Minimum Penalties For Each Type Of Behaviour,"The following tables show the standard maximum and the minimum penalties for each type of inaccuracy dependent on the type of disclosure, unprompted or prompted. However, higher maximum and minimum penalties may apply where the inaccuracy involves an offshore matter and the tax at stake is income tax or capital gains tax, see CH82480+."
CH82470,CH82470 Maximum And Minimum Penalties For Each Type Of Behaviour,Unprompted disclosure {#IDALQXTF} | 0% | 20% | 30% | 30% |
CH82470,CH82470 Maximum And Minimum Penalties For Each Type Of Behaviour,It is possible to reduce the penalty to nil for an unprompted disclosure of a careless inaccuracy.
CH82470,CH82470 Maximum And Minimum Penalties For Each Type Of Behaviour,Prompted disclosure
CH82470,CH82470 Maximum And Minimum Penalties For Each Type Of Behaviour,###  For example
CH82470,CH82470 Maximum And Minimum Penalties For Each Type Of Behaviour,"For a deliberate but not concealed inaccuracy of which there is an unprompted disclosure, the maximum penalty is 70% and the minimum penalty is 20%. The extent of the quality of disclosure reduction, CH82430, gives the point between the maximum 70% and the minimum 20% at which the penalty lies."
CH82470,CH82470 Maximum And Minimum Penalties For Each Type Of Behaviour,FA07/SCH24/PARA10
CH830100,CH830100 Overview,We have established a simple reporting process so we can understand whether the reported issue is
CH830100,CH830100 Overview,a single event
CH830100,CH830100 Overview,"part of a wider pattern of behaviour displayed by a particular agent, or"
CH830100,CH830100 Overview,"reflects a wider behavioural trend within the agent community, see CH860000."
CH830100,CH830100 Overview,You can use the process to report an agent’s poor technical ability to the](mailto:7821989@internal.hmrc.gov.uk) where
CH830100,CH830100 Overview,the agent’s behaviour has directly brought about a loss of tax and
CH830100,CH830100 Overview,you need to report suspicious repayment or registration activity.
CH830100,CH830100 Overview,"We will not tolerate rudeness, abusive behaviour, violence or threats of violence against our staff. It is important that you and your manager follow the reporting process at HR62002 if you are subjected to abusive behaviour of this kind. You should also provide details of the agents behaviour to the [Poor behaviour by a minority of agents often falls into one or more of the following categories"
CH830100,CH830100 Overview,unreasonable behaviour aimed at disrupting and delaying our checks
CH830100,CH830100 Overview,poor technical ability that leads to a loss of tax
CH830100,CH830100 Overview,suspicious repayment or registration activity that results in false repayments of tax
CH830100,CH830100 Overview,"rude, abusive, threatening or violent behaviour"
CH830100,CH830100 Overview,dishonest conduct.
CH830100,CH830100 Overview,"There are ways we can respond to disruptive behaviour, usually by using our powers under FA08/Sch36."
CH830100,CH830100 Overview,We have established a simple reporting process so we can understand whether the reported issue is
CH830100,CH830100 Overview,a single event
CH830100,CH830100 Overview,"part of a wider pattern of behaviour displayed by a particular agent, or"
CH830100,CH830100 Overview,"reflects a wider behavioural trend within the agent community, see CH860000."
CH830100,CH830100 Overview,You can use the process to report an agent’s poor technical ability to the [Poor behaviour by a minority of agents often falls into one or more of the following categories
CH830100,CH830100 Overview,unreasonable behaviour aimed at disrupting and delaying our checks
CH830100,CH830100 Overview,poor technical ability that leads to a loss of tax
CH830100,CH830100 Overview,suspicious repayment or registration activity that results in false repayments of tax
CH830100,CH830100 Overview,"rude, abusive, threatening or violent behaviour"
CH830100,CH830100 Overview,dishonest conduct.
CH830100,CH830100 Overview,"There are ways we can respond to disruptive behaviour, usually by using our powers under FA08/Sch36."
CH830100,CH830100 Overview,We have established a simple reporting process so we can understand whether the reported issue is
CH830100,CH830100 Overview,a single event
CH830100,CH830100 Overview,"part of a wider pattern of behaviour displayed by a particular agent, or"
CH830100,CH830100 Overview,"reflects a wider behavioural trend within the agent community, see CH860000."
CH830100,CH830100 Overview,You can use the process to report an agent’s poor technical ability to the](mailto:7821989@internal.hmrc.gov.uk) where
CH830100,CH830100 Overview,the agent’s behaviour has directly brought about a loss of tax and
CH830100,CH830100 Overview,you need to report suspicious repayment or registration activity.
CH830100,CH830100 Overview,"We will not tolerate rudeness, abusive behaviour, violence or threats of violence against our staff. It is important that you and your manager follow the reporting process at HR62002 if you are subjected to abusive behaviour of this kind. You should also provide details of the agents behaviour to the](mailto:Amended wording and included link to ACT email address) via the reporting process, see CH860000."
CH830100,CH830100 Overview,"The information in these reports is used to support tailored risk based checks that can range from educational advice through to criminal prosecution, see CH860100."
CH830100,CH830100 Overview,"We can also make public interest disclosures to an agent’s professional body where there has been misconduct, see CH860200."
CH830100,CH830100 Overview,"If you suspect a tax agent has engaged in dishonest conduct, see CH880400."
CH84020,CH84020 Who Is Entitled To Appeal,"Where a penalty is payable by a company for a deliberate inaccuracy which was attributable to an officer of the company, and we pursue the officer for a portion of the penalty, that officer will have the same appeal rights as a person would have in respect of that portion, see](https://www.gov.uk/hmrc-internal-manuals/compliance-handbook/ch84600) for more details."
CH84020,CH84020 Who Is Entitled To Appeal,Appeals may be made by agents on behalf of their clients.
CH84020,CH84020 Who Is Entitled To Appeal,FA07/SCH24/PARA15
CH845000,CH845000 Poor Technical Ability,"It could also result from other pressures within the agent’s practice, for example, the loss of key members of staff."
CH845000,CH845000 Poor Technical Ability,You must report all examples of an agent’s poor technical ability to the](mailto:7821989@internal.hmrc.gov.uk) where you believe their behaviour is the cause of an actual or potential loss of tax.
CH845000,CH845000 Poor Technical Ability,"You do not need to make a report if the loss of tax or culpability arises from a client’s failure or error, or if the agent is making a reasoned technical argument."
CH845000,CH845000 Poor Technical Ability,"The reporting process, see CH860000, is intended to identify examples where the standards demonstrated by the agent fall well short of those which would be demonstrated by a competent agent. The measure would be the standards required of those who are affiliated to the main agent representative bodies."
CH845000,CH845000 Poor Technical Ability,"Once you have made your report, you should carry on with your check in the normal way."
CH845000,CH845000 Poor Technical Ability,(This content has been withheld because of exemptions in the Freedom of Information Act 2000)
CH84710,CH84710 Introduction,For more information about the taxation of partnerships see EM7000.
CH84710,CH84710 Introduction,"The partnership may send other returns to you, such as PAYE or VAT. Penalties for inaccuracies will be chargeable on those other returns as outlined in CH81060."
CH84710,CH84710 Introduction,FA07/SCH24/PARA20
CH84730,CH84730 Liable Partners,"There is no question of any double counting of penalties both at partnership and individual level. This is because the partnership as a whole is not liable to tax, and therefore a penalty, on the partnership profits."
CH84730,CH84730 Liable Partners,The following guidance applies to the penalty payable by the nominated partner and those ‘partners penalties’ payable by any of their partners.
CH84730,CH84730 Liable Partners,"The standard amount of the penalty, see [ You must check the date from which these rules apply for the tax or duty you are dealing with. See  You must check the date from which these rules apply for the tax or duty you are dealing with. See for full details."
CH84730,CH84730 Liable Partners,"Normally it is the nominated partner who submits the partnership return. But if the partnership has not made a nomination, the notice to file the partnership return may name a particular partner."
CH84730,CH84730 Liable Partners,The penalties for inaccuracies will apply to each partner where the nominated or named partner sends us an incorrect SA partnership return.
CH84730,CH84730 Liable Partners,"An inaccuracy in a partnership return may affect the amount of tax payable by some or all of the partners and not simply the nominated partner. Where that happens, the nominated partner and those other partners will each be liable to a penalty for the inaccuracy in the partnership return. This is referred to as a ‘partner’s penalty’."
CH84730,CH84730 Liable Partners,"There is no question of any double counting of penalties both at partnership and individual level. This is because the partnership as a whole is not liable to tax, and therefore a penalty, on the partnership profits."
CH84730,CH84730 Liable Partners,The following guidance applies to the penalty payable by the nominated partner and those ‘partners penalties’ payable by any of their partners.
CH84730,CH84730 Liable Partners,"The standard amount of the penalty, see](https://www.gov.uk/hmrc-internal-manuals/compliance-handbook/ch82110) onwards"
CH84730,CH84730 Liable Partners,"Potential lost revenue, see](https://www.gov.uk/hmrc-internal-manuals/compliance-handbook/ch82150) onwards"
CH84730,CH84730 Liable Partners,"Multiple inaccuracies, see CH82250"
CH84730,CH84730 Liable Partners,"Losses, see CH82300"
CH84730,CH84730 Liable Partners,"Delayed tax, see CH82380"
CH84730,CH84730 Liable Partners,"Reduction for disclosure, see CH82400"
CH84730,CH84730 Liable Partners,"Special reductions, see CH82490"
CH84730,CH84730 Liable Partners,"Interaction with other penalties, see CH84950"
CH84730,CH84730 Liable Partners,"Penalty assessments and suspension, see CH83000"
CH84730,CH84730 Liable Partners,"Officers of companies, see CH84600."
CH84730,CH84730 Liable Partners,FA07/SCH24/PARA20
CH850000,CH850000 Suspicious Repayment Or Registration Activity,The actions of a few agents can result in organised criminal attacks against the tax system and/or tax being deliberately understated. Tax at risk in these cases can be significant.
CH850000,CH850000 Suspicious Repayment Or Registration Activity,"You might see a large number of cases from one agent making similar or even identical claims, for example, for motor expenses. Individual cases may have little tax at risk, but the tax at risk in a large number of cases can be significant. Risks cross all business areas, all taxes and benefits and credits."
CH850000,CH850000 Suspicious Repayment Or Registration Activity,Suspicious activity can often be identified as
CH850000,CH850000 Suspicious Repayment Or Registration Activity,a deliberate action made to register a false entity or obtain a repayment which is not due
CH850000,CH850000 Suspicious Repayment Or Registration Activity,using someone else’s identity to obtain a repayment which may or may not be due (a hijacked identity normally used without the person’s knowledge)
CH850000,CH850000 Suspicious Repayment Or Registration Activity,falsifying or creating an identity and sources of income in order to register or to claim a repayment
CH850000,CH850000 Suspicious Repayment Or Registration Activity,altering documents such as P60s to inflate the tax paid
CH850000,CH850000 Suspicious Repayment Or Registration Activity,"correspondence suggesting multiple records being set up with the same data, for example, the same address."
CH850000,CH850000 Suspicious Repayment Or Registration Activity,(This content has been withheld because of exemptions in the Freedom of Information Act 2000)
CH850000,CH850000 Suspicious Repayment Or Registration Activity,"If you suspect that a tax agent is responsible for, or involved in, any suspicious activity you must also contact the ](mailto:7821989@internal.hmrc.gov.uk) , see CH860000."
CH855000,"CH855000 Rude, Abusive, Threatening Or Violent Agents","rude, insulting or demeaning remarks made over the telephone"
CH855000,"CH855000 Rude, Abusive, Threatening Or Violent Agents",offensive behaviour at meetings or other face to face contact.
CH855000,"CH855000 Rude, Abusive, Threatening Or Violent Agents","Regardless of how minor an incident appears to be it is important that all incidents of violent, abusive, threatening or discriminatory agent behaviour are reported whether they are written, verbal or physical."
CH855000,"CH855000 Rude, Abusive, Threatening Or Violent Agents","There is detailed guidance for you and your manager starting at HR62002 about how to make the required report on form HR VIO1, which must be completed and emailed to your manager within 48 hours of the incident occurring. You must also contact the](mailto:7821989@internal.hmrc.gov.uk) , see CH860000."
CH855000,"CH855000 Rude, Abusive, Threatening Or Violent Agents",The HR VIO1 report starts the audit trail for action within each business area. It also ensures that Risk and Intelligence Service (RIS) assesses details of the agent conduct that falls below expected standards for consideration of further action.
CH855000,"CH855000 Rude, Abusive, Threatening Or Violent Agents","Where you are considering limiting your contact with the agent as a result of an incident described above, follow the guidance at CH870000, and make sure you contact the [HMRC is committed to protecting and supporting its staff. Rude or abusive behaviour towards staff will not be tolerated. Rude or abusive behaviour includes behaviour such as"
CH855000,"CH855000 Rude, Abusive, Threatening Or Violent Agents",violence or threats of violence
CH855000,"CH855000 Rude, Abusive, Threatening Or Violent Agents",inappropriate language in correspondence
CH855000,"CH855000 Rude, Abusive, Threatening Or Violent Agents",unwelcome personal comments
CH855000,"CH855000 Rude, Abusive, Threatening Or Violent Agents","rude, insulting or demeaning remarks made over the telephone"
CH855000,"CH855000 Rude, Abusive, Threatening Or Violent Agents",offensive behaviour at meetings or other face to face contact.
CH855000,"CH855000 Rude, Abusive, Threatening Or Violent Agents","Regardless of how minor an incident appears to be it is important that all incidents of violent, abusive, threatening or discriminatory agent behaviour are reported whether they are written, verbal or physical."
CH855000,"CH855000 Rude, Abusive, Threatening Or Violent Agents","There is detailed guidance for you and your manager starting at HR62002 about how to make the required report on form HR VIO1, which must be completed and emailed to your manager within 48 hours of the incident occurring. You must also contact the [HMRC is committed to protecting and supporting its staff. Rude or abusive behaviour towards staff will not be tolerated. Rude or abusive behaviour includes behaviour such as"
CH855000,"CH855000 Rude, Abusive, Threatening Or Violent Agents",violence or threats of violence
CH855000,"CH855000 Rude, Abusive, Threatening Or Violent Agents",inappropriate language in correspondence
CH855000,"CH855000 Rude, Abusive, Threatening Or Violent Agents",unwelcome personal comments
CH855000,"CH855000 Rude, Abusive, Threatening Or Violent Agents","rude, insulting or demeaning remarks made over the telephone"
CH855000,"CH855000 Rude, Abusive, Threatening Or Violent Agents",offensive behaviour at meetings or other face to face contact.
CH855000,"CH855000 Rude, Abusive, Threatening Or Violent Agents","Regardless of how minor an incident appears to be it is important that all incidents of violent, abusive, threatening or discriminatory agent behaviour are reported whether they are written, verbal or physical."
CH855000,"CH855000 Rude, Abusive, Threatening Or Violent Agents","There is detailed guidance for you and your manager starting at HR62002 about how to make the required report on form HR VIO1, which must be completed and emailed to your manager within 48 hours of the incident occurring. You must also contact the](mailto:7821989@internal.hmrc.gov.uk) , see CH860000."
CH855000,"CH855000 Rude, Abusive, Threatening Or Violent Agents",The HR VIO1 report starts the audit trail for action within each business area. It also ensures that Risk and Intelligence Service (RIS) assesses details of the agent conduct that falls below expected standards for consideration of further action.
CH855000,"CH855000 Rude, Abusive, Threatening Or Violent Agents","Where you are considering limiting your contact with the agent as a result of an incident described above, follow the guidance at CH870000, and make sure you contact the](mailto:7821989@internal.hmrc.gov.uk) , see CH860000."
CH855000,"CH855000 Rude, Abusive, Threatening Or Violent Agents","The ACT should also be contacted in all cases where a tax agent has demonstrated poor technical ability or where you suspect that a tax agent may be responsible for suspicious repayment or registration activity or dishonest conduct, see CH860000."
CH860000,CH860000 Reporting Poor Agent Behaviour,balanced
CH860000,CH860000 Reporting Poor Agent Behaviour,proportionate.
CH860000,CH860000 Reporting Poor Agent Behaviour,"In any case where you encounter agent behaviour that you believe falls into these categories , you must make a referral to the](mailto:7821989@internal.hmrc.gov.uk) ."
CH860000,CH860000 Reporting Poor Agent Behaviour,You must only include factual data when you make a report of poor agent behaviour to ensure compliance with Data Protection Act (DPA) requirements. Factual and objective information is the key to successful risk analysis.
CH860000,CH860000 Reporting Poor Agent Behaviour,Personal or subjective comments have the potential to cause reputational damage to HMRC if a DPA or Freedom of Information Act (FoIA) request is made. Personal or subjective comments are not helpful in supporting the agent and HMRC relationship in future business.
CH860000,CH860000 Reporting Poor Agent Behaviour,(This content has been withheld because of exemptions in the Freedom of Information Act 2000)
CH860000,CH860000 Reporting Poor Agent Behaviour,"Where the agent’s poor behaviour amounts to misconduct, see CH860200 for guidance on public interest disclosures."
CH860200,CH860200 Reporting Agent Misconduct,"It is essential that you follow the procedural rules carefully as making an unlawful disclosure of HMRC information could constitute a criminal offence punishable by a fine, prison sentence or both."
CH860200,CH860200 Reporting Agent Misconduct,"When the agent’s misconduct is linked to dishonesty or criminality you must first contact the](mailto:7821989@internal.hmrc.gov.uk) , see CH880400."
CH860200,CH860200 Reporting Agent Misconduct,For further advice contact the [When an agent’s poor behaviour amounts to misconduct we can make public interest disclosures under Section 20(3) of the Commissioners for Revenue and Customs Act 2005. Public interest disclosures are made to the agent’s governing body for them to investigate whether there has been misconduct.
CH860200,CH860200 Reporting Agent Misconduct,Under no circumstances must you or your manager make or threaten to make a public interest disclosure. You must follow the guidance about public interest disclosures at IDG60000.
CH860200,CH860200 Reporting Agent Misconduct,"It is essential that you follow the procedural rules carefully as making an unlawful disclosure of HMRC information could constitute a criminal offence punishable by a fine, prison sentence or both."
CH860200,CH860200 Reporting Agent Misconduct,When the agent’s misconduct is linked to dishonesty or criminality you must first contact the [When an agent’s poor behaviour amounts to misconduct we can make public interest disclosures under Section 20(3) of the Commissioners for Revenue and Customs Act 2005. Public interest disclosures are made to the agent’s governing body for them to investigate whether there has been misconduct.
CH860200,CH860200 Reporting Agent Misconduct,Under no circumstances must you or your manager make or threaten to make a public interest disclosure. You must follow the guidance about public interest disclosures at IDG60000.
CH860200,CH860200 Reporting Agent Misconduct,"It is essential that you follow the procedural rules carefully as making an unlawful disclosure of HMRC information could constitute a criminal offence punishable by a fine, prison sentence or both."
CH860200,CH860200 Reporting Agent Misconduct,"When the agent’s misconduct is linked to dishonesty or criminality you must first contact the](mailto:7821989@internal.hmrc.gov.uk) , see CH880400."
CH860200,CH860200 Reporting Agent Misconduct,"For further advice contact the](mailto:7821989@internal.hmrc.gov.uk) , who are familiar with the guidance issued by the agents’ representative bodies regarding professional misconduct."
CH870100,CH870100 Overview,"However, when a customer authorises an agent to deal with us the authorisation does not transfer any legal responsibilities or rights from our customer to their agent. The authority enables us to legally disclose to the agent confidential customer information, but it does not oblige us to deal with the agent rather than our customer."
CH870100,CH870100 Overview,"The overwhelming majority of agents who represent our customers do so professionally and with integrity, but there are a very small number of agents whose behaviour is inappropriate."
CH870100,CH870100 Overview,When we have serious concerns about an agent’s behaviour we may have to limit our contact with them. The occasions on which we limit our contact with an agent are exceptionally rare. A decision to limit our contact may have a significant effect on the agent’s business. The way in which we limit our contact will depend on the nature of the agent’s behaviour.
CH870100,CH870100 Overview,"Where an agent has been abusive we may limit our contact by refusing to have meetings, refusing to speak to the agent by phone, or both."
CH870100,CH870100 Overview,"In extreme cases, usually when a criminal prosecution takes place, we may decide to refuse to deal with an agent entirely."
CH870100,CH870100 Overview,If we intend to limit our contact with an agent we will tell them what we propose to do so that they have an opportunity to improve their behaviour.
CH870100,CH870100 Overview,"If we limit our contact with an agent we must tell our customer what we are doing. However, we must take care that we do not unlawfully disclose information to our customer about their agent."
CH870100,CH870100 Overview,"If you feel that an agent’s behaviour is such that we should consider limiting contact with them you should contact the](mailto:7821989@internal.hmrc.gov.uk) , see CH860000."
CH870200,CH870200 Refusing To Deal With An Agent By Phone And/Or At Meetings,"In a minority of cases the agent’s poor behaviour will continue and we will limit our form of contact with them. If this happens you should advise the ACT, who will be monitoring the agent’s behaviour and who will write to the agent setting out the reasons for our decision to limit our contact with them. We must say that normal contact will be resumed when the agent gives an undertaking to change their behaviour. This letter must be signed or approved at Director level within the ACT’s business area."
CH870300,CH870300 Refusing To Deal With An Agent Entirely,"Extreme cases of poor agent behaviour will usually be picked up through the reporting processes summarised at CH860000. Each case will turn on its own facts, but the](mailto:7821989@internal.hmrc.gov.uk) will always obtain specialist advice from Solicitor’s Office when we are considering refusing to deal with an agent entirely, as such decisions can be subject to judicial review."
CH870300,CH870300 Refusing To Deal With An Agent Entirely,"To ensure that the risks are correctly identified and assessed, in all cases where you feel that an agent’s behaviour is such that we should consider limiting contact with them you should contact the ACT before taking any action using the](mailto:7821989@internal.hmrc.gov.uk) , see CH860000."
CH870300,CH870300 Refusing To Deal With An Agent Entirely,The ACT and the business area that has brought the complaint will jointly lead a case conference on all agents where a full refusal to deal with is being considered. Also involved will be key stakeholders from
CH870300,CH870300 Refusing To Deal With An Agent Entirely,Customer Compliance Group
CH870300,CH870300 Refusing To Deal With An Agent Entirely,Risk and Intelligence Service
CH870300,CH870300 Refusing To Deal With An Agent Entirely,The Commissioners’ Advisory Accountant’s Office
CH870300,CH870300 Refusing To Deal With An Agent Entirely,Solicitor’s Office
CH870300,CH870300 Refusing To Deal With An Agent Entirely,Business Customer & Strategy.
CH870300,CH870300 Refusing To Deal With An Agent Entirely,All case conferences must be approved by Directors or Assistant Directors.
CH870300,CH870300 Refusing To Deal With An Agent Entirely,"As a safeguard, we require the approval of two of our Commissioners to sanction any full refusal to deal with an agent."
CH871000,CH871000 Telling Customers About Poor Agent Behaviour,"inaccuracies, see CH82450"
CH871000,CH871000 Telling Customers About Poor Agent Behaviour,"failure to notify, see CH73320"
CH871000,CH871000 Telling Customers About Poor Agent Behaviour,"VAT or excise wrongdoing, see CH95050"
CH871000,CH871000 Telling Customers About Poor Agent Behaviour,"failure to file on time, see CH63280."
