ChapterNumber,CharCountDiff,LevDistance,Link,ParaBreakdown,Title
CTM40405,0.0,2.0,View changes,[[]],CTM40405 Introduction
CTM40410,540.0,543.0,View changes,"[[['t3', 366, '67.4%'], ['t4', 158, '29.1%'], ['t5', 123, '22.65%'], ['t6', 307, '56.54%'], ['t7', 79, '14.55%'], ['t8', 223, '41.07%'], ['t9', 265, '48.8%'], ['t10', 118, '21.73%'], ['t11', 257, '47.33%'], ['t12', 77, '14.18%'], ['t13', 11, '2.03%']]]",CTM40410 Summary Of Tax Treatment
CTM40420,54.0,56.0,View changes,[[]],CTM40420 Co-Operatives - Nature Of Relief And Claim
CTM40425,0.0,2.0,View changes,[[]],CTM40425 Co- Operatives: Approval
CTM40435,0.0,2.0,View changes,[[]],CTM40435 Co-Operatives - Unlet Properties
CTM40465,0.0,2.0,View changes,[[]],CTM40465 Management Co-Operatives
CTM40505,0.0,3.0,View changes,[[]],CTM40505 General
CTM40507,77.0,81.0,View changes,"[[['t23', 77, '95.06%']]]",CTM40507 Background And Types Of Society
CTM40510,11360.0,15083.0,View changes,"[[['t5', 490, '3.25%'], ['t6', 443, '2.94%'], ['t7', 178, '1.18%'], ['t8', 536, '3.55%'], ['t9', 592, '3.92%'], ['t10', 173, '1.15%'], ['t11', 50, '0.33%'], ['t12', 645, '4.28%'], ['t13', 443, '2.94%'], ['t14', 178, '1.18%'], ['t15', 126, '0.84%'], ['t16', 206, '1.37%'], ['t20', 71, '0.47%'], ['t23', 503, '3.33%'], ['t24', 869, '5.76%'], ['t25', 484, '3.21%'], ['t26', 161, '1.07%'], ['t27', 215, '1.43%'], ['t28', 676, '4.48%'], ['t29', 404, '2.68%'], ['t30', 247, '1.64%'], ['t31', 131, '0.87%'], ['t32', 729, '4.83%'], ['t33', 420, '2.78%'], ['t34', 179, '1.19%'], ['t35', 566, '3.75%'], ['t36', 549, '3.64%'], ['t37', 163, '1.08%'], ['t38', 50, '0.33%'], ['t39', 203, '1.35%'], ['t43', 71, '0.47%'], ['t47', 502, '3.33%'], ['t48', 906, '6.01%'], ['t49', 484, '3.21%'], ['t50', 161, '1.07%'], ['t51', 215, '1.43%'], ['t52', 676, '4.48%'], ['t53', 404, '2.68%'], ['t54', 514, '3.41%'], ['t55', 395, '2.62%'], ['t56', 381, '2.53%'], ['t57', 72, '0.48%'], ['t58', 190, '1.26%'], ['t59', 559, '3.71%'], ['t60', 404, '2.68%'], ['t61', 247, '1.64%'], ['t62', 131, '0.87%'], ['t63', 771, '5.11%'], ['t64', 410, '2.72%'], ['t65', 174, '1.15%'], ['t66', 49, '0.32%']]]",CTM40510 Claims For Exemption
CTM40515,0.0,3.0,View changes,[[]],CTM40515 Carrying On Trade - Dividends Etc
CTM40520,0.0,3.0,View changes,[[]],CTM40520 Share And Loan Interest Paid: The Society
CTM40555,54.0,57.0,View changes,[[]],CTM40555 Financial Compensation
CTM40580,0.0,4.0,View changes,[[]],CTM40580 Agricultural And Fishing Co-Operatives Treated As Registered Societies
CTM40700,0.0,3.0,View changes,[[]],CTM40700 Investment Trusts
CTM40805,0.0,3.0,View changes,[[]],CTM40805 Loan And General
CTM40855,0.0,3.0,View changes,[[]],CTM40855 Introduction
CTM40860,0.0,3.0,View changes,[[]],CTM40860 Definition
CTM40880,54.0,57.0,View changes,[[]],CTM40880 Income Tax Deducted From Payments Received
CTM41050,0.0,3.0,View changes,[[]],CTM41050 Retirement Benefits Schemes
CTM41110,0.0,3.0,View changes,[[]],CTM41110 Sports Testimonial Or Benefit Committees
CTM41150,54.0,58.0,View changes,[[]],CTM41150 Local Enterprise Organisations And Urban Regeneration Companies
CTM41205,0.0,3.0,View changes,[[]],CTM41205 Within The Charge To Corporation Tax
CTM41210,0.0,3.0,View changes,[[]],CTM41210 Special Arrangement
CTM41255,0.0,3.0,View changes,[[]],CTM41255 Introduction
CTM41260,0.0,3.0,View changes,[[]],CTM41260 Provident Benefits - Extent Of Relief
CTM41265,0.0,3.0,View changes,[[]],CTM41265 Provident Benefits - Nature Of Payment
CTM41275,0.0,3.0,View changes,[[]],CTM41275 Provident Benefits - Method Of Allowing Relief
CTM41325,54.0,57.0,View changes,[[]],CTM41325 Part Of A Wider Undertaking?
CTM41335,0.0,4.0,View changes,[[]],CTM41335 Cessation
CTM47105,0.0,4.0,View changes,[[]],CTM47105 General: What Are They?
CTM47110,0.0,3.0,View changes,[[]],CTM47110 General: Approved And Unapproved
CTM47150,54.0,57.0,View changes,[[]],CTM47150 Approval Procedures: Contents
CTM47160,0.0,3.0,View changes,[[]],CTM47160 Provisional Approval
CTM47205,0.0,2.0,View changes,[[]],CTM47205 Residence And Close Control
CTM47210,0.0,2.0,View changes,[[]],CTM47210 Income
CTM47220,0.0,2.0,View changes,[[]],CTM47220 Official UK Listing
CTM47420,29.0,31.0,View changes,[[]],CTM47420 Transfer Groups
CTM47505,0.0,4.0,View changes,[[]],CTM47505 Introduction
CTM47510,0.0,3.0,View changes,[[]],CTM47510 When Dividends Can Be Designated As Interest Distributions
CTM47515,0.0,3.0,View changes,[[]],CTM47515 Prospective Investment Trust - The Intention And Reasonable Belief Test
CTM47535,0.0,3.0,View changes,[[]],CTM47535 Taxation Of Companies Making Interest Distributions
CTM47540,0.0,3.0,View changes,[[]],CTM47540 Taxation Of Investors Receiving Interest Distributions
CTM47545,0.0,3.0,View changes,[[]],CTM47545 Duty To Deduct Tax From Interest Distributions - General
CTM47555,0.0,4.0,View changes,[[]],CTM47555 Gross Interest Distributions - Reputable Intermediary Condition
CTM47560,0.0,3.0,View changes,[[]],CTM47560 Gross Interest Distributions - Evidence Required To Demonstrate The Residence Condition
CTM47570,0.0,3.0,View changes,[[]],CTM47570 Tax Vouchers - Introduction
CTM47580,0.0,3.0,View changes,[[]],CTM47580 Tax Vouchers - Alternative Rules For Providing Tax Information To Recipients
CTM47596,29.0,32.0,View changes,[[]],CTM47596 Duty To Keep And Preserve Records
CTM48110,0.0,3.0,View changes,[[]],CTM48110 Types Of Scheme
CTM48115,0.0,4.0,View changes,[[]],CTM48115 Authorised Investment Funds
CTM48120,0.0,3.0,View changes,[[]],CTM48120 Authorised Unit Trusts
CTM48125,0.0,3.0,View changes,[[]],CTM48125 Open-Ended Investment Companies
CTM48130,54.0,57.0,View changes,[[]],CTM48130 Unauthorised Unit Trusts
CTM48160,0.0,3.0,View changes,[[]],CTM48160 Criteria Required To Meet The GDO
CTM48165,0.0,3.0,View changes,[[]],CTM48165 Advance Clearance Procedure
CTM48170,0.0,3.0,View changes,[[]],CTM48170 What Information Should HMRC Consider To Check That The GDO Has Been Met
CTM48205,0.0,3.0,View changes,[[]],CTM48205 Introduction
CTM48230,0.0,3.0,View changes,[[]],CTM48230 Relief For Interest Paid
CTM48235,0.0,3.0,View changes,[[]],CTM48235 Loan Relationships Rules
CTM48245,54.0,57.0,View changes,[[]],CTM48245 Groups And Group Relief Claims
CTM48255,54.0,56.0,View changes,[[]],CTM48255 Distributions
CTM48260,0.0,3.0,View changes,[[]],CTM48260 Dividend Distributions
CTM48265,0.0,3.0,View changes,[[]],CTM48265 Interest Distributions
CTM48270,54.0,57.0,View changes,[[]],CTM48270 Interest Distributions - Qualifying Investments Test
CTM48280,0.0,3.0,View changes,[[]],CTM48280 Trading Or Investment
CTM48282,54.0,57.0,View changes,[[]],CTM48282 Trading Or Investment - ‘Investment Transactions’
CTM48288,54.0,57.0,View changes,[[]],CTM48288 Trading Or Investment - ‘Investment Transactions’ - Units In A Collective Investment Scheme
CTM48295,0.0,3.0,View changes,[[]],CTM48295 Trading Or Investment - Anti-Avoidance
CTM48410,54.0,57.0,View changes,[[]],CTM48410 Umbrella Funds Or Companies
CTM48440,0.0,3.0,View changes,[[]],CTM48440 Treatment Of Manager's Equalisation
CTM48445,0.0,3.0,View changes,[[]],CTM48445 Close Companies
CTM48505,0.0,4.0,View changes,[[]],CTM48505 Loan Relationships
CTM48515,54.0,57.0,View changes,[[]],CTM48515 Dividend Distributions
CTM48520,66.0,77.0,View changes,"[[['t1', 74, '96.1%']]]",CTM48520 Interest Distributions
CTM48530,0.0,3.0,View changes,[[]],CTM48530 Financial Traders And Diversely Owned Aifs
CTM48535,54.0,57.0,View changes,[[]],CTM48535 Financial Traders And Diversely Owned Aifs: Special Rules
CTM48560,0.0,4.0,View changes,[[]],CTM48560 Interest Distributions
CTM48570,0.0,3.0,View changes,[[]],CTM48570 Financial Traders And Diversely Owned Aifs
CTM48580,29.0,33.0,View changes,[[]],"CTM48580 Financial Traders And Diversely Owned Aifs: Meaning Of ""Financial Trader"""
CTM48605,0.0,2.0,View changes,[[]],CTM48605 Introduction
CTM48615,0.0,2.0,View changes,[[]],CTM48615 Reputable Intermediary Condition
CTM48620,0.0,2.0,View changes,[[]],CTM48620 Reputable Intermediary Condition - Reasonable Belief
CTM48635,0.0,2.0,View changes,[[]],CTM48635 Residence Condition: Form R105(AIF)
CTM48645,54.0,56.0,View changes,[[]],CTM48645 Residence Condition - Joint Holdings
CTM48705,0.0,2.0,View changes,[[]],CTM48705 Introduction
CTM48715,0.0,2.0,View changes,[[]],CTM48715 Timing And Transitional Arrangements For The Genuine Diversity Of Ownership Condition
CTM48720,0.0,3.0,View changes,[[]],CTM48720 Consequences Of Breaching The Genuine Diversity Of Ownership Condition
CTM48725,54.0,58.0,View changes,[[]],CTM48725 The Genuine Diversity Of Ownership Condition And HMRC Enquiry Powers
CTM48730,0.0,3.0,View changes,[[]],CTM48730 Treatment Of Certain Investors In Periods Up To 31 December 2008
CTM48811,0.0,3.0,View changes,[[]],CTM48811 Introduction
CTM48812,0.0,3.0,View changes,[[]],CTM48812 Overview Of Conditions
CTM48813,0.0,3.0,View changes,[[]],CTM48813 The Property Investment Business Condition
CTM48816,0.0,3.0,View changes,[[]],CTM48816 The Genuine Diversity Of Ownership Condition
CTM48817,0.0,4.0,View changes,[[]],CTM48817 The Corporate Ownership Condition
CTM48818,0.0,3.0,View changes,[[]],CTM48818 The Loan Creditor Condition
CTM48821,0.0,4.0,View changes,[[]],CTM48821 Overview Of Process For Entry
CTM48822,0.0,3.0,View changes,[[]],CTM48822 Giving Notice To Enter
CTM48826,0.0,3.0,View changes,[[]],CTM48826 Effects Of Entry Into The Property AIF Regime
CTM48827,29.0,33.0,View changes,[[]],CTM48827 VAT Implications
CTM48839,0.0,4.0,View changes,[[]],CTM48839 Attribution Of Distributions
CTM48843,29.0,33.0,View changes,[[]],CTM48843 Company Tax Return
CTM48851,0.0,3.0,View changes,[[]],CTM48851 Introduction
CTM48855,54.0,58.0,View changes,[[]],CTM48855 Participants Within The Charge To Income Tax - PAIF Distributions (Interest)
CTM48861,0.0,3.0,View changes,[[]],CTM48861 Deducting And Accounting For Tax From Distributions: Contents
CTM48864,54.0,56.0,View changes,[[]],CTM48864 The Reasonable Belief Test With Respect To Gross Payments
CTM48870,54.0,57.0,View changes,[[]],CTM48870 Funds: Breaches Of Conditions: Contents
CTM48871,0.0,3.0,View changes,[[]],CTM48871 Funds (Property Aifs): Introduction
CTM48872,0.0,3.0,View changes,[[]],CTM48872 Funds (Property Aifs): Breach Of The Genuine Diversity Of Ownership Condition
CTM48873,0.0,3.0,View changes,[[]],CTM48873 Funds (Property Aifs): Breach Of The Corporate Ownership Condition
CTM48874,54.0,56.0,View changes,[[]],CTM48874 Funds (Property Aifs): Breach Of The Loan Creditor Condition
CTM48875,0.0,3.0,View changes,[[]],CTM48875 Funds (Property Aifs): Breach Of The Balance Of Business Condition
CTM48881,0.0,3.0,View changes,[[]],CTM48881 Issue Of Termination Notices
CTM48911,0.0,3.0,View changes,[[]],CTM48911 Introduction And Conditions Of Membership: Introduction
CTM48912,0.0,3.0,View changes,[[]],CTM48912 Introduction & Overview Of Conditions Of Membership
CTM48915,54.0,58.0,View changes,[[]],CTM48915 Introduction & The Loan Creditor Condition
CTM48921,0.0,3.0,View changes,[[]],CTM48921 Introduction
CTM48922,0.0,4.0,View changes,[[]],CTM48922 Key Points About The Application Process
CTM48923,0.0,3.0,View changes,[[]],CTM48923 Timing Of The Application Process
CTM48926,0.0,3.0,View changes,[[]],CTM48926 Effects Of Entry Into The TEF Regime
CTM48931,0.0,4.0,View changes,[[]],CTM48931 Tax Treatment & Introduction
CTM48932,0.0,3.0,View changes,[[]],CTM48932 Tax Treatment & Components Of Income Received By A TEF
CTM48933,0.0,3.0,View changes,[[]],CTM48933 Tax Treatment & Attribution Of Income And The Distributions Made By A TEF
CTM48934,0.0,3.0,View changes,[[]],CTM48934 Tax Treatment & Tax Treatment Of Components Of Income Received By A TEF
CTM48942,0.0,2.0,View changes,[[]],CTM48942 Accumulation Units
CTM48951,0.0,2.0,View changes,[[]],CTM48951 Introduction
CTM48953,0.0,2.0,View changes,[[]],CTM48953 Alternative Rules For Providing Tax Information To Participants
CTM48961,0.0,3.0,View changes,[[]],CTM48961 Introduction
CTM48962,0.0,3.0,View changes,[[]],CTM48962 Tax Elected Funds (Tefs): Breaches Of Conditions: General Provisions For Breaching A Condition
CTM48963,0.0,4.0,View changes,[[]],"CTM48963 Tax Elected Funds (Tefs): Breaches Of Conditions: Breach Of The Property Condition, The Genuine Diversity Of Ownership Condition & The Scheme Documentation Condition"
CTM48964,0.0,3.0,View changes,[[]],CTM48964 Tax Elected Funds (Tefs): Breaches Of Conditions: Breach Of The Loan Creditor Condition
CTM48971,0.0,3.0,View changes,[[]],CTM48971 Tax Elected Funds (Tefs): Leaving The TEF Regime: Issue Of Termination Notices By The TEF Or HMRC
CTM49100,0.0,3.0,View changes,[[]],CTM49100 Background
CTM49370,0.0,3.0,View changes,[[]],CTM49370 Deduction Of Income Tax From Interest On Marketable Securities
CTM49405,0.0,3.0,View changes,[[]],CTM49405 Application Of CT: Scope
CTM49415,0.0,3.0,View changes,[[]],CTM49415 Application Of CT: How Profits Arise
CTM49420,54.0,57.0,View changes,[[]],CTM49420 Application Of CT: Loan Relationships
CTM49426,0.0,3.0,View changes,[[]],CTM49426 Application Of CT: Other Investments
CTM60055,0.0,3.0,View changes,[[]],CTM60055 General: Introduction
CTM60060,0.0,3.0,View changes,[[]],CTM60060 General: Broad Definition
CTM60070,0.0,4.0,View changes,[[]],CTM60070 General: Special Provisions
CTM60102,0.0,3.0,View changes,[[]],CTM60102 Tests: Introduction
CTM60105,0.0,3.0,View changes,[[]],CTM60105 Tests: Specific Exceptions
CTM60107,0.0,4.0,View changes,[[]],CTM60107 Tests: Participator
CTM60110,0.0,3.0,View changes,[[]],CTM60110 Tests: Participator - Extended Meaning Of
CTM60130,0.0,3.0,View changes,[[]],CTM60130 Tests: Loan Creditor
CTM60140,0.0,3.0,View changes,[[]],CTM60140 Tests: Rights And Powers Of Certain Other Persons
CTM60150,0.0,3.0,View changes,[[]],CTM60150 Tests: Associates
CTM60200,0.0,3.0,View changes,[[]],CTM60200 Tests: Control - Of A Company
CTM60210,0.0,3.0,View changes,[[]],CTM60210 Tests: Control - Definition
CTM60220,0.0,3.0,View changes,[[]],CTM60220 Tests: Control - Over The Company's Affairs
CTM60230,54.0,57.0,View changes,[[]],CTM60230 Tests: Control - Right To Receive Most Assets
CTM60240,0.0,3.0,View changes,[[]],CTM60240 Tests: Control - Summary
CTM60260,0.0,2.0,View changes,[[]],CTM60260 Tests: Control - Exceptions
CTM60290,0.0,3.0,View changes,[[]],CTM60290 Tests: Control - By Another Company
CTM60300,0.0,3.0,View changes,[[]],CTM60300 Tests: Open Company Loan Creditor
CTM60510,0.0,3.0,View changes,[[]],CTM60510 Introduction
CTM60600,54.0,57.0,View changes,[[]],CTM60600 Benefits To Directors And Employees
CTM60610,0.0,4.0,View changes,[[]],CTM60610 Groups
CTM60620,0.0,3.0,View changes,[[]],CTM60620 Companies Acting In Concert
CTM60705,0.0,3.0,View changes,[[]],CTM60705 Introduction
CTM60710,0.0,3.0,View changes,[[]],CTM60710 Definition
CTM61500,0.0,4.0,View changes,[[]],CTM61500 Loans To Participators And Arrangements Conferring Benefit On Participator: Contents
CTM61505,0.0,3.0,View changes,[[]],CTM61505 General
CTM61515,1.0,4.0,View changes,"[[['t4', 1, '25.0%']]]",CTM61515 Meaning Of ‘Relevant Person’
CTM61525,3.0,6.0,View changes,"[[['t1', 1, '16.67%'], ['t3', 1, '16.67%'], ['t4', 1, '16.67%']]]",CTM61525 Loans To Trusts
CTM61530,1.0,4.0,View changes,"[[['t6', 1, '25.0%']]]",CTM61530 Loans To Participators: Business Of Lending Money
CTM61550,3.0,6.0,View changes,"[[['t4', 1, '16.67%'], ['t5', 1, '16.67%'], ['t6', 1, '16.67%']]]",CTM61550 Loans To Participators: Indirect Loans
CTM61560,1.0,4.0,View changes,"[[['t1', 1, '25.0%']]]",CTM61560 Loans To Participators: Company Insolvent And Loan Irrecoverable
CTM61565,1.0,5.0,View changes,"[[['t3', 1, '20.0%']]]",CTM61565 Loans To Participators: Aggregating Accounts
CTM61570,1.0,4.0,View changes,"[[['t4', 1, '25.0%']]]",CTM61570 Arrangements Conferring Benefit On Participators: TAAR: Arrangements To Which A Close Company Becomes Party On Or After 20 March 2013
CTM61575,4.0,7.0,View changes,"[[['t5', 1, '14.29%'], ['t7', 1, '14.29%'], ['t10', 1, '14.29%'], ['t11', 1, '14.29%']]]",CTM61575 Arrangements Conferring Benefit On Participators: TAAR: Tax Avoidance Arrangements
CTM61580,3.0,6.0,View changes,"[[['t1', 1, '16.67%'], ['t2', 1, '16.67%'], ['t4', 1, '16.67%']]]",CTM61580 Arrangements Conferring Benefit On Participators: TAAR: Benefit Conferred
CTM61585,5.0,8.0,View changes,"[[['t5', 1, '12.5%'], ['t8', 1, '12.5%'], ['t9', 1, '12.5%'], ['t10', 1, '12.5%'], ['t12', 1, '12.5%']]]",CTM61585 Arrangements Conferring Benefit On Participators: TAAR: Benefit Conferred: Partnerships
CTM61610,2.0,5.0,View changes,"[[['t1', 1, '20.0%'], ['t4', 1, '20.0%']]]",CTM61610 Loans To Participators And Arrangements Conferring Benefit On Participators: Repayment Of - Date Relief Is Due
CTM61615,2.0,5.0,View changes,"[[['t2', 1, '20.0%'], ['t3', 1, '20.0%']]]",CTM61615 Loans To Participators And Arrangements Conferring Benefit On Participators: Repayment Of - Bed And Breakfasting - General
CTM61620,2.0,5.0,View changes,"[[['t1', 1, '20.0%'], ['t2', 1, '20.0%']]]",CTM61620 B&B -Repayments Made Up To 19 March 2013
CTM61630,3.0,6.0,View changes,"[[['t6', 1, '16.67%'], ['t7', 1, '16.67%'], ['t9', 1, '16.67%']]]",CTM61630 Loans To Participators And Arrangements Conferring Benefit On Participators: B&B: 30 Day Rule
CTM61635,0.0,3.0,View changes,[[]],CTM61635 Loans To Participators And Arrangements Conferring Benefit On Participators: B&B: Arrangements Rule:
CTM61640,5.0,8.0,View changes,"[[['t2', 1, '12.5%'], ['t19', 1, '12.5%'], ['t21', 1, '12.5%'], ['t23', 1, '12.5%'], ['t24', 1, '12.5%']]]",CTM61640 Loans To Participators And Arrangements Conferring Benefit On Participators: B&B Repeated Loans/Repayments
CTM61642,1.0,4.0,View changes,"[[['t1', 1, '25.0%']]]",CTM61642 Loans To Participators And Arrangements Conferring Benefit On Participators: B&B - Exclusions
CTM61660,15.0,148.0,View changes,"[[['t1', 20, '13.51%'], ['t2', 90, '60.81%'], ['t9', 7, '4.73%']]]",CTM61660 Loans To Participators: Release Or Writing Off Of Loan Or Advance: Class 1 NIC
CTM61665,33.0,144.0,View changes,"[[['t3', 63, '43.75%']]]",CTM61665 Loans To Participators: Death Of Recipient
CTM61670,0.0,3.0,View changes,[[]],CTM61670 Loans To Participators: Termination Of A Trust
CTM61700,1.0,4.0,View changes,"[[['t4', 1, '25.0%']]]",CTM61700 Loans To Participators: By Controlled Companies
CTM80055,2.0,5.0,View changes,"[[['t1', 1, '20.0%'], ['t2', 1, '20.0%']]]",CTM80055 Avoidance Of The Distributions Legislation
CTM80060,3.0,6.0,View changes,"[[['t4', 1, '16.67%'], ['t13', 1, '16.67%'], ['t14', 1, '16.67%']]]",CTM80060 Transfers Of Assets Or Liabilities
CTM80070,6.0,9.0,View changes,"[[['t1', 1, '11.11%'], ['t2', 1, '11.11%'], ['t3', 1, '11.11%'], ['t5', 1, '11.11%'], ['t6', 1, '11.11%'], ['t7', 1, '11.11%']]]",CTM80070 Election To Pay Dividends Without Accounting For ACT
CTM80075,3.0,7.0,View changes,"[[['t1', 1, '14.29%'], ['t2', 1, '14.29%'], ['t7', 1, '14.29%']]]",CTM80075 Retrospective ICTA88/S247 (3) Notice
CTM80080,4.0,7.0,View changes,"[[['t1', 1, '14.29%'], ['t5', 1, '14.29%'], ['t6', 1, '14.29%'], ['t7', 1, '14.29%']]]",CTM80080 Election To Pay Charges Or Loan Relationship Interest Without Accounting For IT
CTM80085,9.0,12.0,View changes,"[[['t1', 1, '8.33%'], ['t6', 1, '8.33%'], ['t11', 1, '8.33%'], ['t12', 1, '8.33%'], ['t19', 1, '8.33%'], ['t20', 1, '8.33%'], ['t27', 1, '8.33%'], ['t28', 1, '8.33%'], ['t33', 1, '8.33%']]]",CTM80085 Elections
CTM80090,2.0,5.0,View changes,"[[['t1', 1, '20.0%'], ['t2', 1, '20.0%']]]",CTM80090 Recovery Of ACT Or IT
CTM80105,0.0,3.0,View changes,[[]],CTM80105 Groups: Structural Outline
CTM80110,0.0,3.0,View changes,[[]],CTM80110 Groups: What Can Be Transferred Between Group Members?
CTM80125,0.0,3.0,View changes,[[]],CTM80125 Groups: Meaning Of Deficits On Non-Trading Loan Relationships
CTM80130,0.0,4.0,View changes,[[]],CTM80130 Groups: Meaning Of Qualifying Charitable Donations
CTM80135,0.0,3.0,View changes,[[]],CTM80135 Groups: Meaning Of UK Property Business Loss
CTM80140,0.0,3.0,View changes,[[]],CTM80140 Groups: Meaning Of Excess Management Expenses
CTM80141,0.0,3.0,View changes,[[]],CTM80141 Groups: Meaning Of Non-Trading Losses On Intangible Fixed Assets
CTM80145,353.0,356.0,View changes,"[[['t1', 35, '9.83%'], ['t2', 467, '131.18%'], ['t3', 150, '42.13%'], ['t4', 160, '44.94%'], ['t5', 143, '40.17%'], ['t6', 476, '133.71%'], ['t7', 516, '144.94%'], ['t8', 15, '4.21%'], ['t9', 7, '1.97%']]]",CTM80145 Groups: Claims For Relief
CTM80151,0.0,3.0,View changes,[[]],CTM80151 Groups: The Group Relationship
CTM80165,4.0,7.0,View changes,"[[['t30', 4, '57.14%']]]",CTM80165 Groups: Overview Of The Arrangements Rules
CTM80181,4.0,6.0,View changes,"[[['t1', 4, '66.67%']]]",CTM80181 Groups: Exclusion Of Certain Arrangements
CTM80195,3.0,6.0,View changes,"[[['t2', 1, '16.67%'], ['t3', 1, '16.67%'], ['t4', 1, '16.67%']]]",CTM80195 Groups: Date Of Arrangements
CTM80205,5.0,14.0,View changes,"[[['t1', 4, '28.57%'], ['t2', 1, '7.14%'], ['t3', 1, '7.14%'], ['t4', 1, '7.14%'], ['t7', 4, '28.57%']]]",CTM80205 Groups: HMRC’S Approach To “Arrangements” - SP3/93 And ESC C10
CTM80300,1265.0,1285.0,View changes,"[[['t7', 65, '5.06%'], ['t8', 21, '1.63%'], ['t9', 109, '8.48%'], ['t10', 216, '16.81%']]]",CTM80300 Groups: The International Aspect - Overview
CTM80330,10.0,16.0,View changes,"[[['t1', 11, '68.75%'], ['t9', 1, '6.25%']]]",CTM80330 Groups: UK Permanent Establishment Of Non-Resident Company - Tax Relief In A Foreign Jurisdiction - Credit And Exemption Countries
CTM80335,11.0,14.0,View changes,"[[['t1', 11, '78.57%']]]",CTM80335 Groups: UK Permanent Establishment Of Non-Resident Company - Clawing Back Group Relief For Losses Relieved In Foreign Jurisdiction For An EEA Resident Company
CTM80502,2.0,6.0,View changes,"[[['t8', 1, '16.67%'], ['t13', 1, '16.67%']]]",CTM80502 Introduction
CTM80520,1.0,4.0,View changes,"[[['t7', 1, '25.0%']]]",CTM80520 Claims: Consent To Be Given
CTM80535,2.0,5.0,View changes,"[[['t3', 1, '20.0%'], ['t5', 1, '20.0%']]]",CTM80535 90% Subsidiary
CTM80545,1.0,4.0,View changes,"[[['t10', 1, '25.0%']]]",CTM80545 Amount Of Relief: Claimant Is Company Owned By A Consortium: Claims Based On Consortium Condition 1
CTM80555,2.0,6.0,View changes,"[[['t2', 1, '16.67%'], ['t5', 1, '16.67%']]]",CTM80555 Claim By Company In Same Group As Member Of The Consortium: Claims Based On Consortium Condition 2
CTM80560,2.0,5.0,View changes,"[[['t5', 1, '20.0%'], ['t10', 1, '20.0%']]]",CTM80560 Surrender By Company In Same Group As Member Of The Consortium: Consortium Condition 3
CTM80570,1.0,4.0,View changes,"[[['t2', 1, '25.0%']]]",CTM80570 Items Eligible For Relief: Potential Restriction On Surrender Of Trading Losses
CTM80580,1.0,4.0,View changes,"[[['t2', 1, '25.0%']]]",CTM80580 Group And Consortium Claims Both Possible: Surrendering Company Is Both Owned By A Consortium And A Member Of A Group
CTM80585,1.0,4.0,View changes,"[[['t2', 1, '25.0%']]]",CTM80585 Group And Consortium Claims Both Possible: Claimant Company Is Both Owned By A Consortium And A Member Of A Group
CTM80590,1.0,4.0,View changes,"[[['t1', 1, '25.0%']]]",CTM80590 Diagram Showing Meaning Of Various Terms
CTM80600,3.0,6.0,View changes,"[[['t8', 1, '16.67%'], ['t15', 1, '16.67%'], ['t21', 1, '16.67%']]]",CTM80600 Arrangements To Transfer The Company Owned By A Consortium To Another Group Or Consortium
CTM80605,4.0,7.0,View changes,"[[['t14', 1, '14.29%'], ['t17', 1, '14.29%'], ['t20', 1, '14.29%'], ['t24', 1, '14.29%']]]",CTM80605 Arrangements: Disqualifying Relief
CTM80625,1.0,4.0,View changes,"[[['t4', 1, '25.0%']]]",CTM80625 Direct Arrangements
CTM80635,2.0,6.0,View changes,"[[['t3', 1, '16.67%'], ['t7', 1, '16.67%']]]",CTM80635 Information About Arrangements
CTM80670,2.0,5.0,View changes,"[[['t1', 1, '20.0%'], ['t2', 1, '20.0%']]]",CTM80670 Example: Consortium Relief Generally
CTM80675,2.0,5.0,View changes,"[[['t2', 1, '20.0%'], ['t17', 1, '20.0%']]]","CTM80675 Example: Surrender By Member Of The Consortium And By A Member Of Its Group, Overlapping Periods And Company Joining Link Company’S Group"
CTM80680,2.0,5.0,View changes,"[[['t2', 1, '20.0%'], ['t22', 1, '20.0%']]]",CTM80680 Example: Claim By Company Owned By A Consortium From A Company In The Same Group As A Member Of The Consortium
CTM80685,1.0,4.0,View changes,"[[['t2', 1, '25.0%']]]",CTM80685 Example: Restriction Where Group Claims Possible
CTM80690,8.0,12.0,View changes,"[[['t2', 1, '8.33%'], ['t8', 1, '8.33%'], ['t9', 1, '8.33%'], ['t10', 1, '8.33%'], ['t11', 1, '8.33%'], ['t12', 1, '8.33%'], ['t13', 1, '8.33%'], ['t14', 1, '8.33%']]]",CTM80690 Example: Restriction Where Group Claims Are Possible By Companies Which Are Not Owned By The Consortium
CTM80695,5.0,8.0,View changes,"[[['t1', 1, '12.5%'], ['t7', 1, '12.5%'], ['t8', 1, '12.5%'], ['t9', 1, '12.5%'], ['t10', 1, '12.5%']]]",CTM80695 Example: Restriction Where Group Claims Are Possible
CTM80696,4.0,7.0,View changes,"[[['t1', 1, '14.29%'], ['t6', 1, '14.29%'], ['t7', 1, '14.29%'], ['t8', 1, '14.29%']]]",CTM80696 Example: Restriction Of Surrender Of Trade Losses Where Company Owned By Consortium Has Other Profits
CTM80915,1.0,4.0,View changes,"[[['t21', 1, '25.0%']]]",CTM80915 Election - Under ICTA88/S247
CTM81030,1.0,4.0,View changes,"[[['t9', 1, '25.0%']]]",CTM81030 Equity Holders - Banks
