ChapterNumber,Title,Para,RelevantSource
CH871000,CH871000 Telling Customers About Poor Agent Behaviour,This course of action must not be taken without first advising the agent of your intentions and allowing time for the agent to demonstrate improvements to their behaviour.,True
CH880000,CH880000 Dishonest Tax Agents: Contents,CH885000    Authorising decisions - process summary,True
CH883650,CH883650 Penalties: Special Reduction,get full details of why they consider that special reduction is due.,True
CH883650,CH883650 Penalties: Special Reduction,You must seek all information that you consider relevant to whether there are special circumstances. You can use information powers under FA08/Sch36 to do this.,True
CH883650,CH883650 Penalties: Special Reduction,When deciding whether a special reduction should be allowed you must consider,True
CH883650,CH883650 Penalties: Special Reduction,"whether special circumstances are present, see CH170600",True
CH883650,CH883650 Penalties: Special Reduction,all circumstances which you have become aware of during your investigation,True
CH883650,CH883650 Penalties: Special Reduction,whether you need to further clarify anything to establish a special circumstance.,True
CH883650,CH883650 Penalties: Special Reduction,In most cases you will conclude that there are no special circumstances. You must make a note of the reasons for that decision on the case records and write to the individual to explain why you consider that a special reduction is not due.,True
CH883650,CH883650 Penalties: Special Reduction,You must not enter into discussions regarding the amount of any special reduction.,True
CH883650,CH883650 Penalties: Special Reduction,"You must submit the case to Central Policy, You must submit the case to Central Policy,](https://www.gov.uk/hmrc-internal-manuals/compliance-handbook/ch910000) if you consider that a special reduction may be applicable, or if an individual disputes your refusal to give a special reduction. In all cases the submission to TAA must be agreed by the authorising officer who authorises the penalty, see CH883655. if you consider that a special reduction may be applicable, or if an individual disputes your refusal to give a special reduction. In all cases the submission to TAA must be agreed by the authorising officer who authorises the penalty, see CH883655.",True
CH883650,CH883650 Penalties: Special Reduction,Your submission to TAA must include a summary of,True
CH883650,CH883650 Penalties: Special Reduction,the decisions and considerations leading to the penalty chargeable,True
CH883650,CH883650 Penalties: Special Reduction,the individual’s representations (if any) about special reduction,True
CH883650,CH883650 Penalties: Special Reduction,"your considerations, decision and reasoning about whether you consider that a special reduction is appropriate.",True
CTM18200,CTM18200 Set-Off Of ACT: Accounting Periods Ending On Or Before 5 April 1999,The ACT available for set-off against a company’s liability for an accounting period is the total of any ACT:,True
CTM18200,CTM18200 Set-Off Of ACT: Accounting Periods Ending On Or Before 5 April 1999,"paid in respect of any distribution made in the accounting period,",True
CTM18200,CTM18200 Set-Off Of ACT: Accounting Periods Ending On Or Before 5 April 1999,"any surplus carried forward from the previous accounting period under Section 239 (4),",True
CTM18200,CTM18200 Set-Off Of ACT: Accounting Periods Ending On Or Before 5 April 1999,"any amount surrendered to the company under ICTA88/S240 (1), and",True
CTM18200,CTM18200 Set-Off Of ACT: Accounting Periods Ending On Or Before 5 April 1999,any amount carried back under Section 239 (3) from an accounting period beginning before 6 April 1999.,True
CTM18200,CTM18200 Set-Off Of ACT: Accounting Periods Ending On Or Before 5 April 1999,"The amount of the set-off is limited to an amount equal to the ACT that would have beenpayable in respect of a distribution made at the end of the period of an amount which, together with the ACT thereon, is equal to the company’s CT profit for the accounting period.",True
CTM18200,CTM18200 Set-Off Of ACT: Accounting Periods Ending On Or Before 5 April 1999,Guidance on the regime for accounting periods ending before 6 April 1999 can be found at](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm20000) onwards.,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,and,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"that ACT was not repaid in accordance with ICTA88/SCH13/PARA4 (CTM22080) or ICTA88/SCH13/PARA4A (CTM22085),",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,and,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"the ACT was not surrendered under ICTA88/S240,",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,the ACT was to be set-off against its liability to CT on its profits for that accounting period.,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"The company could claim to have any surplus ACT set-off against CT on the company’s profits for earlier accounting periods ([## ICTA88/S239 (3), (4), (5) & ICTA88/S240",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,ICTA88/S239 was repealed in relation to accounting periods beginning on or after 6April 1999.,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"Prior to this, the rules for setting off ACT against CT were broadly as follows.",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,Set-off against CT,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"Subject to certain limitations, where a company:",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"paid ACT in respect of any distribution made in an accounting period,",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,and,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"that ACT was not repaid in accordance with ICTA88/SCH13/PARA4 (CTM22080) or ICTA88/SCH13/PARA4A (CTM22085),",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,and,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"the ACT was not surrendered under ICTA88/S240,",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,the ACT was to be set-off against its liability to CT on its profits for that accounting period.,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,The company could claim to have any surplus ACT set-off against CT on the company’s profits for earlier accounting periods (](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm20170) to CTM20240). It could also be set-off or repaid under the FID provisions (CTM21000 onwards).,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,If there was still some surplus ACT left it was automatically carried forward (CTM20250).,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"However, before any use was made of ACT it was necessary to check that the relevant ACT had been paid. If the tax had not been paid, no set-off was made. Excessive set-offs are dealt with at CTM20260.",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,Surrender of ACT,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"A company could surrender ACT to a subsidiary even though it might have had CT liability of its own against which the ACT could be set. As regards ACT surrendered to subsidiaries, see](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm81200) onwards.",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,Non-repayment of ACT,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"ACT, which could not be set-off under the provisions referred to above, was not repayable, unless it related to an FID paid (CTM21010).",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,ACT recorded on the return,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,The ACT paid by the company in respect of any franked payment made or FID paid in an accounting period had to be shown on the company’s CT return for that period as had any ACT brought forward under ICTA88/S239 (4) from an earlier accounting period.,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,Claims,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,No claim was required to give relief for ACT against CT for the accounting period:,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"in which the franked payments were made, or",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"in which the FID were paid, or",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,to which the ACT was brought forward from an earlier accounting period.,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,However relief against CT for earlier accounting periods was given only following a specific claim by the company under ICTA88/S239 (3).,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,Oil Taxation Act,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,ACT paid in respect of a distribution made to an associated company resident in the UK by a company which was within the scope of Part II of the Oil Taxation Act 1975 was not to be set against any liability to CT on ‘ring fence’ income.,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,ACT on distributions to a non-resident shareholder,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,ACT deemed to have been paid by set-off of an additional amount paid to a non-resident shareholder could be set-off against CT.,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,Tax avoidance,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"There were provisions at ICTA88/S245 onwards aimed at preventing tax avoidance involving ACT (see CTM20300, [## ICTA88/S239 (3), (4), (5) & ICTA88/S240",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,ICTA88/S239 was repealed in relation to accounting periods beginning on or after 6April 1999.,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"Prior to this, the rules for setting off ACT against CT were broadly as follows.",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,Set-off against CT,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"Subject to certain limitations, where a company:",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"paid ACT in respect of any distribution made in an accounting period,",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,and,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"that ACT was not repaid in accordance with ICTA88/SCH13/PARA4 (CTM22080) or ICTA88/SCH13/PARA4A (CTM22085),",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,and,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"the ACT was not surrendered under ICTA88/S240,",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,the ACT was to be set-off against its liability to CT on its profits for that accounting period.,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"The company could claim to have any surplus ACT set-off against CT on the company’s profits for earlier accounting periods ([## ICTA88/S239 (3), (4), (5) & ICTA88/S240",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,ICTA88/S239 was repealed in relation to accounting periods beginning on or after 6April 1999.,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"Prior to this, the rules for setting off ACT against CT were broadly as follows.",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,Set-off against CT,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"Subject to certain limitations, where a company:",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"paid ACT in respect of any distribution made in an accounting period,",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,and,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"that ACT was not repaid in accordance with ICTA88/SCH13/PARA4 (CTM22080) or ICTA88/SCH13/PARA4A (CTM22085),",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,and,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"the ACT was not surrendered under ICTA88/S240,",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,the ACT was to be set-off against its liability to CT on its profits for that accounting period.,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,The company could claim to have any surplus ACT set-off against CT on the company’s profits for earlier accounting periods (](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm20170) to CTM20240). It could also be set-off or repaid under the FID provisions (CTM21000 onwards).,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,If there was still some surplus ACT left it was automatically carried forward (CTM20250).,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"However, before any use was made of ACT it was necessary to check that the relevant ACT had been paid. If the tax had not been paid, no set-off was made. Excessive set-offs are dealt with at CTM20260.",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,Surrender of ACT,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"A company could surrender ACT to a subsidiary even though it might have had CT liability of its own against which the ACT could be set. As regards ACT surrendered to subsidiaries, see [## ICTA88/S239 (3), (4), (5) & ICTA88/S240",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,ICTA88/S239 was repealed in relation to accounting periods beginning on or after 6April 1999.,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"Prior to this, the rules for setting off ACT against CT were broadly as follows.",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,Set-off against CT,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"Subject to certain limitations, where a company:",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"paid ACT in respect of any distribution made in an accounting period,",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,and,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"that ACT was not repaid in accordance with ICTA88/SCH13/PARA4 (CTM22080) or ICTA88/SCH13/PARA4A (CTM22085),",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,and,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"the ACT was not surrendered under ICTA88/S240,",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,the ACT was to be set-off against its liability to CT on its profits for that accounting period.,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"The company could claim to have any surplus ACT set-off against CT on the company’s profits for earlier accounting periods ([## ICTA88/S239 (3), (4), (5) & ICTA88/S240",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,ICTA88/S239 was repealed in relation to accounting periods beginning on or after 6April 1999.,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"Prior to this, the rules for setting off ACT against CT were broadly as follows.",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,Set-off against CT,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"Subject to certain limitations, where a company:",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"paid ACT in respect of any distribution made in an accounting period,",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,and,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"that ACT was not repaid in accordance with ICTA88/SCH13/PARA4 (CTM22080) or ICTA88/SCH13/PARA4A (CTM22085),",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,and,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"the ACT was not surrendered under ICTA88/S240,",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,the ACT was to be set-off against its liability to CT on its profits for that accounting period.,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,The company could claim to have any surplus ACT set-off against CT on the company’s profits for earlier accounting periods (](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm20170) to CTM20240). It could also be set-off or repaid under the FID provisions (CTM21000 onwards).,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,If there was still some surplus ACT left it was automatically carried forward (CTM20250).,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"However, before any use was made of ACT it was necessary to check that the relevant ACT had been paid. If the tax had not been paid, no set-off was made. Excessive set-offs are dealt with at CTM20260.",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,Surrender of ACT,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"A company could surrender ACT to a subsidiary even though it might have had CT liability of its own against which the ACT could be set. As regards ACT surrendered to subsidiaries, see](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm81200) onwards.",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,Non-repayment of ACT,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"ACT, which could not be set-off under the provisions referred to above, was not repayable, unless it related to an FID paid (CTM21010).",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,ACT recorded on the return,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,The ACT paid by the company in respect of any franked payment made or FID paid in an accounting period had to be shown on the company’s CT return for that period as had any ACT brought forward under ICTA88/S239 (4) from an earlier accounting period.,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,Claims,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,No claim was required to give relief for ACT against CT for the accounting period:,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"in which the franked payments were made, or",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"in which the FID were paid, or",True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,to which the ACT was brought forward from an earlier accounting period.,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,However relief against CT for earlier accounting periods was given only following a specific claim by the company under ICTA88/S239 (3).,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,Oil Taxation Act,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,ACT paid in respect of a distribution made to an associated company resident in the UK by a company which was within the scope of Part II of the Oil Taxation Act 1975 was not to be set against any liability to CT on ‘ring fence’ income.,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,ACT on distributions to a non-resident shareholder,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,ACT deemed to have been paid by set-off of an additional amount paid to a non-resident shareholder could be set-off against CT.,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,Tax avoidance,True
CTM20105,CTM20105 ACT: Set-Off Against CT On Profits: Introduction,"There were provisions at ICTA88/S245 onwards aimed at preventing tax avoidance involving ACT (see CTM20300,](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm81225) and CTM81230).",True
CTM20120,CTM20120 ACT: Set-Off Against CT On Profits: Amount Available,Surplus ACT carried back from later accounting periods,True
CTM20120,CTM20120 ACT: Set-Off Against CT On Profits: Amount Available,This surplus ACT was treated as if it were ACT paid in respect of distributions made in the accounting period under consideration ([,True
CTM20120,CTM20120 ACT: Set-Off Against CT On Profits: Amount Available,"The ACT available for set-off would normally have been the amount of ACT paid and not repaid in respect of franked payments made or FID paid in that accounting period. The following provisions might however, have affected that amount.",True
CTM20120,CTM20120 ACT: Set-Off Against CT On Profits: Amount Available,Claims under ICTA88/S242 & ICTA88/S243,True
CTM20120,CTM20120 ACT: Set-Off Against CT On Profits: Amount Available,Where the company had made claims under Section 242 or Section 243 the ACT available for set-off in subsequent accounting periods was reduced by the tax credit paid to the company as a result of these claims (see [,True
CTM20120,CTM20120 ACT: Set-Off Against CT On Profits: Amount Available,"The ACT available for set-off would normally have been the amount of ACT paid and not repaid in respect of franked payments made or FID paid in that accounting period. The following provisions might however, have affected that amount.",True
CTM20120,CTM20120 ACT: Set-Off Against CT On Profits: Amount Available,Claims under ICTA88/S242 & ICTA88/S243,True
CTM20120,CTM20120 ACT: Set-Off Against CT On Profits: Amount Available,Where the company had made claims under Section 242 or Section 243 the ACT available for set-off in subsequent accounting periods was reduced by the tax credit paid to the company as a result of these claims (see](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm16200) onwards).,True
CTM20120,CTM20120 ACT: Set-Off Against CT On Profits: Amount Available,Surplus ACT brought forward from previous accounting periods,True
CTM20120,CTM20120 ACT: Set-Off Against CT On Profits: Amount Available,This surplus was treated as if it were ACT paid in respect of distributions made in the accounting period under consideration (CTM20250). ACT could not be carried forward in so far as it related to distributions made before a change in ownership of the company and within three years of that change there had been a major change in the nature or conduct of its trade or business ([,True
CTM20120,CTM20120 ACT: Set-Off Against CT On Profits: Amount Available,"The ACT available for set-off would normally have been the amount of ACT paid and not repaid in respect of franked payments made or FID paid in that accounting period. The following provisions might however, have affected that amount.",True
CTM20120,CTM20120 ACT: Set-Off Against CT On Profits: Amount Available,Claims under ICTA88/S242 & ICTA88/S243,True
CTM20120,CTM20120 ACT: Set-Off Against CT On Profits: Amount Available,Where the company had made claims under Section 242 or Section 243 the ACT available for set-off in subsequent accounting periods was reduced by the tax credit paid to the company as a result of these claims (see [,True
CTM20120,CTM20120 ACT: Set-Off Against CT On Profits: Amount Available,"The ACT available for set-off would normally have been the amount of ACT paid and not repaid in respect of franked payments made or FID paid in that accounting period. The following provisions might however, have affected that amount.",True
CTM20120,CTM20120 ACT: Set-Off Against CT On Profits: Amount Available,Claims under ICTA88/S242 & ICTA88/S243,True
CTM20120,CTM20120 ACT: Set-Off Against CT On Profits: Amount Available,Where the company had made claims under Section 242 or Section 243 the ACT available for set-off in subsequent accounting periods was reduced by the tax credit paid to the company as a result of these claims (see](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm16200) onwards).,True
CTM20120,CTM20120 ACT: Set-Off Against CT On Profits: Amount Available,Surplus ACT brought forward from previous accounting periods,True
CTM20120,CTM20120 ACT: Set-Off Against CT On Profits: Amount Available,This surplus was treated as if it were ACT paid in respect of distributions made in the accounting period under consideration (CTM20250). ACT could not be carried forward in so far as it related to distributions made before a change in ownership of the company and within three years of that change there had been a major change in the nature or conduct of its trade or business (](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm20300) onwards).,True
CTM20120,CTM20120 ACT: Set-Off Against CT On Profits: Amount Available,Surplus ACT carried back from later accounting periods,True
CTM20120,CTM20120 ACT: Set-Off Against CT On Profits: Amount Available,This surplus ACT was treated as if it were ACT paid in respect of distributions made in the accounting period under consideration (](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm20170) onwards). ACT could not be carried back in so far as it related to distributions made after a change of ownership of the company and within three years of that change there had been a major change in the nature or conduct of the company’s trade or business (CTM20300 onwards).,True
CTM20120,CTM20120 ACT: Set-Off Against CT On Profits: Amount Available,ACT repaid or set-off under the FID provisions,True
CTM20120,CTM20120 ACT: Set-Off Against CT On Profits: Amount Available,If ACT is dealt with under the FID provisions it could not also be dealt with under the other provisions (CTM21450).,True
CTM20120,CTM20120 ACT: Set-Off Against CT On Profits: Amount Available,ACT surrendered,True
CTM20120,CTM20120 ACT: Set-Off Against CT On Profits: Amount Available,A surrender of ACT could not be made unless the recipient company was a subsidiary of the surrendering company throughout the accounting period of surrender (CTM81205). ACT surrendered could only be used by the recipient company for accounting periods during the whole of which it remained a subsidiary of the surrendering company (unless both companies remained subsidiaries of a third company (CTM81215). ACT surrendered was not then available for set-off by the surrendering company. Surrendered ACT could not be carried forward through a change of ownership by the recipient company if there had been a change in its ownership (whether or not along with that of the surrendering company) and within three years of that change there had been a major change in the nature or conduct of the trade or business of the surrendering company (CTM81225).,True
CTM20120,CTM20120 ACT: Set-Off Against CT On Profits: Amount Available,Set-off against chargeable gains,True
CTM20120,CTM20120 ACT: Set-Off Against CT On Profits: Amount Available,ACT paid in respect of distributions made by a company before a change in its ownership could not be set-off against liability on a chargeable gain accruing from the disposal of an asset acquired under TCGA92/S171 after that change from a company in its new group (CTM81230).,True
CTM20150,CTM20150 ACT: Set-Off Against CT On Profits: Maximum,Example,True
CTM20150,CTM20150 ACT: Set-Off Against CT On Profits: Maximum,Company A is liable to CT for the 12 months accounting period to 30 September 1988 as follows.,True
CTM20150,CTM20150 ACT: Set-Off Against CT On Profits: Maximum,"During the accounting period (after 5 April 1988) the company paid dividends of £270,000 on which ACT of £90,000 was paid. Company A also had at 1 October 1987 surplus ACT brought forward of £150,000.",True
CTM20150,CTM20150 ACT: Set-Off Against CT On Profits: Maximum,Maximum set-off of ACT:,True
CTM20150,CTM20150 ACT: Set-Off Against CT On Profits: Maximum,"Company A has surplus ACT of £34,600 (£150,000 + £90,000 - £205,400).",True
CTM20150,CTM20150 ACT: Set-Off Against CT On Profits: Maximum,The company can:,True
CTM20150,CTM20150 ACT: Set-Off Against CT On Profits: Maximum,"make a claim under ICTA88/S239 (3) (see](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm20170) - CTM20240), or",True
CTM20150,CTM20150 ACT: Set-Off Against CT On Profits: Maximum,carry forward under ICTA88/S239 (4) (see CTM20250).,True
CTM20160,CTM20160 ACT: Set-Off Against CT On Profits: Surplus ACT,As a result of ICTA88/S239 (2) the whole of the ACT available may not have been set-off against the CT chargeable for the accounting period in which the distributions were made. The unused ACT was described as surplus ACT for that accounting period.,True
CTM20160,CTM20160 ACT: Set-Off Against CT On Profits: Surplus ACT,Surplus ACT resulting from an FID paid could be set-off or repaid in certain circumstances(CTM21010). Surplus ACT was otherwise dealt with as described in](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm20170) onwards.,True
CTM20210,CTM20210 ACT: Set-Off Against CT On Profits: Repayment From Carry-Back Of Surplus,"The carry-back of surplus ACT under ICTA88/S239 (3) could result in a repayment of CT. Repayment supplement or repayment interest was calculated as if that repayment were being made for the accounting period in which the surplus ACT arose, and not for the accounting period against the liability of which the surplus ACT was actually set-off (ICTA88/S825(4) and ICTA88/S826 (7)).",True
CTM20210,CTM20210 ACT: Set-Off Against CT On Profits: Repayment From Carry-Back Of Surplus,Correct calculation of repayment supplement or repayment interest depended on appropriate instructions being given to identify repayments requiring special treatment - see](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm20220) and CTM92250.,True
CTM20330,CTM20330 ACT: Set-Off Against CT On Profits: Capacity Buying: Effect Of Applying Rules,The effect of applying Section 245 to any case was as follows.,True
CTM20330,CTM20330 ACT: Set-Off Against CT On Profits: Capacity Buying: Effect Of Applying Rules,"For the accounting period in which the change of ownership took place, the part of the accounting period ending with the change of ownership and the part after the change were to be treated as separate accounting periods for the purposes of ICTA88/S239 ([## ICTA88/S245 (2) & (3)",True
CTM20330,CTM20330 ACT: Set-Off Against CT On Profits: Capacity Buying: Effect Of Applying Rules,The effect of applying Section 245 to any case was as follows.,True
CTM20330,CTM20330 ACT: Set-Off Against CT On Profits: Capacity Buying: Effect Of Applying Rules,"For the accounting period in which the change of ownership took place, the part of the accounting period ending with the change of ownership and the part after the change were to be treated as separate accounting periods for the purposes of ICTA88/S239 (](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm20100) onwards), ICTA88/S241 and ICTA88/SCH13 ([## ICTA88/S245 (2) & (3)",True
CTM20330,CTM20330 ACT: Set-Off Against CT On Profits: Capacity Buying: Effect Of Applying Rules,The effect of applying Section 245 to any case was as follows.,True
CTM20330,CTM20330 ACT: Set-Off Against CT On Profits: Capacity Buying: Effect Of Applying Rules,"For the accounting period in which the change of ownership took place, the part of the accounting period ending with the change of ownership and the part after the change were to be treated as separate accounting periods for the purposes of ICTA88/S239 ([## ICTA88/S245 (2) & (3)",True
CTM20330,CTM20330 ACT: Set-Off Against CT On Profits: Capacity Buying: Effect Of Applying Rules,The effect of applying Section 245 to any case was as follows.,True
CTM20330,CTM20330 ACT: Set-Off Against CT On Profits: Capacity Buying: Effect Of Applying Rules,"For the accounting period in which the change of ownership took place, the part of the accounting period ending with the change of ownership and the part after the change were to be treated as separate accounting periods for the purposes of ICTA88/S239 (](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm20100) onwards), ICTA88/S241 and ICTA88/SCH13 (](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm22000) onwards).",True
CTM20330,CTM20330 ACT: Set-Off Against CT On Profits: Capacity Buying: Effect Of Applying Rules,"This meant that if the company had made returns under ICTA88/SCH13 on the basis of its accounting period, those returns would have to be examined. The company’s liability to account for ACT would have had to be recomputed on the basis of the two ‘notional’ accounting periods involved.",True
CTM20330,CTM20330 ACT: Set-Off Against CT On Profits: Capacity Buying: Effect Of Applying Rules,Franked investment income received after the date of change would not be available to cover franked payments made prior to the date of change.,True
CTM20330,CTM20330 ACT: Set-Off Against CT On Profits: Capacity Buying: Effect Of Applying Rules,"Once the liability to pay ACT for the two ‘notional’ accounting periods had been worked out, ICTA88/S239 would have applied accordingly.",True
