ChapterNum,Title,Title,Para,Para,ParaShifted,CharacterCountDifference,LevenshteinDistance,AboveLevCharThreshold
CTM97430,CTM97430 CTSA: Copy Of The Contract,CTM97430 CTSA: Copy Of The Contract,"16.2) As regards a company becoming subject to the arrangement under Clause 16.1., such agreement shall be effective in relation to any relevant accounting period of that company if made before the date on which the first instalment of Corporation Tax is treated as becoming due and payable by such company for that period under regulations 4, 4A, 4B, 4C, 5 and 5A (as applicable) of the Corporation Tax (Instalment Payments) Regulations 1998, or would be treated as becoming due and payable if the company were a large company within the meaning of those Regulations.","where the nominated company has apportioned payments to such company under Clause 8.1 above prior to the removal by the Board of such company from the arrangement under Clause 13.2, the nominated company may, within thirty days of the date of notice by the Board under Clause 13.2, re-apportion such payments to any of the participating companies.",False,221,839,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,CTM97430 CTSA: Copy Of The Contract,Provision of list of participating companies and notification of intended change of period of account,Top of page,False,90,92,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,CTM97430 CTSA: Copy Of The Contract,"17.1) Where during a period of account a company or companies have become subject to the arrangement and/or have been removed from the arrangement, the nominated company shall provide the Board with a list of the participating companies in relation to that period of account.",Removal of companies from the arrangement by agreement,False,221,229,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,CTM97430 CTSA: Copy Of The Contract,17.2) The nominated company shall notify the Board in writing of any intention to draw up accounts to a date other than a date to which it drew up accounts in the previous calendar year.,"15.1) Subject to Clause 15.2., by agreement in writing between the Board and the nominated company, any of the participating companies may be removed from the arrangement.",False,15,257,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,CTM97430 CTSA: Copy Of The Contract,Termination of the arrangement by the nominated company or the Board,"15.2) As regards any company removed from the arrangement under Clause 15.1., the effect of such agreement shall be to terminate the rights and obligations (in relation to such company) of the parties to the arrangement in respect of any accounting period of such company for which the date of the first instalment of Corporation Tax (treated as becoming due and payable by such company under regulations 4, 4A, 4B, 4C, 5 and 5A (as applicable) of the Corporation Tax (Instalment Payments) Regulations 1998) falls after the date of the agreement referred to in Clause 15.1, or would fall after the date of that agreement if the company were a large company within the meaning of those Regulations.",False,629,716,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,CTM97430 CTSA: Copy Of The Contract,18.1) Either the nominated company or the Board may at any time terminate the arrangement by giving notice in writing to that effect to the other party.,"15.3) Apart from Clause 14 above and this Clause, the obligations and rights of the parties to the arrangement shall be unaffected by removal of any of the participating companies from the arrangement and, subject to any provisions of the arrangement and of the Corporation Tax Acts and Regulations made under those Acts to the contrary, any acts done or deemed to be done under the arrangement shall be unaffected.",False,263,486,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,CTM97430 CTSA: Copy Of The Contract,"18.2) The effect of termination of the arrangement under Clause 18.1. shall be to terminate the rights and obligations of the parties to the arrangement in relation to relevant accounting periods in respect of which the dates of the first instalments of Corporation Tax (treated as becoming due and payable under regulations 4, 4A, 4B, 4C, 5 and 5A (as applicable) of the Corporation Tax (Instalment Payments) Regulations 1998) fall after the date notice is given under Clause 18.1 or, in the case of any companies that are not large companies within the meaning of those Regulations, would fall after that date if the companies were large companies.",Top of page,False,639,642,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,CTM97430 CTSA: Copy Of The Contract,Termination of the arrangement by the Board in specified circumstances,Addition of companies to the arrangement,False,30,59,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,CTM97430 CTSA: Copy Of The Contract,"19) Without prejudice to the Board’s right of termination under Clause 18.1, the Board shall also have the right forthwith to terminate the arrangement by giving notice in writing to the nominated company under the following circumstances:","16.1) Subject to Clause 16.2, by agreement in writing between the Board and nominated company, further companies in the [………….] group of Companies may become subject to the arrangement.",False,54,249,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,CTM97430 CTSA: Copy Of The Contract,"if any of the participating companies either is in default of its obligation to pay Corporation Tax, or is in default of its obligation to file a company tax return in relation to an accounting period where such obligations arise whilst the arrangement is in being;","16.2) As regards a company becoming subject to the arrangement under Clause 16.1., such agreement shall be effective in relation to any relevant accounting period of that company if made before the date on which the first instalment of Corporation Tax is treated as becoming due and payable by such company for that period under regulations 4, 4A, 4B, 4C, 5 and 5A (as applicable) of the Corporation Tax (Instalment Payments) Regulations 1998, or would be treated as becoming due and payable if the company were a large company within the meaning of those Regulations.",False,303,672,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,CTM97430 CTSA: Copy Of The Contract,if the nominated company is in breach of any of its obligations under the arrangement;,Top of page,False,75,78,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,CTM97430 CTSA: Copy Of The Contract,if the Board have reason to believe that any member of the […………] group of Companies (including the participating companies) may become liable to tax under CTA2010/S710r CTA2010/S713.,Provision of list of participating companies and notification of intended change of period of account,False,82,181,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,CTM97430 CTSA: Copy Of The Contract,20.1) The provisions specified in Clauses 20.2. to 20.4. shall survive termination of the arrangement under Clause 19.,"17.1) Where during a period of account a company or companies have become subject to the arrangement and/or have been removed from the arrangement, the nominated company shall provide the Board with a list of the participating companies in relation to that period of account.",False,157,360,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,CTM97430 CTSA: Copy Of The Contract,"20.2) Subject to any provisions of the arrangement and of the Corporation Tax Acts and Regulations made under those Acts to the contrary, any acts done or deemed to be done under the arrangement shall be unaffected by its termination under Clause 19.",17.2) The nominated company shall notify the Board in writing of any intention to draw up accounts to a date other than a date to which it drew up accounts in the previous calendar year.,False,64,331,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,CTM97430 CTSA: Copy Of The Contract,"20.3) With respect to payments made under the arrangement which have not been repaid and which have not already been apportioned (or have not already been deemed to be apportioned) at the date notice is given under Clause 19 above, the following provisions shall apply, sub-clauses (a) to (d) being subject to sub-clause (f), and sub-clause (d) also being subject to sub-clause (e):",Top of page,False,371,376,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,CTM97430 CTSA: Copy Of The Contract,"the nominated company shall have the right, exercisable by giving notice in writing to the Board and within a period of thirty days from the date notice is given under Clause 19. above, irrevocably to apportion such payments to any of the participating companies;",Termination of the arrangement by the nominated company or the Board,False,195,264,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,CTM97430 CTSA: Copy Of The Contract,"to the extent that the nominated company fails to exercise its right as specified in sub-clause (a) of this clause 20.3, the Board shall have the right, exercisable within a period of sixty days from the date notice is given under Clause 19, to nominate, by giving notice in writing to the nominated company, one of the participating companies (other than the nominated company) for the purpose of exercising the right of the nominated company under sub-clause (a) of this Clause 20.3. The company so nominated shall have a period of thirty days from the date notice of nomination is given to exercise its right;",18.1) Either the nominated company or the Board may at any time terminate the arrangement by giving notice in writing to that effect to the other party.,False,460,532,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,CTM97430 CTSA: Copy Of The Contract,"to the extent that payments still remain unapportioned (including by reason of the Board not exercising their right under sub-clause (b) of this Clause 20.3), such payments shall be apportioned by the Board to any of the participating companies. The Board shall give notice in writing to the nominated company of such apportionments;","18.2) The effect of termination of the arrangement under Clause 18.1. shall be to terminate the rights and obligations of the parties to the arrangement in relation to relevant accounting periods in respect of which the dates of the first instalments of Corporation Tax (treated as becoming due and payable under regulations 4, 4A, 4B, 4C, 5 and 5A (as applicable) of the Corporation Tax (Instalment Payments) Regulations 1998) fall after the date notice is given under Clause 18.1 or, in the case of any companies that are not large companies within the meaning of those Regulations, would fall after that date if the companies were large companies.",False,317,839,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,CTM97430 CTSA: Copy Of The Contract,"the Board shall also have the right, as often as is necessary to discharge outstanding liabilities under the arrangement, to re-apportion any given payment or payments made by the nominated company (and apportioned by the nominated company, or other participating company, under sub-clauses (b) and (c) of this Clause 20.3) to any of the participating companies. The Board shall give notice in writing of such re-apportionments to the nominated company. Neither the nominated company nor any other participating company shall have the power to amend such re-apportionments (or any apportionments made under sub-clause (c) of this Clause 20.3);",Top of page,False,632,633,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,CTM97430 CTSA: Copy Of The Contract,"the provisions of Clause 10.2. above shall apply to the Board’s power of re-apportionment under sub-clause (d) of this Clause 20.3., except that the relevant date shall not be the closing date but the date notice is given under Clause 19 above;",Termination of the arrangement by the Board in specified circumstances,False,174,248,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,CTM97430 CTSA: Copy Of The Contract,"Clauses 11, 12.1 and 12.2 above shall apply to such payments.","19) Without prejudice to the Board’s right of termination under Clause 18.1, the Board shall also have the right forthwith to terminate the arrangement by giving notice in writing to the nominated company under the following circumstances:",False,178,228,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,CTM97430 CTSA: Copy Of The Contract,20.4) The Board shall be obliged to consider any claims made to it under Clause 4.2. above if such claims were made prior to the date notice was given under Clause 19 above.,"if any of the participating companies either is in default of its obligation to pay Corporation Tax, or is in default of its obligation to file a company tax return in relation to an accounting period where such obligations arise whilst the arrangement is in being;",False,92,363,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,CTM97430 CTSA: Copy Of The Contract,Other provisions,if the nominated company is in breach of any of its obligations under the arrangement;,False,70,76,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,CTM97430 CTSA: Copy Of The Contract,21) All payments to be made by the nominated company under the arrangement shall be made by electronic funds transfer.,if the Board have reason to believe that any member of the […………] group of Companies (including the participating companies) may become liable to tax under CTA2010/S710r CTA2010/S713.,False,65,187,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,CTM97430 CTSA: Copy Of The Contract,22) By agreement between the participating companies and the Board another participating company may become the nominated company in place of [……………] company or any successor nominated company.,20.1) The provisions specified in Clauses 20.2. to 20.4. shall survive termination of the arrangement under Clause 19.,False,75,260,True
CTM97430,CTM97430 CTSA: Copy Of The Contract,CTM97430 CTSA: Copy Of The Contract,23) The arrangement shall be governed and construed in accordance with English Law.,"20.2) Subject to any provisions of the arrangement and of the Corporation Tax Acts and Regulations made under those Acts to the contrary, any acts done or deemed to be done under the arrangement shall be unaffected by its termination under Clause 19.",False,167,281,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Group payment team Banking Operations St Mungo’s Road Cumbernauld Glasgow G67 1YZ,Corporate Treasury,False,63,74,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Telephone: 01236 785499 [Current number 03000 583947] Fax: 01236 785353 [Current number 03000 583902],GPA Team,False,93,102,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Top of page,HMRC,False,7,11,False
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Interpretation,BX9 1GE,False,7,14,False
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Clause 1,Fax: 03000 583901,False,9,16,False
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,This clause defines the terms used in the group payment arrangement. The definitions themselves are not repeated in these notes - please refer to the group payment arrangement itself. Below is some additional material but note that it does not define the terms.,Top of page,False,250,253,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,‘Participating company’ Not all companies in a group have to be in an arrangement or in the same arrangement.,Interpretation,False,95,108,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,The set of participating companies can change over time as companies join and leave the group. Clause 17 requires you to provide us with a list of the participating companies in relation to each period of account where there is a change from the previous period of account.,Top of page,False,262,264,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,“Relevant accounting period” The arrangement document allows a company in a group to take part in a group payment arrangement if its accounting periods differ from the period of account under some circumstances.,Clause 1,False,203,206,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,"This flexibility allows newly formed and newly acquired companies to be included within a group payment arrangement. It will also allow a company to remain within an arrangement if it proves to have more than one tax accounting period within a 12-month account due to the operation CTA2009/S9 and S10. (This may happen, for example, where a company ceases to trade during the period covered by its accounts and becomes an investment company.)",This clause defines the terms used in the group payment arrangement. The definitions themselves are not repeated in these notes - please refer to the group payment arrangement itself. Below is some additional material but note that it does not define the terms.,False,181,664,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Top of page,‘Participating company’ Not all companies in a group have to be in an arrangement or in the same arrangement.,False,98,102,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Clause 3,The set of participating companies can change over time as companies join and leave the group. Clause 17 requires you to provide us with a list of the participating companies in relation to each period of account where there is a change from the previous period of account.,False,265,266,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Payment obligations of the nominated company in relation to a period of account,“Relevant accounting period” The arrangement document allows a company in a group to take part in a group payment arrangement if its accounting periods differ from the period of account under some circumstances.,False,132,229,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,"The nominated company undertakes to discharge the liabilities of the participating companies. They must be paid on the dates they become payable, or are treated by the Corporation Tax Instalment Regulations (1999) as becoming due and payable, by the participating companies, for the relevant accounting periods.","This flexibility allows newly formed and newly acquired companies to be included within a group payment arrangement. It will also allow a company to remain within an arrangement if it proves to have more than one tax accounting period within a 12-month account due to the operation CTA2009/S9 and S10. (This may happen, for example, where a company ceases to trade during the period covered by its accounts and becomes an investment company.)",False,131,707,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,It is up to the nominated company to calculate the correct amount of payments due and to make sure these are made on the correct dates. The amount to be discharged by the nominated company will not be affected by changes to the liabilities of the participating companies occurring after the closing date.,Top of page,False,293,295,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,So any increase in the liability of a participating company occurring after the closing date will be the responsibility of that company. This will include adjustments arising from an enquiry.,Clause 3,False,183,187,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Top of page,Payment obligations of the nominated company in relation to a period of account,False,68,71,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Clause 4,"The nominated company undertakes to discharge the liabilities of the participating companies. They must be paid on the dates they become payable, or are treated by the Corporation Tax Instalment Regulations (1999) as becoming due and payable, by the participating companies, for the relevant accounting periods.",False,303,308,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Claims for repayment of excess amounts by reason of change of circumstances,It is up to the nominated company to calculate the correct amount of payments due and to make sure these are made on the correct dates. The amount to be discharged by the nominated company will not be affected by changes to the liabilities of the participating companies occurring after the closing date.,False,229,361,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,The Nominated Company can claim a repayment. It can do this if it believes that:,So any increase in the liability of a participating company occurring after the closing date will be the responsibility of that company. This will include adjustments arising from an enquiry.,False,111,182,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,"there is a change in the circumstances of any of the participating companies, and",Top of page,False,70,73,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,"its liability under the arrangement is likely to be less than previously calculated, and",Clause 4,False,80,87,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,the amount(s) which it has paid exceed(s) the amount(s) that would have been due and payable under the arrangement at that point in time.,Claims for repayment of excess amounts by reason of change of circumstances,False,62,169,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,"This might be the case where, for example, it becomes aware that group relief is available or profits have been overestimated.",The Nominated Company can claim a repayment. It can do this if it believes that:,False,46,162,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,"The nominated company should write or preferably send a fax to the group payment team before the closing date and claim repayment. It has to explain the grounds for the claim and tell them which payment(s) (or part(s) thereof), it wants repaid.","there is a change in the circumstances of any of the participating companies, and",False,163,281,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,We may repay part or all of the amount claimed. The group payment team will tell you what payment(s) or part payment(s) are being repaid.,"its liability under the arrangement is likely to be less than previously calculated, and",False,49,148,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Please note that interest is not added at this point to any repayment. Interest is only calculated and payable to the nominated company after the closing date when total payments have been apportioned to individual participating companies.,the amount(s) which it has paid exceed(s) the amount(s) that would have been due and payable under the arrangement at that point in time.,False,102,223,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Top of page,"This might be the case where, for example, it becomes aware that group relief is available or profits have been overestimated.",False,115,117,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Clause 5,"The nominated company should write or preferably send a fax to the group payment team before the closing date and claim repayment. It has to explain the grounds for the claim and tell them which payment(s) (or part(s) thereof), it wants repaid.",False,236,241,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Limitations on the board’s right of recovery,We may repay part or all of the amount claimed. The group payment team will tell you what payment(s) or part payment(s) are being repaid.,False,93,135,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,"We can only recover outstanding liabilities from the individual participating companies, after the closing date. However, the nominated company also still retains its responsibilities under clause 3.",Please note that interest is not added at this point to any repayment. Interest is only calculated and payable to the nominated company after the closing date when total payments have been apportioned to individual participating companies.,False,40,388,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Clause 6,Clause 5,False,0,1,False
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Calculation of monies payable under the arrangement (or credit balances),Limitations on the board’s right of recovery,False,28,56,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,After the closing date the group payment team will send you a notice (as described in clause 6) showing:,"We can only recover outstanding liabilities from the individual participating companies, after the closing date. However, the nominated company also still retains its responsibilities under clause 3.",False,95,194,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,"the total amount paid,",Top of page,False,11,17,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,"the total liabilities of all the participating companies, either as recorded in their self assessments or by Revenue determinations, and",Clause 6,False,128,137,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,any credit or debit balance.,Calculation of monies payable under the arrangement (or credit balances),False,44,64,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,"If we have made a mistake in our calculation please draw it to the attention of the group payment team who will amend it to reflect the correct position. Otherwise our calculation will be final and conclusive, and binding on the nominated company.",After the closing date the group payment team will send you a notice (as described in clause 6) showing:,False,143,223,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Top of page,"the total amount paid,",False,11,16,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Clause 7,"the total liabilities of all the participating companies, either as recorded in their self assessments or by Revenue determinations, and",False,128,131,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,"You can ask us to repay any overpayment shown on the notice under clause 6, up to the earlier of:",any credit or debit balance.,False,69,97,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,"30 days from the date we gave notice, or","If we have made a mistake in our calculation please draw it to the attention of the group payment team who will amend it to reflect the correct position. Otherwise our calculation will be final and conclusive, and binding on the nominated company.",False,207,251,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,the date the nominated company tells us (clause 8.1) how it wants to apportion the amount paid between the participating companies.,Top of page,False,120,125,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,"If you want a repayment, write to the group payment team and specify which payment(s), or part payment(s), you want us to repay. Such repayments may be made either by the group payment team or by the office with responsibility for the case. Please note that interest is not added at this point to any repayment. For each period of account interest is only calculated and payable to the nominated company after the closing date and when total payments have been apportioned to individual participating companies.",Clause 7,False,503,507,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,If you do not ask for a repayment any overpayment forms part of the amount to be apportioned or reapportioned under clauses 8 to 12.,"You can ask us to repay any overpayment shown on the notice under clause 6, up to the earlier of:",False,35,89,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Top of page,"30 days from the date we gave notice, or",False,29,42,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Clause 8,the date the nominated company tells us (clause 8.1) how it wants to apportion the amount paid between the participating companies.,False,123,124,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Apportionment of payments,"If you want a repayment, write to the group payment team and specify which payment(s), or part payment(s), you want us to repay. Such repayments may be made either by the group payment team or by the office with responsibility for the case. Please note that interest is not added at this point to any repayment. For each period of account interest is only calculated and payable to the nominated company after the closing date and when total payments have been apportioned to individual participating companies.",False,486,521,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,"After receiving our notice under clause 6, the nominated company is entitled to tell us how payments that have not been already repaid or apportioned should be apportioned amongst the participating companies. (See clauses 9, 14 and 19 for some exceptional circumstances where we have the power to apportion payments.)",If you do not ask for a repayment any overpayment forms part of the amount to be apportioned or reapportioned under clauses 8 to 12.,False,185,296,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,"You should send a written notice of this apportionment to the group payment team. We suggest you use the form they supply. This helps them match your request with the details already shown on the computer record. You can do this at any time before we give notice under clause 9. In practice, we suggest you tell us your apportionment within 30 days from the date of our notice under clause 6, unless you want us to apportion under clause 9.",Top of page,False,429,431,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,"The payments to be apportioned are net of any repayments made under clause 4.2 or clause 7.1, and net of any other apportionment already made (for example to a departing company).",Clause 8,False,171,173,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Top of page,Apportionment of payments,False,14,17,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Clause 9,"After receiving our notice under clause 6, the nominated company is entitled to tell us how payments that have not been already repaid or apportioned should be apportioned amongst the participating companies. (See clauses 9, 14 and 19 for some exceptional circumstances where we have the power to apportion payments.)",False,309,316,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,To the extent that payments remain unapportioned under clause 8 the group payment team will write to you with our apportionment. The nominated company has the right to amend our apportionment if it does so within 30 days from the date we send our figures.,"You should send a written notice of this apportionment to the group payment team. We suggest you use the form they supply. This helps them match your request with the details already shown on the computer record. You can do this at any time before we give notice under clause 9. In practice, we suggest you tell us your apportionment within 30 days from the date of our notice under clause 6, unless you want us to apportion under clause 9.",False,185,561,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,The purpose of this clause is to ensure that matters move ahead after the closing date and that we can begin the process of finalising liabilities with individual companies.,"The payments to be apportioned are net of any repayments made under clause 4.2 or clause 7.1, and net of any other apportionment already made (for example to a departing company).",False,6,226,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Clause 10,Clause 9,False,1,2,False
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,"This clause allows us to reapportion payments among the participating companies if the liabilities of one or more of them remains outstanding after the nominated company’s apportionment under clause 8, or our apportionment under clause 9. The nominated company cannot amend such a reapportionment. The group payment team will write to you if you wish to make such a reapportionment.",To the extent that payments remain unapportioned under clause 8 the group payment team will write to you with our apportionment. The nominated company has the right to amend our apportionment if it does so within 30 days from the date we send our figures.,False,127,567,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Under clause 10.2 if we reapportion we:,The purpose of this clause is to ensure that matters move ahead after the closing date and that we can begin the process of finalising liabilities with individual companies.,False,134,152,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,"ignore any reduction in liabilities occurring after the closing date,",Top of page,False,58,64,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,"cannot apportion any payments made after the first apportionment: such payments are allocated against any increase in the liabilities of the companies by whom or on whose behalf the payment was made,",Clause 10,False,190,195,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,can only reapportion to the extent needed to cover liabilities.,"This clause allows us to reapportion payments among the participating companies if the liabilities of one or more of them remains outstanding after the nominated company’s apportionment under clause 8, or our apportionment under clause 9. The nominated company cannot amend such a reapportionment. The group payment team will write to you if you wish to make such a reapportionment.",False,319,405,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Top of page,Under clause 10.2 if we reapportion we:,False,28,34,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Clause 11,"ignore any reduction in liabilities occurring after the closing date,",False,60,67,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,"Payments made by the nominated company are deemed to have been made by the participating companies in the amounts finally apportioned to them, and on the dates they were made by the nominated company.","cannot apportion any payments made after the first apportionment: such payments are allocated against any increase in the liabilities of the companies by whom or on whose behalf the payment was made,",False,1,231,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,"Interest will be charged and/or paid accordingly. The word ‘finally’ is there to indicate that, in cases where we reapportion payments, it is our final apportionment that determines what a company is deemed to have paid.",can only reapportion to the extent needed to cover liabilities.,False,157,190,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,Clause 12,Clause 11,False,0,1,False
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,"If one or more of the participating companies does not deliver its company tax return within 18 months after the end of the accounting period (or, if the filing date is later than that, by the filing date), it may be liable to a tax-related penalty. For the purpose of possible liability to any tax-related penalty, and not for any other purpose, the group payment arrangement apportions payments in the following order. To any participating companies:","Payments made by the nominated company are deemed to have been made by the participating companies in the amounts finally apportioned to them, and on the dates they were made by the nominated company.",False,252,629,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,"which have not incurred a late-filing penalty,","Interest will be charged and/or paid accordingly. The word ‘finally’ is there to indicate that, in cases where we reapportion payments, it is our final apportionment that determines what a company is deemed to have paid.",False,174,239,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,"which have incurred a tax-related penalty at the lower rate of 10%,",Top of page,False,56,62,True
CTM97440,CTM97440 Copy Of The Guidance Notes,CTM97440 Copy Of The Guidance Notes,which have incurred a tax-related penalty at the higher rate of 20%.,Clause 12,False,59,65,True
