ChapterNumber,CharCountDiff,LevDistance,Link,ParaBreakdown,Title
CTM03600,0.0,3.0,View changes,[[]],CTM03600 Definition Of Augmented Profits
CTM03710,0.0,4.0,View changes,"[[['t4', 52, '1300.0%']]]",CTM03710 Associated Companies - Detailed Provisions - Introduction
CTM03730,0.0,3.0,View changes,"[[['t1', 21, '700.0%']]]",CTM03730 Control By The Same Person Or Persons
CTM03740,0.0,3.0,View changes,"[[['t3', 9, '300.0%']]]",CTM03740 Associated Companies - Attribution Of Rights And Powers Of Nominees
CTM03750,0.0,3.0,View changes,"[[['t7', 14, '466.67%']]]",CTM03750 Small Profits Rate: Attribution To A Person Of Rights And Powers Of Associates - Commercial Interdependence With Companies Controlled By Associates: Accounting Periods Ending On Or After 1 April 2011
CTM03755,0.0,3.0,View changes,"[[['t4', 14, '466.67%']]]",CTM03755 Attribution Of Rights And Powers Of Associates - Guidance Applying To Accounting Periods Ending Before 1 April 2011
CTM03760,0.0,3.0,View changes,[[]],CTM03760 ESC C9
CTM03770,54.0,57.0,View changes,[[]],CTM03770 Substantial Commercial Interdependence: Contents
CTM03790,51.0,58.0,View changes,[[]],CTM03790 Substantial Commercial Interdependence: Economic Interdependence
CTM03800,29.0,31.0,View changes,[[]],CTM03800 Accident Of Circumstance Is Not Substantial Commercial Interdependence
CTM03805,0.0,2.0,View changes,"[[['t7', 9, '450.0%']]]",CTM03805 Association Through A Loan Creditor
CTM03810,0.0,2.0,View changes,[[]],CTM03810 Association By Holding Fixed Rate Preference Shares
CTM03830,0.0,2.0,View changes,"[[['t6', 160, '8000.0%']]]",CTM03830 Small Companies: Association Through A Trustee
CTM04050,54.0,56.0,View changes,[[]],CTM04050 Reliefs Available
CTM04150,0.0,2.0,View changes,"[[['t1', 11, '550.0%']]]",CTM04150 Relief For Losses Carried Forward: Finality Of Figures
CTM04200,54.0,56.0,View changes,[[]],CTM04200 Relief For Losses Carried Forward: Companies Going Into Partnership
CTM04400,29.0,32.0,View changes,[[]],CTM04400 Restriction For Government Investment Written Off
CTM04505,0.0,4.0,View changes,"[[['t5', 27, '675.0%'], ['t10', 104, '2600.0%']]]",CTM04505 Introduction
CTM04507,54.0,57.0,View changes,[[]],CTM04507 Preceding Accounting Periods: Contents
CTM04550,64.0,132.0,View changes,[[]],CTM04550 Preceding Accounting Periods: Example Showing Losses Of An Earlier Period Used Before Losses Of A Later Period
CTM04580,54.0,57.0,View changes,"[[['t2', 10, '17.54%']]]",CTM04580 Claims
CTM04590,0.0,3.0,View changes,"[[['t2', 366, '12200.0%']]]",CTM04590 Late Claims
CTM06010,0.0,3.0,View changes,"[[['t13', 10, '333.33%']]]",CTM06010 Common Ownership
CTM06060,54.0,57.0,View changes,[[]],CTM06060 Transfers Of Trade
CTM06110,54.0,57.0,View changes,"[[['t10', 9, '15.79%']]]",CTM06110 Without Change In Ownership - Effects
CTM06210,54.0,57.0,View changes,"[[['t21', 32, '56.14%']]]",CTM06210 Avoidance
CTM06260,54.0,57.0,View changes,"[[['t7', 86, '150.88%']]]",CTM06260 Relevant Liabilities Restriction - Particular Aspects
CTM06270,0.0,4.0,View changes,[[]],CTM06270 Relevant Liabilities Restriction - Details
CTM06305,0.0,4.0,View changes,"[[['t3', 27, '675.0%'], ['t4', 13, '325.0%'], ['t6', 10, '250.0%'], ['t7', 10, '250.0%'], ['t8', 62, '1550.0%']]]",CTM06305 Loss-Buying: Introduction
CTM06310,0.0,3.0,View changes,"[[['t4', 10, '333.33%']]]",CTM06310 Loss-Buying: Identifying Cases
CTM06320,0.0,3.0,View changes,"[[['t2', 239, '7966.67%']]]",CTM06320 Loss-Buying: Advising Taxpayers
CTM06340,0.0,3.0,View changes,"[[['t9', 10, '333.33%'], ['t10', 11, '366.67%'], ['t13', 180, '6000.0%']]]",CTM06340 Loss-Buying: Change In Ownership
CTM06355,54.0,57.0,View changes,[[]],CTM06355 Loss-Buying: Change In Ultimate Parent
CTM06390,54.0,57.0,View changes,[[]],CTM06390 Loss-Buying: Trading Activities Becoming Small Or Negligible
CTM06420,54.0,58.0,View changes,[[]],CTM06420 Loss-Buying: Accounting Period In Which Change Of Ownership Occurs
CTM06505,0.0,3.0,View changes,"[[['t5', 94, '3133.33%'], ['t6', 78, '2600.0%']]]",CTM06505 Introduction And Signposts
CTM06540,54.0,57.0,View changes,[[]],CTM06540 ‘Reasonable To Infer’ Test
CTM06610,25.0,28.0,View changes,[[]],CTM06610 Companies – Introduction
CTM06620,54.0,57.0,View changes,[[]],CTM06620 Companies – Non-Trading Amounts Restricted
CTM06630,29.0,32.0,View changes,[[]],CTM06630 Companies – Apportionment Of Non-Trading Amounts
CTM07010,25.0,29.0,View changes,[[]],CTM07010 Transfer Of Deductions – Introduction
CTM07020,54.0,57.0,View changes,[[]],CTM07020 Transfer Of Deductions – Qualifying Changes
CTM07030,54.0,57.0,View changes,[[]],CTM07030 Transfer Of Deductions – Highly Likely Disallowed Deductions
CTM07040,54.0,57.0,View changes,[[]],CTM07040 Transfer Of Deductions – Motive Test
CTM07050,54.0,57.0,View changes,[[]],CTM07050 Transfer Of Deductions – Loss Shifting: Disallowance Of Deductible Amounts For Group Relief Or Sideways Loss Relief
CTM07060,29.0,32.0,View changes,[[]],CTM07060 Transfer Of Deductions - Profit Shifting: Transfer Of Profits Into Newly Acquired Company With Available Deductions
CTM08040,0.0,3.0,View changes,"[[['t7', 10, '333.33%']]]",CTM08040 Investment Company - With Investment Business
CTM08060,0.0,3.0,View changes,"[[['t7', 120, '4000.0%'], ['t8', 149, '4966.67%']]]",CTM08060 Company Status - Parent Or Holding Companies
CTM08150,0.0,3.0,View changes,"[[['t3', 9, '300.0%'], ['t4', 143, '4766.67%'], ['t6', 41, '1366.67%'], ['t7', 9, '300.0%']]]",CTM08150 General
CTM08160,0.0,3.0,View changes,"[[['t18', 95, '3166.67%'], ['t19', 204, '6800.0%']]]",CTM08160 General - Case Law
CTM08170,0.0,4.0,View changes,"[[['t9', 93, '2325.0%']]]",CTM08170 Wholly And Exclusively
CTM08190,0.0,2.0,View changes,"[[['t10', 342, '17100.0%']]]",CTM08190 Changing Investments - General Test
CTM08238,54.0,56.0,View changes,[[]],CTM08238 Targeted Anti-Avoidance Rule (TAAR) - Tax Advantage
CTM08240,54.0,56.0,View changes,"[[['t3', 10, '17.86%']]]",CTM08240 Capital V Revenue
CTM08250,0.0,2.0,View changes,"[[['t5', 9, '450.0%']]]",CTM08250 Capital Exclusion - Periods Starting On Or After 1 April 2004
CTM08330,0.0,4.0,View changes,"[[['t3', 101, '2525.0%']]]",CTM08330 Directors' Remuneration
CTM08340,0.0,3.0,View changes,"[[['t4', 10, '333.33%']]]",CTM08340 Pension Contributions: Contents
CTM08341,0.0,3.0,View changes,"[[['t3', 105, '3500.0%']]]",CTM08341 Introduction
CTM08342,0.0,3.0,View changes,"[[['t3', 94, '3133.33%']]]",CTM08342 Meaning Of Employer
CTM08343,0.0,4.0,View changes,[[]],CTM08343 Capital Expenditure
CTM08344,0.0,3.0,View changes,"[[['t3', 11, '366.67%'], ['t7', 9, '300.0%'], ['t8', 13, '433.33%'], ['t9', 9, '300.0%'], ['t10', 9, '300.0%'], ['t11', 9, '300.0%']]]",CTM08344 In Respect Of The Investment Business - General
CTM08345,0.0,3.0,View changes,"[[['t4', 65, '2166.67%']]]",CTM08345 Timing Of Relief
CTM08348,0.0,3.0,View changes,"[[['t2', 26, '866.67%'], ['t3', 208, '6933.33%'], ['t5', 226, '7533.33%']]]",CTM08348 Sale Of Subsidiary
CTM08349,0.0,4.0,View changes,"[[['t6', 197, '4925.0%']]]",CTM08349 Payment By Third Parties
CTM08350,0.0,3.0,View changes,"[[['t1', 82, '2733.33%'], ['t4', 9, '300.0%']]]",CTM08350 Pension Regulator
CTM08353,0.0,4.0,View changes,"[[['t6', 10, '250.0%'], ['t11', 789, '19725.0%']]]",CTM08353 Multi-Employer Group Schemes - Investment Business
CTM08580,0.0,3.0,View changes,"[[['t15', 9, '300.0%']]]",CTM08580 Method Of Relief And Computation
CTM08710,0.0,3.0,View changes,"[[['t4', 64, '2133.33%']]]",CTM08710 Introduction
CTM08720,0.0,3.0,View changes,"[[['t5', 10, '333.33%']]]",CTM08720 Conditions
CTM08770,0.0,4.0,View changes,"[[['t3', 10, '250.0%'], ['t4', 17, '425.0%']]]",CTM08770 During An Accounting Period (S678)
CTM08880,54.0,58.0,View changes,[[]],CTM08880 Chargeable Gain On Disposal Of Asset Acquired From Another Member Of The Group
CTM09510,54.0,57.0,View changes,[[]],CTM09510: Relief For Expenditure On Grassroots Sport: Background
CTM09515,54.0,57.0,View changes,[[]],CTM09515 Relief For Expenditure On Grassroots Sport: Eligibility For Deduction: Qualifying Expenditure
CTM09520,54.0,57.0,View changes,[[]],CTM09520 : Relief For Expenditure On Grassroots Sport: Eligibility For Deduction: Qualifying Sport Body
CTM09525,29.0,32.0,View changes,[[]],CTM09525 Relief For Expenditure On Grassroots Sport: Operation Of CTA10/PART6A
CTM15120,0.0,3.0,View changes,"[[['t8', 9, '300.0%'], ['t9', 10, '333.33%'], ['t10', 9, '300.0%'], ['t11', 10, '333.33%'], ['t12', 10, '333.33%'], ['t13', 10, '333.33%'], ['t17', 10, '333.33%'], ['t18', 10, '333.33%'], ['t20', 10, '333.33%'], ['t21', 10, '333.33%'], ['t23', 17, '566.67%'], ['t24', 18, '600.0%'], ['t26', 10, '333.33%'], ['t27', 10, '333.33%'], ['t28', 18, '600.0%'], ['t32', 10, '333.33%'], ['t36', 10, '333.33%']]]",CTM15120 Introduction
CTM15130,0.0,3.0,View changes,"[[['t6', 86, '2866.67%']]]",CTM15130 Explanation Of Terms
CTM15140,0.0,4.0,View changes,"[[['t4', 9, '225.0%'], ['t5', 10, '250.0%']]]",CTM15140 New Consideration
CTM15150,0.0,3.0,View changes,"[[['t2', 85, '2833.33%'], ['t15', 8, '266.67%'], ['t16', 92, '3066.67%'], ['t19', 22, '733.33%']]]",CTM15150 Tax Consequences
CTM15200,0.0,3.0,View changes,"[[['t5', 18, '600.0%'], ['t7', 361, '12033.33%'], ['t8', 96, '3200.0%']]]",CTM15200 Dividends And Tax Law
CTM15205,0.0,3.0,View changes,[[]],"CTM15205 Dividends, Distributions And Company Law"
CTM15250,0.0,3.0,View changes,"[[['t12', 9, '300.0%'], ['t14', 9, '300.0%']]]",CTM15250 Transfer Of Assets And Liabilities By/To Members
CTM15310,0.0,3.0,View changes,"[[['t1', 97, '3233.33%']]]",CTM15310 Transfers Between Companies Within The Charge To CT
CTM15350,0.0,2.0,View changes,"[[['t3', 10, '500.0%'], ['t27', 10, '500.0%']]]",CTM15350 Out Of Assets In Respect Of Shares
CTM15400,0.0,3.0,View changes,"[[['t5', 9, '300.0%'], ['t14', 9, '300.0%']]]",CTM15400 Repayment Of Share Capital - Bonus Issues
CTM15410,0.0,2.0,View changes,"[[['t4', 9, '450.0%']]]",CTM15410 Repayment Of Share Capital - Bonus Issues - Exceptions
CTM15420,0.0,2.0,View changes,"[[['t4', 13, '650.0%'], ['t8', 13, '650.0%'], ['t17', 10, '500.0%']]]",CTM15420 Repayment Of Share Capital - Bonus Issues - After Repayment
CTM15440,0.0,2.0,View changes,"[[['t5', 9, '450.0%']]]",CTM15440 Repayment Of Share Capital: Share Capital/Share Premium Reduction
CTM15450,0.0,2.0,View changes,"[[['t6', 10, '500.0%']]]",CTM15450 Bonus Issues Of Securities Or Redeemable Shares
CTM15500,0.0,2.0,View changes,"[[['t15', 9, '450.0%'], ['t18', 99, '4950.0%'], ['t20', 17, '850.0%']]]",CTM15500 Interest Or Other Value In Respect Of Securities - Introduction
CTM15501,0.0,2.0,View changes,"[[['t15', 70, '3500.0%']]]",CTM15501 Interest Or Other Value In Respect Of Securities - Principal Secured
CTM15502,54.0,56.0,View changes,"[[['t27', 9, '16.07%']]]",CTM15502 Interest Or Other Value In Respect Of Securities - Reasonable Commercial Return
CTM15525,0.0,2.0,View changes,"[[['t15', 9, '450.0%']]]",CTM15525 Ratchet Loans
CTM15540,54.0,58.0,View changes,"[[['t14', 9, '15.52%']]]",CTM15540 Unincorporated Associations
CTM15920,0.0,5.0,View changes,"[[['t2', 128, '2560.0%']]]",CTM15920 Distributions: Non-Qualifying Distributions: Form CT2
CTM15930,0.0,5.0,View changes,"[[['t3', 10, '200.0%']]]",CTM15930 Distributions: Non-Qualifying Distributions: Action On Receipt Of Return
CTM16050,0.0,5.0,View changes,"[[['t5', 53, '1060.0%'], ['t6', 73, '1460.0%']]]",CTM16050 Introduction
CTM16100,0.0,5.0,View changes,"[[['t3', 117, '2340.0%'], ['t8', 10, '200.0%'], ['t9', 10, '200.0%'], ['t11', 9, '180.0%']]]",CTM16100 Receipt By UK Resident Company
CTM16120,0.0,5.0,View changes,"[[['t2', 97, '1940.0%'], ['t3', 17, '340.0%'], ['t11', 131, '2620.0%']]]",CTM16120 Franked Investment Income - General
CTM16130,0.0,5.0,View changes,"[[['t8', 10, '200.0%'], ['t9', 256, '5120.0%']]]",CTM16130 Franked Investment Income Under The ACT System Abolished From 6 April 1999 - Use Of
CTM16200,0.0,5.0,View changes,"[[['t2', 120, '2400.0%'], ['t3', 45, '900.0%'], ['t8', 9, '180.0%'], ['t9', 10, '200.0%'], ['t10', 10, '200.0%']]]",CTM16200 Franked Investment Income Under The ACT System Abolished From 6 April 1999: Surplus - Claims Under ICTA88/S242
CTM16210,0.0,5.0,View changes,"[[['t13', 46, '920.0%']]]",CTM16210 Franked Investment Income Under The ACT System Abolished From 6 April 1999 - Surplus - Claims Under ICTA88/S242 - Computation
CTM16215,0.0,4.0,View changes,"[[['t13', 10, '250.0%']]]",CTM16215 Franked Investment Income Under The ACT System Abolished From 6 April 1999 - Surplus - Claims Under ICTA88/S242 - Change In Rate Of Tax Credit
CTM17005,0.0,5.0,View changes,"[[['t11', 47, '940.0%'], ['t43', 9, '180.0%']]]",CTM17005 Introduction
CTM17250,0.0,4.0,View changes,"[[['t17', 206, '5150.0%'], ['t18', 9, '225.0%']]]",CTM17250 Introduction
CTM17260,0.0,6.0,View changes,"[[['t2', 9, '150.0%'], ['t14', 86, '1433.33%']]]",CTM17260 Clearance Procedure And Returns
CTM17270,0.0,4.0,View changes,"[[['t15', 67, '1675.0%']]]",CTM17270 Action Required In Offices
CTM17310,54.0,58.0,View changes,[[]],CTM17310 Liquidation Reconstruction
CTM17505,0.0,5.0,View changes,[[]],CTM17505 Introduction
CTM17507,0.0,4.0,View changes,"[[['t4', 10, '250.0%']]]",CTM17507 Quoted And Unquoted Companies
CTM17510,0.0,6.0,View changes,"[[['t10', 52, '866.67%'], ['t19', 22, '366.67%'], ['t28', 9, '150.0%']]]",CTM17510 Application Of The Distributions Legislation
CTM17530,54.0,58.0,View changes,[[]],CTM17530 Previous Bonus Issue
CTM17550,54.0,59.0,View changes,[[]],CTM17550 Repeat Bonus Issues
CTM17560,0.0,4.0,View changes,"[[['t12', 10, '250.0%'], ['t15', 10, '250.0%']]]",CTM17560 Quoted Shares
CTM17570,0.0,6.0,View changes,"[[['t16', 57, '950.0%'], ['t18', 77, '1283.33%']]]",CTM17570 Special Treatment For Unquoted Companies
CTM17630,0.0,6.0,View changes,"[[['t2', 10, '166.67%'], ['t7', 10, '166.67%'], ['t10', 10, '166.67%']]]",CTM17630 From A Dealer
CTM18200,949.0,967.0,View changes,"[[['t7', 23, '2.38%'], ['t8', 106, '10.96%'], ['t9', 63, '6.51%']]]",CTM18200 Set-Off Of ACT: Accounting Periods Ending On Or Before 5 April 1999
CTM18230,54.0,58.0,View changes,[[]],CTM18230 Unrelieved Surplus ACT
CTM18370,54.0,59.0,View changes,[[]],CTM18370 Definition Of A Group: Arrangements
CTM18420,54.0,60.0,View changes,[[]],CTM18420 Accounting Periods To Which The Regulations Apply: Company Not A Member Of A Group: No Immediate Opt Out
CTM18480,54.0,60.0,View changes,[[]],CTM18480 Accounting Periods To Which The Regulations Apply: Group Members: Immediate Opt Out
CTM18650,54.0,59.0,View changes,[[]],CTM18650 Utilisation Of: Overview
CTM18710,54.0,58.0,View changes,[[]],CTM18710 Utilisation Of: Companies Leaving And Joining A Group
CTM18730,54.0,56.0,View changes,[[]],CTM18730 Unrelieved Surplus: Restriction On Set- Off Of Arising As The Result Of A Surrender
CTM18750,0.0,2.0,View changes,"[[['t5', 128, '6400.0%']]]",CTM18750 Unrelieved Surplus: ACT Buying
CTM18760,54.0,56.0,View changes,[[]],CTM18760 Unrelieved Surplus: Change Of Ownership Of Company
CTM18770,0.0,2.0,View changes,"[[['t7', 10, '500.0%']]]",CTM18770 Unrelieved Surplus: Asset Transferred After Change In Ownership Of Company
CTM18810,54.0,56.0,View changes,[[]],CTM18810 Unrelieved Surplus: Displacement Of
CTM20055,0.0,2.0,View changes,"[[['t1', 61, '3050.0%'], ['t3', 107, '5350.0%'], ['t5', 17, '850.0%'], ['t7', 22, '1100.0%'], ['t8', 9, '450.0%'], ['t9', 17, '850.0%']]]",CTM20055 Distributions
CTM20060,0.0,2.0,View changes,"[[['t4', 10, '500.0%']]]",CTM20060 Franked Payments
CTM20065,54.0,56.0,View changes,"[[['t1', 10, '17.86%'], ['t2', 17, '30.36%']]]",CTM20065 Rate Of ACT
CTM20070,0.0,2.0,View changes,"[[['t10', 9, '450.0%'], ['t11', 9, '450.0%']]]",CTM20070 Qualifying And Non-Qualifying Distributions
CTM20090,0.0,2.0,View changes,"[[['t20', 28, '1400.0%']]]",CTM20090 Ultra Vires Dividends
CTM20105,9188.0,9222.0,View changes,"[[['t6', 44, '0.48%'], ['t10', 117, '1.27%'], ['t11', 92, '1.0%'], ['t12', 208, '2.26%'], ['t13', 231, '2.5%'], ['t14', 181, '1.96%'], ['t15', 246, '2.67%'], ['t16', 86, '0.93%'], ['t17', 40, '0.43%'], ['t18', 47, '0.51%'], ['t19', 83, '0.9%'], ['t20', 376, '4.08%'], ['t21', 211, '2.29%'], ['t22', 188, '2.04%'], ['t23', 321, '3.48%'], ['t24', 90, '0.98%'], ['t25', 77, '0.83%']]]",CTM20105 ACT: Set-Off Against CT On Profits: Introduction
CTM20120,4898.0,4902.0,View changes,"[[['t6', 271, '5.53%'], ['t7', 217, '4.43%'], ['t8', 549, '11.2%'], ['t9', 253, '5.16%'], ['t10', 1023, '20.87%'], ['t11', 259, '5.28%'], ['t12', 124, '2.53%'], ['t13', 51, '1.04%'], ['t14', 129, '2.63%']]]",CTM20120 ACT: Set-Off Against CT On Profits: Amount Available
CTM20150,1410.0,1414.0,View changes,"[[['t7', 27, '1.91%'], ['t8', 135, '9.55%'], ['t9', 91, '6.44%'], ['t10', 198, '14.0%'], ['t11', 22, '1.56%']]]",CTM20150 ACT: Set-Off Against CT On Profits: Maximum
CTM20160,472.0,475.0,View changes,"[[['t2', 81, '17.05%'], ['t3', 248, '52.21%'], ['t4', 88, '18.53%']]]",CTM20160 ACT: Set-Off Against CT On Profits: Surplus ACT
CTM20170,0.0,4.0,View changes,"[[['t5', 456, '11400.0%'], ['t6', 10, '250.0%']]]",CTM20170 ACT: Set-Off Against CT On Profits: Surplus ACT Carry Back
CTM20190,0.0,3.0,View changes,"[[['t9', 232, '7733.33%']]]",CTM20190 ACT: Set-Off Against CT On Profits: Form Of Claim
CTM20210,619.0,625.0,View changes,"[[['t2', 22, '3.52%'], ['t3', 379, '60.64%'], ['t4', 250, '40.0%']]]",CTM20210 ACT: Set-Off Against CT On Profits: Repayment From Carry-Back Of Surplus
CTM20220,0.0,3.0,View changes,"[[['t6', 10, '333.33%'], ['t17', 10, '333.33%']]]",CTM20220 ACT: Set-Off Against CT On Profits: Interest Advantage Pre Pay And File
CTM20240,0.0,3.0,View changes,"[[['t1', 10, '333.33%']]]",CTM20240 ACT: Set-Off Against CT On Profits: Time Limit
CTM20300,0.0,4.0,View changes,"[[['t7', 9, '225.0%']]]",CTM20300 ACT: Set-Off Against CT On Profits: Capacity Buying: Introduction
CTM20310,0.0,3.0,View changes,"[[['t11', 9, '300.0%']]]",CTM20310 ACT: Set-Off Against CT On Profits: Capacity Buying: Conditions
CTM20330,31242.0,32566.0,View changes,"[[['t4', 27, '0.08%'], ['t5', 267, '0.82%'], ['t6', 370, '1.14%'], ['t7', 157, '0.48%'], ['t8', 550, '1.69%'], ['t9', 278, '0.85%'], ['t10', 253, '0.78%'], ['t11', 156, '0.48%'], ['t12', 336, '1.03%'], ['t13', 267, '0.82%'], ['t14', 370, '1.14%'], ['t15', 157, '0.48%'], ['t16', 414, '1.27%'], ['t20', 71, '0.22%'], ['t24', 80, '0.25%'], ['t28', 27, '0.08%'], ['t29', 267, '0.82%'], ['t30', 370, '1.14%'], ['t31', 157, '0.48%'], ['t32', 622, '1.91%'], ['t33', 462, '1.42%'], ['t34', 425, '1.31%'], ['t35', 594, '1.82%'], ['t36', 275, '0.84%'], ['t37', 250, '0.77%'], ['t38', 534, '1.64%'], ['t40', 117, '0.36%'], ['t42', 120, '0.37%'], ['t43', 267, '0.82%'], ['t44', 536, '1.65%'], ['t45', 320, '0.98%'], ['t46', 266, '0.82%'], ['t47', 156, '0.48%'], ['t48', 616, '1.89%'], ['t49', 320, '0.98%'], ['t50', 689, '2.12%'], ['t51', 755, '2.32%'], ['t52', 333, '1.02%'], ['t53', 335, '1.03%'], ['t54', 263, '0.81%'], ['t55', 310, '0.95%'], ['t56', 257, '0.79%'], ['t57', 406, '1.25%'], ['t58', 366, '1.12%'], ['t59', 506, '1.55%'], ['t60', 144, '0.44%'], ['t61', 508, '1.56%'], ['t62', 425, '1.31%'], ['t63', 142, '0.44%'], ['t64', 280, '0.86%'], ['t65', 183, '0.56%'], ['t66', 366, '1.12%'], ['t67', 506, '1.55%'], ['t68', 144, '0.44%'], ['t69', 439, '1.35%'], ['t70', 377, '1.16%'], ['t71', 480, '1.47%'], ['t72', 387, '1.19%'], ['t73', 939, '2.88%'], ['t74', 455, '1.4%'], ['t75', 267, '0.82%'], ['t76', 420, '1.29%'], ['t77', 449, '1.38%'], ['t78', 59, '0.18%'], ['t79', 277, '0.85%']]]",CTM20330 ACT: Set-Off Against CT On Profits: Capacity Buying: Effect Of Applying Rules
CTM20510,0.0,4.0,View changes,"[[['t5', 9, '225.0%']]]",CTM20510 Summary Of Main Changes
CTM20515,54.0,57.0,View changes,[[]],CTM20515 Reason For The Changes
CTM20520,0.0,3.0,View changes,"[[['t8', 10, '333.33%']]]",CTM20520 Effects Of Main Changes
CTM20525,0.0,3.0,View changes,"[[['t5', 10, '333.33%']]]",CTM20525 Rate At Which ACT Is Payable
CTM20540,54.0,57.0,View changes,[[]],CTM20540 Franked Investment Income: As Upper Limit
CTM20560,0.0,4.0,View changes,"[[['t3', 10, '250.0%']]]",CTM20560 Loan Released Or Written Off
CTM20565,0.0,3.0,View changes,"[[['t7', 9, '300.0%']]]",CTM20565 Non-Qualifying Distributions Etc
CTM20570,297.0,302.0,View changes,"[[['t1', 22, '7.28%'], ['t2', 318, '105.3%']]]",CTM20570 FID
CTM21010,54.0,57.0,View changes,[[]],CTM21010 Overview
CTM21100,0.0,3.0,View changes,"[[['t1', 171, '5700.0%'], ['t2', 10, '333.33%'], ['t4', 10, '333.33%']]]",CTM21100 Election: Effect Of
CTM21110,0.0,3.0,View changes,"[[['t3', 47, '1566.67%']]]",CTM21110 Election: Conditions
CTM21200,54.0,57.0,View changes,[[]],CTM21200 Election: Dividend Vouchers
CTM21220,0.0,3.0,View changes,"[[['t4', 307, '10233.33%']]]",CTM21220 Excess FID
CTM21230,54.0,57.0,View changes,[[]],CTM21230 Authorised Unit Trusts
CTM21240,0.0,3.0,View changes,"[[['t2', 113, '3766.67%']]]",CTM21240 Repayment Interest
CTM21250,276.0,280.0,View changes,"[[['t1', 20, '7.14%'], ['t2', 459, '163.93%'], ['t3', 486, '173.57%'], ['t4', 407, '145.36%'], ['t5', 313, '111.79%'], ['t6', 293, '104.64%']]]",CTM21250 Accounting Procedures
CTM21270,3314.0,3317.0,View changes,"[[['t3', 18, '0.54%'], ['t4', 218, '6.57%'], ['t5', 375, '11.31%'], ['t6', 221, '6.66%'], ['t7', 259, '7.81%'], ['t8', 342, '10.31%'], ['t9', 157, '4.73%'], ['t10', 147, '4.43%'], ['t11', 193, '5.82%'], ['t12', 255, '7.69%'], ['t13', 191, '5.76%'], ['t14', 197, '5.94%'], ['t15', 336, '10.13%'], ['t16', 179, '5.4%'], ['t17', 186, '5.61%'], ['t18', 74, '2.23%'], ['t19', 176, '5.31%'], ['t20', 119, '3.59%']]]",CTM21270 How Legislation Operated In Practice: Summary
CTM21280,0.0,3.0,View changes,"[[['t9', 10, '333.33%'], ['t11', 110, '3666.67%'], ['t12', 10, '333.33%'], ['t13', 109, '3633.33%'], ['t28', 10, '333.33%'], ['t30', 10, '333.33%'], ['t32', 10, '333.33%'], ['t33', 109, '3633.33%'], ['t52', 196, '6533.33%'], ['t55', 217, '7233.33%'], ['t57', 108, '3600.0%'], ['t63', 10, '333.33%'], ['t79', 9, '300.0%'], ['t85', 10, '333.33%'], ['t86', 10, '333.33%'], ['t103', 10, '333.33%']]]",CTM21280 How Legislation Operated In Practice: Examples
CTM21310,54.0,57.0,View changes,"[[['t2', 10, '17.54%']]]",CTM21310 Matching FID With Distributable Foreign Profit (DFP): Outline
CTM21330,0.0,3.0,View changes,"[[['t1', 134, '4466.67%'], ['t22', 10, '333.33%']]]",CTM21330 Matching FID With Distributable Foreign Profit (DFP): Of A Subsidiary
CTM21400,54.0,57.0,View changes,[[]],CTM21400 ACT: FID: Repayment Or Set Off Of ACT: Contents
CTM21405,304.0,311.0,View changes,"[[['t2', 306, '98.39%'], ['t3', 113, '36.33%'], ['t4', 406, '130.55%'], ['t5', 115, '36.98%'], ['t6', 115, '36.98%'], ['t7', 48, '15.43%'], ['t8', 70, '22.51%']]]",CTM21405 Outline
CTM21420,54.0,57.0,View changes,"[[['t7', 43, '75.44%'], ['t11', 10, '17.54%']]]",CTM21420 Notional Foreign Source
CTM21480,0.0,3.0,View changes,"[[['t1', 96, '3200.0%']]]",CTM21480 Revision Of Profits
CTM21510,54.0,57.0,View changes,"[[['t23', 10, '17.54%'], ['t28', 332, '582.46%'], ['t34', 38, '66.67%']]]",CTM21510 Conditions
CTM21540,0.0,3.0,View changes,"[[['t3', 47, '1566.67%']]]",CTM21540 Company Found Not To Be An IHC
CTM21550,54.0,57.0,View changes,[[]],CTM21550 Further Reckoning Comparison
CTM22010,3223.0,3226.0,View changes,"[[['t2', 18, '0.56%'], ['t3', 437, '13.55%'], ['t4', 204, '6.32%'], ['t5', 53, '1.64%'], ['t6', 40, '1.24%'], ['t7', 15, '0.46%'], ['t8', 322, '9.98%'], ['t9', 100, '3.1%'], ['t10', 128, '3.97%'], ['t11', 325, '10.07%'], ['t12', 367, '11.38%'], ['t13', 200, '6.2%'], ['t14', 190, '5.89%'], ['t15', 207, '6.42%'], ['t16', 143, '4.43%'], ['t17', 83, '2.57%'], ['t18', 52, '1.61%'], ['t19', 30, '0.93%'], ['t20', 120, '3.72%'], ['t21', 73, '2.26%'], ['t22', 191, '5.92%'], ['t23', 422, '13.08%'], ['t24', 273, '8.46%'], ['t25', 35, '1.08%'], ['t26', 207, '6.42%'], ['t27', 30, '0.93%'], ['t28', 302, '9.36%'], ['t29', 25, '0.77%'], ['t30', 88, '2.73%']]]",CTM22010 Introduction
CTM22050,2694.0,2720.0,View changes,"[[['t15', 47, '1.73%'], ['t16', 189, '6.95%'], ['t17', 355, '13.05%'], ['t18', 120, '4.41%'], ['t19', 91, '3.35%'], ['t20', 72, '2.65%']]]",CTM22050 Return Periods
