ChapterNumber,CharCountDiff,LevDistance,Link,Title,paraChangeCount,paraCount,textLevTotal
CTM20515,54.0,57.0,View changes,Reason For The Changes,0.0,4.0,0.0
CTM20520,0.0,3.0,View changes,Effects Of Main Changes,1.0,12.0,1.0
CTM20525,0.0,3.0,View changes,Rate At Which ACT Is Payable,1.0,9.0,1.0
CTM20540,54.0,57.0,View changes,Franked Investment Income: As Upper Limit,0.0,4.0,0.0
CTM20560,0.0,4.0,View changes,Loan Released Or Written Off,1.0,7.0,1.0
CTM20565,0.0,3.0,View changes,Non-Qualifying Distributions Etc,1.0,11.0,1.0
CTM20570,297.0,302.0,View changes,FID,3.0,4.0,354.0
CTM21010,54.0,57.0,View changes,Overview,0.0,18.0,0.0
CTM21100,0.0,3.0,View changes,Election: Effect Of,3.0,9.0,3.0
CTM21110,0.0,3.0,View changes,Election: Conditions,1.0,14.0,1.0
CTM21200,54.0,57.0,View changes,Election: Dividend Vouchers,0.0,7.0,0.0
CTM21220,0.0,3.0,View changes,Excess FID,1.0,8.0,1.0
CTM21230,54.0,57.0,View changes,Authorised Unit Trusts,0.0,3.0,0.0
CTM21240,0.0,3.0,View changes,Repayment Interest,1.0,6.0,2.0
CTM21250,276.0,280.0,View changes,Accounting Procedures,6.0,7.0,1979.0
CTM21270,3314.0,3317.0,View changes,How Legislation Operated In Practice: Summary,18.0,21.0,3975.0
CTM21280,0.0,3.0,View changes,How Legislation Operated In Practice: Examples,1.0,114.0,1.0
CTM21310,54.0,57.0,View changes,Matching FID With Distributable Foreign Profit (DFP): Outline,1.0,4.0,1.0
CTM21330,0.0,3.0,View changes,Matching FID With Distributable Foreign Profit (DFP): Of A Subsidiary,2.0,29.0,2.0
CTM21400,54.0,57.0,View changes,ACT: FID: Repayment Or Set Off Of ACT: Contents,0.0,12.0,0.0
CTM21405,304.0,311.0,View changes,Outline,7.0,9.0,1403.0
CTM21420,54.0,57.0,View changes,Notional Foreign Source,1.0,16.0,1.0
CTM21480,0.0,3.0,View changes,Revision Of Profits,0.0,11.0,0.0
CTM21510,54.0,57.0,View changes,Conditions,2.0,44.0,2.0
CTM21540,0.0,3.0,View changes,Company Found Not To Be An IHC,1.0,7.0,1.0
CTM21550,54.0,57.0,View changes,Further Reckoning Comparison,0.0,18.0,0.0
CTM22010,3223.0,3226.0,View changes,Introduction,29.0,31.0,5480.0
CTM22050,2694.0,2720.0,View changes,Return Periods,6.0,21.0,858.0
CTM22060,1830.0,4587.0,View changes,Of Returns,21.0,39.0,2712.0
CTM22070,0.0,2.0,View changes,Date Payable,1.0,10.0,2.0
CTM22085,0.0,2.0,View changes,FID Received In Later Return Period,3.0,49.0,3.0
CTM22150,0.0,2.0,View changes,Items Included In Error,0.0,14.0,0.0
CTM22250,0.0,3.0,View changes,Changes In Rate Of ACT,3.0,8.0,3.0
CTM34110,0.0,3.0,View changes,Migration: Before 15 March 1988,0.0,5.0,0.0
CTM34120,0.0,3.0,View changes,Migration: From 15 March 1988,1.0,6.0,1.0
CTM34130,0.0,3.0,View changes,Liabilities Arising: Introduction,0.0,19.0,0.0
CTM34132,0.0,3.0,View changes,Liabilities Arising: Deferral Of Exit Charges: Eligible Companies And Conditions,2.0,18.0,2.0
CTM34133,54.0,57.0,View changes,Liabilities Arising: Deferral Of Exit Charges: Exit Charge Payment Plan: General,1.0,15.0,2.0
CTM34135,0.0,3.0,View changes,Liabilities Arising: Deferral Of Exit Charges: Exit Charge Payment Plan: Realisation Method: Outline,0.0,14.0,0.0
CTM34136,54.0,57.0,View changes,Liabilities Arising: Deferral Of Exit Charges: Exit Charge Payment Plan: Realisation Method: Tax Deferral And Annual Reports,0.0,15.0,0.0
CTM34138,54.0,57.0,View changes,Liabilities Arising: Deferral Of Exit Charges: Exit Charge Payment Plan: Action In HMRC Offices: Other Issues,0.0,5.0,0.0
CTM34195,29.0,32.0,View changes,Migration: Guidance Notes For Migrating Companies,0.0,31.0,0.0
CTM34230,54.0,57.0,View changes,Residence: Non-Resident Companies: Differences In Treatment Compared With Resident Companies,1.0,16.0,1.0
CTM34240,0.0,4.0,View changes,Residence: Non-Resident Companies: ‘Charges Paid’ - Relief For Annual Payments And Patent Royalties,1.0,7.0,1.0
CTM34250,0.0,3.0,View changes,Residence: Non-Resident Companies: ‘Charges Received’: Income From Which Income Tax Has Been Deducted,0.0,6.0,0.0
CTM34270,0.0,3.0,View changes,Residence: Non-Resident Companies: Distributions Received,1.0,5.0,2.0
CTM34500,29.0,32.0,View changes,Residence: Dual Resident Companies: Contents,0.0,18.0,0.0
CTM34505,0.0,3.0,View changes,Introduction,1.0,15.0,1.0
CTM34720,54.0,57.0,View changes,Anti-Forestalling Provisions,0.0,4.0,0.0
CTM35100,54.0,57.0,View changes,Collection Of Tax On Annual Payments: Contents,0.0,16.0,0.0
CTM35110,0.0,3.0,View changes,Return Periods,1.0,12.0,1.0
CTM35120,0.0,3.0,View changes,Date Tax Payable,1.0,5.0,1.0
CTM35125,0.0,3.0,View changes,Set Off Of Tax Suffered By Deduction,0.0,8.0,0.0
CTM35130,54.0,58.0,View changes,Amended Return Where Company Becomes Aware Of An Error,0.0,8.0,0.0
CTM35205,0.0,4.0,View changes,Introduction,1.0,5.0,2.0
CTM35210,0.0,3.0,View changes,Payments Made Before 1 April 2001,1.0,12.0,1.0
CTM35218,54.0,57.0,View changes,Eurobonds And Deduction Of Tax,0.0,7.0,0.0
CTM35220,0.0,4.0,View changes,Income Received Net,1.0,14.0,1.0
CTM36105,0.0,2.0,View changes,Introduction,0.0,13.0,0.0
CTM36125,54.0,56.0,View changes,Beneficial Ownership Of Shares,0.0,9.0,0.0
CTM36130,0.0,2.0,View changes,Distributions,0.0,11.0,0.0
CTM36135,0.0,2.0,View changes,Responsibility Of Officer,1.0,5.0,1.0
CTM36145,0.0,2.0,View changes,Review Office,1.0,20.0,1.0
CTM36150,54.0,56.0,View changes,"Investment Of Surplus Funds By The Department For Business, Innovation And Skills",0.0,3.0,0.0
CTM36205,0.0,4.0,View changes,Distributions In Anticipation Of Dissolution: Introduction,1.0,11.0,2.0
CTM36210,0.0,3.0,View changes,Loans To Participators,2.0,9.0,4.0
CTM36220,0.0,3.0,View changes,Distributions Treated As Being Made On Formal Winding Up,2.0,19.0,2.0
CTM36230,0.0,3.0,View changes,ESCC16: Already Dissolved,2.0,18.0,2.0
CTM36320,1.0,4.0,View changes,Condition C: Introduction,0.0,12.0,0.0
CTM36505,6287.0,6352.0,View changes,Introduction,11.0,17.0,1421.0
CTM36510,0.0,3.0,View changes,Computation Of Profits And Losses,1.0,18.0,1.0
CTM36540,0.0,3.0,View changes,Companies In Partnership : Interest Paid Etc,0.0,12.0,0.0
CTM36560,0.0,3.0,View changes,Investment Partnerships,1.0,8.0,1.0
CTM36570,0.0,3.0,View changes,Investment Partnerships: Procedures For,1.0,9.0,1.0
CTM36590,0.0,4.0,View changes,Transfer Of Relief Between Companies And Partnerships,1.0,6.0,3.0
CTM36610,0.0,3.0,View changes,Repeal Of Rent Factoring Legislation From 6 June 2006,0.0,8.0,0.0
CTM36805,0.0,3.0,View changes,Introduction,0.0,16.0,0.0
CTM36810,0.0,3.0,View changes,Definitions: Securities And Transaction In Securities,0.0,13.0,0.0
CTM36820,0.0,3.0,View changes,'Circumstances’ And Relevant Consideration,0.0,11.0,0.0
CTM36835,54.0,58.0,View changes,Corporation Tax Advantage,0.0,22.0,0.0
CTM40055,0.0,3.0,View changes,Charities: General,1.0,6.0,1.0
CTM40105,0.0,3.0,View changes,Clubs: Introduction,2.0,6.0,2.0
CTM40110,439.0,446.0,View changes,Clubs: Incorporated Under The Co-Operative And Community Benefit Societies Act 2014 (Formerly The Industrial & Provident Societies Acts),4.0,7.0,535.0
CTM40120,0.0,3.0,View changes,Clubs: Incorporated As Companies: Dividends Not Paid,1.0,11.0,1.0
CTM40135,54.0,57.0,View changes,Clubs: Machine Commissions,0.0,4.0,0.0
CTM40155,0.0,4.0,View changes,Credit Unions : Introduction,0.0,31.0,0.0
CTM40160,0.0,3.0,View changes,Taxation Of Union,0.0,14.0,0.0
CTM40310,0.0,3.0,View changes,Meaning Of Friendly Society,1.0,30.0,1.0
CTM40320,0.0,3.0,View changes,Business Categories,0.0,64.0,0.0
CTM40325,0.0,4.0,View changes,Exemption For Basic Life Assurance And General Annuityor Endowment Business (BLAGAB),2.0,16.0,2.0
CTM40340,0.0,3.0,View changes,Repayment Claims,2.0,14.0,2.0
CTM40355,0.0,3.0,View changes,Introduction,0.0,9.0,0.0
CTM40360,0.0,2.0,View changes,IT Deducted From Payments Received,1.0,8.0,1.0
CTM40405,0.0,2.0,View changes,Introduction,0.0,12.0,0.0
CTM40410,540.0,543.0,View changes,Summary Of Tax Treatment,12.0,14.0,1960.0
CTM40420,54.0,56.0,View changes,Co-Operatives - Nature Of Relief And Claim,1.0,9.0,1.0
CTM40425,0.0,2.0,View changes,Co- Operatives: Approval,0.0,6.0,0.0
CTM40435,0.0,2.0,View changes,Co-Operatives - Unlet Properties,1.0,6.0,1.0
CTM40465,0.0,2.0,View changes,Management Co-Operatives,1.0,8.0,1.0
CTM40505,0.0,3.0,View changes,General,0.0,37.0,0.0
CTM40507,77.0,81.0,View changes,Background And Types Of Society,1.0,27.0,77.0
CTM40510,11360.0,15083.0,View changes,Claims For Exemption,51.0,67.0,18385.0
CTM40515,0.0,3.0,View changes,Carrying On Trade - Dividends Etc,0.0,14.0,0.0
CTM40520,0.0,3.0,View changes,Share And Loan Interest Paid: The Society,1.0,9.0,1.0
CTM40555,54.0,57.0,View changes,Financial Compensation,0.0,3.0,0.0
CTM40580,0.0,4.0,View changes,Agricultural And Fishing Co-Operatives Treated As Registered Societies,0.0,14.0,0.0
CTM40700,0.0,3.0,View changes,Investment Trusts,1.0,6.0,1.0
CTM40805,0.0,3.0,View changes,Loan And General,1.0,10.0,1.0
CTM40855,0.0,3.0,View changes,Introduction,3.0,14.0,3.0
CTM40860,0.0,3.0,View changes,Definition,1.0,9.0,1.0
CTM40880,54.0,57.0,View changes,Income Tax Deducted From Payments Received,0.0,12.0,0.0
CTM41050,0.0,3.0,View changes,Retirement Benefits Schemes,0.0,8.0,0.0
CTM41110,0.0,3.0,View changes,Sports Testimonial Or Benefit Committees,1.0,23.0,1.0
CTM41150,54.0,58.0,View changes,Local Enterprise Organisations And Urban Regeneration Companies,0.0,13.0,0.0
CTM41205,0.0,3.0,View changes,Within The Charge To Corporation Tax,1.0,4.0,1.0
CTM41210,0.0,3.0,View changes,Special Arrangement,1.0,14.0,1.0
CTM41255,0.0,3.0,View changes,Introduction,2.0,8.0,2.0
CTM41260,0.0,3.0,View changes,Provident Benefits - Extent Of Relief,1.0,20.0,1.0
CTM41265,0.0,3.0,View changes,Provident Benefits - Nature Of Payment,1.0,19.0,1.0
CTM41275,0.0,3.0,View changes,Provident Benefits - Method Of Allowing Relief,1.0,7.0,1.0
CTM41325,54.0,57.0,View changes,Part Of A Wider Undertaking?,0.0,5.0,0.0
CTM41335,0.0,4.0,View changes,Cessation,1.0,11.0,1.0
CTM47105,0.0,4.0,View changes,General: What Are They?,1.0,6.0,1.0
CTM47110,0.0,3.0,View changes,General: Approved And Unapproved,2.0,7.0,3.0
CTM47150,54.0,57.0,View changes,Approval Procedures: Contents,0.0,4.0,0.0
CTM47160,0.0,3.0,View changes,Provisional Approval,0.0,8.0,0.0
CTM47205,0.0,2.0,View changes,Residence And Close Control,0.0,7.0,0.0
CTM47210,0.0,2.0,View changes,Income,2.0,19.0,2.0
CTM47220,0.0,2.0,View changes,Official UK Listing,1.0,8.0,2.0
CTM47420,29.0,31.0,View changes,Transfer Groups,0.0,12.0,0.0
CTM47505,0.0,4.0,View changes,Introduction,3.0,11.0,3.0
CTM47510,0.0,3.0,View changes,When Dividends Can Be Designated As Interest Distributions,2.0,27.0,2.0
CTM47515,0.0,3.0,View changes,Prospective Investment Trust - The Intention And Reasonable Belief Test,1.0,19.0,1.0
CTM47535,0.0,3.0,View changes,Taxation Of Companies Making Interest Distributions,2.0,12.0,2.0
CTM47540,0.0,3.0,View changes,Taxation Of Investors Receiving Interest Distributions,3.0,12.0,5.0
CTM47545,0.0,3.0,View changes,Duty To Deduct Tax From Interest Distributions - General,0.0,10.0,0.0
CTM47555,0.0,4.0,View changes,Gross Interest Distributions - Reputable Intermediary Condition,0.0,17.0,0.0
CTM47560,0.0,3.0,View changes,Gross Interest Distributions - Evidence Required To Demonstrate The Residence Condition,1.0,15.0,1.0
CTM47570,0.0,3.0,View changes,Tax Vouchers - Introduction,5.0,10.0,5.0
CTM47580,0.0,3.0,View changes,Tax Vouchers - Alternative Rules For Providing Tax Information To Recipients,2.0,23.0,2.0
CTM47596,29.0,32.0,View changes,Duty To Keep And Preserve Records,0.0,7.0,0.0
CTM48110,0.0,3.0,View changes,Types Of Scheme,1.0,9.0,1.0
CTM48115,0.0,4.0,View changes,Authorised Investment Funds,3.0,19.0,6.0
CTM48120,0.0,3.0,View changes,Authorised Unit Trusts,1.0,9.0,1.0
CTM48125,0.0,3.0,View changes,Open-Ended Investment Companies,0.0,9.0,0.0
CTM48130,54.0,57.0,View changes,Unauthorised Unit Trusts,0.0,7.0,0.0
CTM48160,0.0,3.0,View changes,Criteria Required To Meet The GDO,1.0,40.0,1.0
CTM48165,0.0,3.0,View changes,Advance Clearance Procedure,2.0,28.0,4.0
CTM48170,0.0,3.0,View changes,What Information Should HMRC Consider To Check That The GDO Has Been Met,1.0,15.0,1.0
CTM48205,0.0,3.0,View changes,Introduction,0.0,9.0,0.0
CTM48230,0.0,3.0,View changes,Relief For Interest Paid,0.0,8.0,0.0
CTM48235,0.0,3.0,View changes,Loan Relationships Rules,2.0,12.0,2.0
CTM48245,54.0,57.0,View changes,Groups And Group Relief Claims,2.0,9.0,2.0
CTM48255,54.0,56.0,View changes,Distributions,0.0,10.0,0.0
CTM48260,0.0,3.0,View changes,Dividend Distributions,1.0,7.0,2.0
CTM48265,0.0,3.0,View changes,Interest Distributions,2.0,9.0,3.0
CTM48270,54.0,57.0,View changes,Interest Distributions - Qualifying Investments Test,0.0,8.0,0.0
CTM48280,0.0,3.0,View changes,Trading Or Investment,2.0,27.0,2.0
CTM48282,54.0,57.0,View changes,Trading Or Investment - ‘Investment Transactions’,5.0,11.0,5.0
CTM48288,54.0,57.0,View changes,Trading Or Investment - ‘Investment Transactions’ - Units In A Collective Investment Scheme,0.0,10.0,0.0
CTM48295,0.0,3.0,View changes,Trading Or Investment - Anti-Avoidance,0.0,9.0,0.0
CTM48410,54.0,57.0,View changes,Umbrella Funds Or Companies,0.0,8.0,0.0
CTM48440,0.0,3.0,View changes,Treatment Of Manager's Equalisation,1.0,7.0,1.0
CTM48445,0.0,3.0,View changes,Close Companies,2.0,6.0,2.0
CTM48505,0.0,4.0,View changes,Loan Relationships,0.0,10.0,0.0
CTM48515,54.0,57.0,View changes,Dividend Distributions,0.0,10.0,0.0
CTM48520,66.0,77.0,View changes,Interest Distributions,1.0,8.0,73.0
CTM48530,0.0,3.0,View changes,Financial Traders And Diversely Owned Aifs,1.0,6.0,1.0
CTM48535,54.0,57.0,View changes,Financial Traders And Diversely Owned Aifs: Special Rules,0.0,13.0,0.0
CTM48560,0.0,4.0,View changes,Interest Distributions,1.0,9.0,1.0
CTM48570,0.0,3.0,View changes,Financial Traders And Diversely Owned Aifs,1.0,6.0,1.0
CTM48580,29.0,33.0,View changes,"Financial Traders And Diversely Owned Aifs: Meaning Of ""Financial Trader""",0.0,17.0,0.0
CTM48605,0.0,2.0,View changes,Introduction,0.0,9.0,0.0
CTM48615,0.0,2.0,View changes,Reputable Intermediary Condition,0.0,10.0,0.0
CTM48620,0.0,2.0,View changes,Reputable Intermediary Condition - Reasonable Belief,1.0,12.0,1.0
CTM48635,0.0,2.0,View changes,Residence Condition: Form R105(AIF),0.0,11.0,0.0
CTM48645,54.0,56.0,View changes,Residence Condition - Joint Holdings,0.0,5.0,0.0
CTM48705,0.0,2.0,View changes,Introduction,4.0,12.0,5.0
CTM48715,0.0,2.0,View changes,Timing And Transitional Arrangements For The Genuine Diversity Of Ownership Condition,1.0,10.0,1.0
CTM48720,0.0,3.0,View changes,Consequences Of Breaching The Genuine Diversity Of Ownership Condition,1.0,13.0,1.0
CTM48725,54.0,58.0,View changes,The Genuine Diversity Of Ownership Condition And HMRC Enquiry Powers,0.0,4.0,0.0
CTM48730,0.0,3.0,View changes,Treatment Of Certain Investors In Periods Up To 31 December 2008,0.0,13.0,0.0
CTM48811,0.0,3.0,View changes,Introduction,5.0,25.0,6.0
CTM48812,0.0,3.0,View changes,Overview Of Conditions,1.0,12.0,3.0
CTM48813,0.0,3.0,View changes,The Property Investment Business Condition,2.0,31.0,2.0
CTM48816,0.0,3.0,View changes,The Genuine Diversity Of Ownership Condition,4.0,21.0,4.0
CTM48817,0.0,4.0,View changes,The Corporate Ownership Condition,1.0,25.0,1.0
CTM48818,0.0,3.0,View changes,The Loan Creditor Condition,1.0,6.0,1.0
CTM48821,0.0,4.0,View changes,Overview Of Process For Entry,1.0,9.0,2.0
CTM48822,0.0,3.0,View changes,Giving Notice To Enter,1.0,19.0,1.0
CTM48826,0.0,3.0,View changes,Effects Of Entry Into The Property AIF Regime,1.0,14.0,1.0
CTM48827,29.0,33.0,View changes,VAT Implications,0.0,11.0,0.0
CTM48839,0.0,4.0,View changes,Attribution Of Distributions,2.0,14.0,2.0
CTM48843,29.0,33.0,View changes,Company Tax Return,1.0,13.0,1.0
CTM48851,0.0,3.0,View changes,Introduction,2.0,10.0,2.0
CTM48855,54.0,58.0,View changes,Participants Within The Charge To Income Tax - PAIF Distributions (Interest),0.0,7.0,0.0
CTM48861,0.0,3.0,View changes,Deducting And Accounting For Tax From Distributions: Contents,1.0,13.0,1.0
CTM48864,54.0,56.0,View changes,The Reasonable Belief Test With Respect To Gross Payments,2.0,10.0,24.0
CTM48870,54.0,57.0,View changes,Funds: Breaches Of Conditions: Contents,0.0,9.0,0.0
CTM48871,0.0,3.0,View changes,Funds (Property Aifs): Introduction,3.0,6.0,3.0
CTM48872,0.0,3.0,View changes,Funds (Property Aifs): Breach Of The Genuine Diversity Of Ownership Condition,2.0,12.0,2.0
CTM48873,0.0,3.0,View changes,Funds (Property Aifs): Breach Of The Corporate Ownership Condition,2.0,10.0,2.0
CTM48874,54.0,56.0,View changes,Funds (Property Aifs): Breach Of The Loan Creditor Condition,1.0,9.0,1.0
CTM48875,0.0,3.0,View changes,Funds (Property Aifs): Breach Of The Balance Of Business Condition,1.0,12.0,1.0
CTM48881,0.0,3.0,View changes,Issue Of Termination Notices,1.0,14.0,1.0
CTM48911,0.0,3.0,View changes,Introduction And Conditions Of Membership: Introduction,4.0,21.0,4.0
CTM48912,0.0,3.0,View changes,Introduction & Overview Of Conditions Of Membership,1.0,10.0,1.0
CTM48915,54.0,58.0,View changes,Introduction & The Loan Creditor Condition,1.0,10.0,2.0
CTM48921,0.0,3.0,View changes,Introduction,4.0,9.0,4.0
CTM48922,0.0,4.0,View changes,Key Points About The Application Process,2.0,10.0,2.0
CTM48923,0.0,3.0,View changes,Timing Of The Application Process,1.0,22.0,1.0
CTM48926,0.0,3.0,View changes,Effects Of Entry Into The TEF Regime,1.0,5.0,1.0
CTM48931,0.0,4.0,View changes,Tax Treatment & Introduction,3.0,7.0,4.0
CTM48932,0.0,3.0,View changes,Tax Treatment & Components Of Income Received By A TEF,1.0,15.0,1.0
CTM48933,0.0,3.0,View changes,Tax Treatment & Attribution Of Income And The Distributions Made By A TEF,1.0,17.0,1.0
CTM48934,0.0,3.0,View changes,Tax Treatment & Tax Treatment Of Components Of Income Received By A TEF,1.0,15.0,2.0
CTM48942,0.0,2.0,View changes,Accumulation Units,1.0,7.0,1.0
CTM48951,0.0,2.0,View changes,Introduction,5.0,9.0,5.0
CTM48953,0.0,2.0,View changes,Alternative Rules For Providing Tax Information To Participants,1.0,26.0,1.0
CTM48961,0.0,3.0,View changes,Introduction,2.0,7.0,3.0
CTM48962,0.0,3.0,View changes,Tax Elected Funds (Tefs): Breaches Of Conditions: General Provisions For Breaching A Condition,2.0,24.0,2.0
CTM48963,0.0,4.0,View changes,"Tax Elected Funds (Tefs): Breaches Of Conditions: Breach Of The Property Condition, The Genuine Diversity Of Ownership Condition & The Scheme Documentation Condition",2.0,9.0,2.0
CTM48964,0.0,3.0,View changes,Tax Elected Funds (Tefs): Breaches Of Conditions: Breach Of The Loan Creditor Condition,2.0,7.0,2.0
CTM48971,0.0,3.0,View changes,Tax Elected Funds (Tefs): Leaving The TEF Regime: Issue Of Termination Notices By The TEF Or HMRC,2.0,17.0,2.0
CTM49100,0.0,3.0,View changes,Background,1.0,9.0,1.0
CTM49370,0.0,3.0,View changes,Deduction Of Income Tax From Interest On Marketable Securities,1.0,19.0,1.0
CTM49405,0.0,3.0,View changes,Application Of CT: Scope,1.0,4.0,2.0
CTM49415,0.0,3.0,View changes,Application Of CT: How Profits Arise,1.0,6.0,1.0
CTM49420,54.0,57.0,View changes,Application Of CT: Loan Relationships,0.0,11.0,0.0
CTM49426,0.0,3.0,View changes,Application Of CT: Other Investments,1.0,5.0,1.0
CTM60055,0.0,3.0,View changes,General: Introduction,0.0,8.0,0.0
CTM60060,0.0,3.0,View changes,General: Broad Definition,3.0,13.0,3.0
CTM60070,0.0,4.0,View changes,General: Special Provisions,0.0,8.0,0.0
CTM60102,0.0,3.0,View changes,Tests: Introduction,1.0,15.0,2.0
CTM60105,0.0,3.0,View changes,Tests: Specific Exceptions,5.0,12.0,5.0
CTM60107,0.0,4.0,View changes,Tests: Participator,2.0,10.0,2.0
CTM60110,0.0,3.0,View changes,Tests: Participator - Extended Meaning Of,3.0,8.0,3.0
CTM60130,0.0,3.0,View changes,Tests: Loan Creditor,1.0,16.0,1.0
CTM60140,0.0,3.0,View changes,Tests: Rights And Powers Of Certain Other Persons,2.0,9.0,2.0
CTM60150,0.0,3.0,View changes,Tests: Associates,3.0,18.0,3.0
CTM60200,0.0,3.0,View changes,Tests: Control - Of A Company,1.0,8.0,2.0
CTM60210,0.0,3.0,View changes,Tests: Control - Definition,6.0,12.0,6.0
CTM60220,0.0,3.0,View changes,Tests: Control - Over The Company's Affairs,1.0,15.0,1.0
CTM60230,54.0,57.0,View changes,Tests: Control - Right To Receive Most Assets,1.0,5.0,1.0
CTM60240,0.0,3.0,View changes,Tests: Control - Summary,1.0,12.0,1.0
CTM60260,0.0,2.0,View changes,Tests: Control - Exceptions,1.0,5.0,1.0
CTM60290,0.0,3.0,View changes,Tests: Control - By Another Company,1.0,21.0,1.0
CTM60300,0.0,3.0,View changes,Tests: Open Company Loan Creditor,1.0,9.0,1.0
CTM60510,0.0,3.0,View changes,Introduction,4.0,11.0,5.0
CTM60600,54.0,57.0,View changes,Benefits To Directors And Employees,0.0,11.0,0.0
CTM60610,0.0,4.0,View changes,Groups,1.0,11.0,1.0
CTM60620,0.0,3.0,View changes,Companies Acting In Concert,1.0,12.0,1.0
CTM60705,0.0,3.0,View changes,Introduction,1.0,10.0,1.0
CTM60710,0.0,3.0,View changes,Definition,4.0,24.0,4.0
CTM61500,0.0,4.0,View changes,Loans To Participators And Arrangements Conferring Benefit On Participator: Contents,1.0,47.0,1.0
CTM61505,0.0,3.0,View changes,General,10.0,30.0,12.0
CTM61515,1.0,4.0,View changes,Meaning Of ‘Relevant Person’,0.0,9.0,0.0
CTM61525,3.0,6.0,View changes,Loans To Trusts,0.0,18.0,0.0
CTM61530,1.0,4.0,View changes,Loans To Participators: Business Of Lending Money,0.0,20.0,0.0
CTM61550,3.0,6.0,View changes,Loans To Participators: Indirect Loans,0.0,16.0,0.0
CTM61560,1.0,4.0,View changes,Loans To Participators: Company Insolvent And Loan Irrecoverable,0.0,8.0,0.0
CTM61565,1.0,5.0,View changes,Loans To Participators: Aggregating Accounts,0.0,11.0,0.0
CTM61570,1.0,4.0,View changes,Arrangements Conferring Benefit On Participators: TAAR: Arrangements To Which A Close Company Becomes Party On Or After 20 March 2013,0.0,15.0,0.0
CTM61575,4.0,7.0,View changes,Arrangements Conferring Benefit On Participators: TAAR: Tax Avoidance Arrangements,0.0,17.0,0.0
CTM61580,3.0,6.0,View changes,Arrangements Conferring Benefit On Participators: TAAR: Benefit Conferred,0.0,9.0,0.0
CTM61585,5.0,8.0,View changes,Arrangements Conferring Benefit On Participators: TAAR: Benefit Conferred: Partnerships,0.0,18.0,0.0
CTM61610,2.0,5.0,View changes,Loans To Participators And Arrangements Conferring Benefit On Participators: Repayment Of - Date Relief Is Due,0.0,13.0,0.0
CTM61615,2.0,5.0,View changes,Loans To Participators And Arrangements Conferring Benefit On Participators: Repayment Of - Bed And Breakfasting - General,0.0,11.0,0.0
CTM61620,2.0,5.0,View changes,B&B -Repayments Made Up To 19 March 2013,0.0,7.0,0.0
CTM61630,3.0,6.0,View changes,Loans To Participators And Arrangements Conferring Benefit On Participators: B&B: 30 Day Rule,0.0,18.0,0.0
CTM61635,0.0,3.0,View changes,Loans To Participators And Arrangements Conferring Benefit On Participators: B&B: Arrangements Rule:,3.0,13.0,3.0
CTM61640,5.0,8.0,View changes,Loans To Participators And Arrangements Conferring Benefit On Participators: B&B Repeated Loans/Repayments,0.0,32.0,0.0
CTM61642,1.0,4.0,View changes,Loans To Participators And Arrangements Conferring Benefit On Participators: B&B - Exclusions,0.0,7.0,0.0
CTM61660,15.0,148.0,View changes,Loans To Participators: Release Or Writing Off Of Loan Or Advance: Class 1 NIC,3.0,13.0,116.0
CTM61665,33.0,144.0,View changes,Loans To Participators: Death Of Recipient,1.0,12.0,63.0
CTM61670,0.0,3.0,View changes,Loans To Participators: Termination Of A Trust,1.0,12.0,1.0
CTM61700,1.0,4.0,View changes,Loans To Participators: By Controlled Companies,0.0,12.0,0.0
CTM80055,2.0,5.0,View changes,Avoidance Of The Distributions Legislation,0.0,17.0,0.0
CTM80060,3.0,6.0,View changes,Transfers Of Assets Or Liabilities,0.0,23.0,0.0
CTM80070,6.0,9.0,View changes,Election To Pay Dividends Without Accounting For ACT,1.0,14.0,1.0
CTM80075,3.0,7.0,View changes,Retrospective ICTA88/S247 (3) Notice,0.0,15.0,0.0
CTM80080,4.0,7.0,View changes,Election To Pay Charges Or Loan Relationship Interest Without Accounting For IT,0.0,15.0,0.0
CTM80085,9.0,12.0,View changes,Elections,0.0,38.0,0.0
CTM80090,2.0,5.0,View changes,Recovery Of ACT Or IT,0.0,22.0,0.0
CTM80105,0.0,3.0,View changes,Groups: Structural Outline,0.0,21.0,0.0
CTM80110,0.0,3.0,View changes,Groups: What Can Be Transferred Between Group Members?,0.0,15.0,0.0
CTM80125,0.0,3.0,View changes,Groups: Meaning Of Deficits On Non-Trading Loan Relationships,1.0,7.0,1.0
CTM80130,0.0,4.0,View changes,Groups: Meaning Of Qualifying Charitable Donations,1.0,9.0,1.0
CTM80135,0.0,3.0,View changes,Groups: Meaning Of UK Property Business Loss,1.0,8.0,1.0
CTM80140,0.0,3.0,View changes,Groups: Meaning Of Excess Management Expenses,1.0,13.0,1.0
CTM80141,0.0,3.0,View changes,Groups: Meaning Of Non-Trading Losses On Intangible Fixed Assets,1.0,8.0,1.0
CTM80145,353.0,356.0,View changes,Groups: Claims For Relief,9.0,10.0,1966.0
CTM80151,0.0,3.0,View changes,Groups: The Group Relationship,3.0,23.0,3.0
CTM80165,4.0,7.0,View changes,Groups: Overview Of The Arrangements Rules,2.0,35.0,5.0
CTM80181,4.0,6.0,View changes,Groups: Exclusion Of Certain Arrangements,1.0,22.0,4.0
CTM80195,3.0,6.0,View changes,Groups: Date Of Arrangements,0.0,13.0,0.0
