ChapterNumber,CharCountDiff,LevDistance,Link,ParaBreakdown,Title
CH82344,179.0,184.0,View changes,"[[['t3', 25, '13.59%'], ['t4', 47, '25.54%'], ['t5', 187, '101.63%'], ['t6', 47, '25.54%'], ['t7', 95, '51.63%'], ['t8', 162, '88.04%'], ['t9', 120, '65.22%'], ['t10', 256, '139.13%'], ['t11', 93, '50.54%'], ['t12', 207, '112.5%'], ['t13', 79, '42.93%'], ['t14', 184, '100.0%'], ['t15', 51, '27.72%'], ['t16', 222, '120.65%'], ['t17', 11, '5.98%']]]",CH82344 Example - Understatement Of Profits Increases The Aggregate Loss
CH82345,179.0,185.0,View changes,"[[['t3', 25, '13.51%'], ['t4', 47, '25.41%'], ['t5', 187, '101.08%'], ['t6', 47, '25.41%'], ['t7', 93, '50.27%'], ['t8', 172, '92.97%'], ['t9', 118, '63.78%'], ['t10', 270, '145.95%'], ['t11', 97, '52.43%'], ['t12', 209, '112.97%'], ['t13', 73, '39.46%'], ['t14', 184, '99.46%'], ['t15', 52, '28.11%'], ['t16', 222, '120.0%'], ['t17', 11, '5.95%']]]",CH82345 Example - Overstatement Of Losses Increases The Aggregate Loss
CH82350,91.0,101.0,View changes,"[[['t1', 128, '126.73%']]]",CH82350 Losses And When To Assess A Penalty
CH82370,91.0,101.0,View changes,"[[['t1', 128, '126.73%']]]",CH82370 Losses Where There Is No Reasonable Prospect Of Use
CH82371,91.0,102.0,View changes,"[[['t1', 128, '125.49%']]]",CH82371 Example - Losses - No Reasonable Prospect Of Use
CH82394,0.0,3.0,View changes,[[]],CH82394 Examples - Gap Between Period End Dates
CH82430,0.0,2.0,View changes,[[]],CH82430 Quality Of Disclosure
CH82470,1920.0,1959.0,View changes,"[[['t3', 395, '20.16%'], ['t4', 107, '5.46%'], ['t5', 89, '4.54%'], ['t6', 509, '25.98%'], ['t7', 337, '17.2%'], ['t8', 97, '4.95%']]]",CH82470 Maximum And Minimum Penalties For Each Type Of Behaviour
CH82511,91.0,100.0,View changes,"[[['t1', 128, '128.0%']]]",CH82511 Unprompted Disclosure Calculation Example
CH82512,91.0,100.0,View changes,"[[['t1', 128, '128.0%']]]",CH82512 Prompted Disclosure Calculation Example
CH830100,3212.0,3840.0,View changes,"[[['t12', 124, '3.23%'], ['t13', 74, '1.93%'], ['t14', 80, '2.08%'], ['t15', 459, '11.95%'], ['t16', 181, '4.71%'], ['t17', 110, '2.86%'], ['t18', 118, '3.07%'], ['t19', 97, '2.53%'], ['t20', 14, '0.36%']]]",CH830100 Overview
CH83120,0.0,3.0,View changes,[[]],CH83120 Making A Decision To Suspend A Penalty
CH83170,0.0,3.0,View changes,[[]],CH83170 Suspension Period
CH83181,0.0,3.0,View changes,[[]],CH83181 Overview
CH84010,92.0,102.0,View changes,"[[['t1', 127, '124.51%']]]",CH84010 Types Of Appeal
CH840100,0.0,3.0,View changes,[[]],CH840100 Introduction
CH84020,1082.0,1094.0,View changes,"[[['t1', 127, '11.61%'], ['t4', 227, '20.75%'], ['t5', 127, '11.61%'], ['t6', 319, '29.16%'], ['t7', 364, '33.27%'], ['t8', 52, '4.75%']]]",CH84020 Who Is Entitled To Appeal
CH84030,91.0,101.0,View changes,"[[['t1', 128, '126.73%']]]",CH84030 Appeals Against The Imposition Of A Penalty
CH84040,91.0,102.0,View changes,"[[['t1', 128, '125.49%']]]",CH84040 Appeals Against The Amount Of A Penalty
CH84070,92.0,102.0,View changes,"[[['t1', 127, '124.51%']]]",CH84070 Which Tribunal Will Hear The Appeal And Procedures
CH845000,518.0,704.0,View changes,"[[['t7', 206, '29.26%'], ['t8', 145, '20.6%'], ['t9', 295, '41.9%'], ['t10', 90, '12.78%'], ['t11', 107, '15.2%'], ['t12', 117, '16.62%'], ['t13', 196, '27.84%']]]",CH845000 Poor Technical Ability
CH84610,0.0,3.0,View changes,[[]],CH84610 Officer Of A Company's Liability To Pay A Penalty
CH84615,54.0,57.0,View changes,[[]],CH84615 Deliberate Inaccuracies Attributable To An Officer Of The Company
CH84635,54.0,57.0,View changes,[[]],CH84635 Personal Gain
CH84710,1024.0,1039.0,View changes,"[[['t1', 127, '12.22%'], ['t2', 277, '26.66%'], ['t3', 321, '30.9%'], ['t4', 325, '31.28%'], ['t5', 243, '23.39%'], ['t6', 58, '5.58%']]]",CH84710 Introduction
CH84720,91.0,101.0,View changes,"[[['t1', 128, '126.73%']]]",CH84720 Partnerships And SA
CH84730,4403.0,4417.0,View changes,"[[['t1', 127, '2.88%'], ['t7', 222, '5.03%'], ['t8', 182, '4.12%'], ['t9', 119, '2.69%'], ['t10', 330, '7.47%'], ['t11', 205, '4.64%'], ['t12', 147, '3.33%'], ['t13', 115, '2.6%'], ['t14', 256, '5.8%'], ['t15', 179, '4.05%'], ['t16', 149, '3.37%'], ['t17', 335, '7.58%'], ['t18', 215, '4.87%'], ['t19', 135, '3.06%']]]",CH84730 Liable Partners
CH84740,92.0,102.0,View changes,"[[['t1', 127, '124.51%']]]",CH84740 Calculating Potential Lost Revenue
CH84750,92.0,102.0,View changes,"[[['t1', 127, '124.51%']]]",CH84750 Suspended Penalties
CH84760,92.0,102.0,View changes,"[[['t1', 127, '124.51%']]]",CH84760 Appeal Against A Penalty
CH850000,1474.0,1477.0,View changes,"[[['t11', 221, '14.96%'], ['t12', 181, '12.25%']]]",CH850000 Suspicious Repayment Or Registration Activity
CH855000,3185.0,3939.0,View changes,"[[['t8', 243, '6.17%'], ['t9', 232, '5.89%'], ['t10', 268, '6.8%'], ['t11', 237, '6.02%'], ['t12', 60, '1.52%']]]","CH855000 Rude, Abusive, Threatening Or Violent Agents"
CH860000,488.0,672.0,View changes,"[[['t8', 251, '37.35%'], ['t9', 188, '27.98%'], ['t10', 255, '37.95%'], ['t11', 90, '13.39%'], ['t12', 103, '15.33%'], ['t13', 8, '1.19%'], ['t14', 13, '1.93%'], ['t15', 159, '23.66%']]]",CH860000 Reporting Poor Agent Behaviour
CH860100,25.0,194.0,View changes,"[[['t1', 125, '64.43%']]]",CH860100 What Happens To Reports Of Poor Agent Behaviour
CH860200,2385.0,2858.0,View changes,"[[['t4', 343, '12.0%'], ['t5', 271, '9.48%'], ['t6', 198, '6.93%']]]",CH860200 Reporting Agent Misconduct
CH870100,1656.0,1787.0,View changes,"[[['t9', 166, '9.29%'], ['t10', 335, '18.75%'], ['t11', 174, '9.74%']]]",CH870100 Overview
CH870200,437.0,594.0,View changes,"[[['t2', 221, '37.21%'], ['t3', 466, '78.45%'], ['t4', 152, '25.59%'], ['t5', 58, '9.76%'], ['t6', 65, '10.94%'], ['t7', 94, '15.82%'], ['t8', 467, '78.62%'], ['t9', 505, '85.02%'], ['t10', 15, '2.53%'], ['t11', 7, '1.18%']]]",CH870200 Refusing To Deal With An Agent By Phone And/Or At Meetings
CH870300,2990.0,4204.0,View changes,"[[['t4', 377, '8.97%'], ['t5', 548, '13.04%'], ['t6', 372, '8.85%'], ['t7', 381, '9.06%'], ['t8', 388, '9.23%'], ['t9', 350, '8.33%'], ['t10', 235, '5.59%'], ['t11', 310, '7.37%'], ['t12', 378, '8.99%'], ['t13', 299, '7.11%'], ['t14', 382, '9.09%']]]",CH870300 Refusing To Deal With An Agent Entirely
CH871000,2467.0,2581.0,View changes,"[[['t9', 231, '8.95%'], ['t10', 163, '6.32%'], ['t11', 516, '19.99%'], ['t12', 410, '15.89%'], ['t13', 76, '2.94%'], ['t14', 152, '5.89%'], ['t15', 464, '17.98%'], ['t16', 350, '13.56%'], ['t17', 493, '19.1%'], ['t18', 157, '6.08%'], ['t19', 25, '0.97%']]]",CH871000 Telling Customers About Poor Agent Behaviour
CH880000,51.0,63.0,View changes,"[[['t2', 24, '38.1%'], ['t3', 28, '44.44%'], ['t4', 13, '20.63%'], ['t5', 66, '104.76%'], ['t6', 91, '144.44%'], ['t7', 13, '20.63%'], ['t8', 40, '63.49%'], ['t9', 32, '50.79%'], ['t10', 37, '58.73%'], ['t11', 36, '57.14%']]]",CH880000 Dishonest Tax Agents: Contents
CH880200,29.0,33.0,View changes,"[[['t15', 7, '21.21%']]]",CH880200 What Is Dishonest Conduct
CH880400,20.0,179.0,View changes,"[[['t1', 164, '91.62%']]]",CH880400 Reporting Dishonest Conduct
CH881250,0.0,3.0,View changes,[[]],CH881250 Initial Contact With An Individual
CH881300,0.0,4.0,View changes,[[]],CH881300 Human Rights Act Message
CH882525,0.0,2.0,View changes,[[]],CH882525 What Can We Ask For
CH882620,0.0,3.0,View changes,[[]],CH882620 Agent Operational Guidance: Getting Access To An Agent’S Files: The Notice: Time To Comply With The Notice
CH882630,0.0,4.0,View changes,[[]],CH882630 Agent Operational Guidance: Getting Access To An Agent’S Files: The Notice: Form The Documents Must Take
CH882640,0.0,2.0,View changes,[[]],CH882640 The Notice
CH883510,0.0,3.0,View changes,[[]],CH883510 Overview
CH883610,0.0,3.0,View changes,[[]],"CH883610 Penalties: When To Assess A Penalty Of More Than £5,000, But Less Than £50,000"
CH883650,1435.0,1607.0,View changes,"[[['t14', 663, '41.26%'], ['t15', 70, '4.36%'], ['t16', 77, '4.79%'], ['t17', 56, '3.48%'], ['t18', 107, '6.66%'], ['t19', 68, '4.23%'], ['t20', 150, '9.33%'], ['t21', 72, '4.48%']]]",CH883650 Penalties: Special Reduction
CH93150,1.0,4.0,View changes,"[[['t5', 1, '25.0%']]]",CH93150 Deliberate And Concealed - Examples
CH93400,0.0,4.0,View changes,[[]],CH93400 Level Of Proof
CH98550,0.0,3.0,View changes,[[]],CH98550 Company Officer Liable To A Penalty
CH98600,54.0,57.0,View changes,[[]],CH98600 Deliberate Wrongdoing Attributable To An Officer Of The Company
CH98660,54.0,57.0,View changes,[[]],CH98660 Personal Gain
CH99250,0.0,3.0,View changes,[[]],CH99250 Double Jeopardy
CHG100,19.0,23.0,View changes,"[[['t7', 20, '86.96%']]]",CHG100 Introduction: Contents
CHG110,40.0,81.0,View changes,"[[['t1', 30, '37.04%'], ['t12', 40, '49.38%']]]",CHG110 Introduction: The Role Of CPST And CCAST
CHG130,57.0,60.0,View changes,[[]],CHG130 Introduction: Getting Help
CIRD42010,592.0,599.0,View changes,"[[['t1', 1, '0.17%'], ['t11', 1, '0.17%'], ['t13', 10, '1.67%'], ['t14', 538, '89.82%']]]",CIRD42010 Re-Organisations: Overview
CISR65020,0.0,3.0,View changes,[[]],CISR65020 Failure To Submit A Monthly Return (CIS300)
CISR65650,0.0,4.0,View changes,[[]],CISR65650 Vacating A Penalty
CISR69000,0.0,3.0,View changes,[[]],CISR69000 Monthly Returns Information Contents
CISR69010,0.0,2.0,View changes,[[]],CISR69010 Monthly Returns Introduction
CISR69020,0.0,2.0,View changes,[[]],CISR69020 Monthly Returns Contractor Scheme End Of Year (EOY) Process
CISR69040,0.0,2.0,View changes,[[]],CISR69040 Monthly Returns Resend End Of Year (EOY) Totals
CISR69060,0.0,2.0,View changes,[[]],CISR69060 Monthly Returns Insolvencies
CISR69640,0.0,2.0,View changes,[[]],CISR69640 Monthly Returns Insolvencies
CISR72000,0.0,3.0,View changes,[[]],CISR72000 Deductions: Credit And Repayment: Contents
CISR72020,0.0,3.0,View changes,[[]],CISR72020 Contractor Role
CISR72050,0.0,3.0,View changes,[[]],CISR72050 Subcontractor Claims Procedure
CISR72070,0.0,2.0,View changes,[[]],CISR72070 Credit Claimed Where No Deduction Made
CISR73020,0.0,2.0,View changes,[[]],CISR73020 Deductions: Examination Of Payment And Deduction Statement Received From Subcontractor
CISR73610,0.0,2.0,View changes,[[]],CISR73610 Deductions: Examination Of Payment And Deduction Statements Received From Subcontractor
CISR75030,0.0,2.0,View changes,[[]],CISR75030 Claims For In-Year Repayment
CISR84620,0.0,2.0,View changes,[[]],CISR84620 Compliance: Record (Unallocated) Deduction Details
CISR90090,0.0,2.0,View changes,[[]],CISR90090 Contractor Scheme End Of Year (EOY) Totals
CISR90100,0.0,2.0,View changes,[[]],CISR90100 Contractor Scheme Compliance History
CISR90210,0.0,2.0,View changes,[[]],CISR90210 Subcontractor Payment Details
COG101340,0.0,3.0,View changes,[[]],COG101340 Authorisation Functions: Contents
COG101380,0.0,3.0,View changes,[[]],COG101380 Task List
COG101420,0.0,3.0,View changes,[[]],COG101420 Approve Decision List
COG80920,0.0,3.0,View changes,[[]],COG80920 Risk Indicators: Contents
COG80940,0.0,3.0,View changes,[[]],COG80940 What The Risk Indicators Are
COG81000,0.0,3.0,View changes,[[]],COG81000 RIS PCD (Corporate Risk Projects And Profiles) Previously Technical Risking Group
COG931250,0.0,2.0,View changes,[[]],COG931250 Initial Review Of Cases: Contents
COG931270,0.0,2.0,View changes,[[]],COG931270 Cases Not Suitable For A Direction And Decision
COG931290,0.0,2.0,View changes,[[]],COG931290 The Employee Has Paid The Under-Deducted PAYE Through Self Assessment
COG931310,0.0,3.0,View changes,[[]],COG931310 Employee Died Before PAYE Failure Discovered Or Did Not Admit To Knowledge Or Failure
COG932000,0.0,4.0,View changes,[[]],COG932000 How To Answer Representations: Contents
COG932020,0.0,3.0,View changes,[[]],COG932020 How To Answer Replies Received: Replies 1
COG932100,0.0,3.0,View changes,[[]],COG932100 Alternative Rights Of Recovery (PAYE Direction): Making A Direction: Contents
COG932120,0.0,4.0,View changes,[[]],COG932120 Alternative Rights Of Recovery (PAYE Directions): Making A Direction: Preparing A Direction And A Decision
COG932140,0.0,3.0,View changes,[[]],COG932140 Alternative Rights Of Recovery (PAYE Directions): Making A Direction: Direction And Decision Not Signed
COG932200,23.0,32.0,View changes,"[[['t3', 24, '75.0%'], ['t4', 16, '50.0%'], ['t5', 33, '103.12%'], ['t6', 74, '231.25%'], ['t7', 44, '137.5%'], ['t8', 30, '93.75%'], ['t9', 54, '168.75%'], ['t10', 50, '156.25%'], ['t11', 7, '21.88%']]]",COG932200 Action Following A Direction: Contents
COM1190,0.0,3.0,View changes,[[]],COM1190 Superseding A AP - Enquiry In Progress
COM130030,0.0,1.0,View changes,[[]],COM130030 Amended Returns CTSA Aps
COM131012,0.0,1.0,View changes,[[]],COM131012 Amended E-Filed List (AEFL) (Action Guide)
COM133022,0.0,2.0,View changes,[[]],COM133022 Unlogging A Return (Action Guide)
COM23001,0.0,2.0,View changes,[[]],COM23001 Introduction
COM23010,0.0,2.0,View changes,[[]],COM23010 Amendments To Returns
COM23050,0.0,2.0,View changes,[[]],COM23050 Correcting A Return
COM250,0.0,1.0,View changes,[[]],COM250 COTAX Roles Index: Contents
COM400,0.0,2.0,View changes,[[]],COM400 Contacts
COM52030,0.0,2.0,View changes,[[]],COM52030 Claims And Elections Not Made In A Return
COMPANY-TAXATION-MANUAL,1.0,3.0,View changes,"[[['t0', 1, '33.33%']]]",Company Taxation Manual
COMPLIANCE-HANDBOOK,30.0,47.0,View changes,"[[['t19', 19, '40.43%'], ['t20', 24, '51.06%'], ['t21', 44, '93.62%'], ['t22', 57, '121.28%'], ['t23', 33, '70.21%'], ['t24', 37, '78.72%'], ['t25', 70, '148.94%'], ['t26', 79, '168.09%'], ['t27', 37, '78.72%'], ['t28', 26, '55.32%'], ['t29', 22, '46.81%']]]",Compliance Handbook Manual
COTAX-MANUAL,0.0,2.0,View changes,[[]],COTAX Manual
CRG1000,19.0,23.0,View changes,"[[['t7', 20, '86.96%']]]",CRG1000 Introduction: Contents
CRG1050,49.0,74.0,View changes,"[[['t1', 29, '39.19%'], ['t12', 42, '56.76%']]]",CRG1050 Introduction: The Role Of CPST And CCAST
CRG1150,57.0,61.0,View changes,[[]],CRG1150 Introduction: Getting Help
CRG5425,45.0,48.0,View changes,"[[['t1', 38, '79.17%']]]",CRG5425 Fees And Direct Taxes
CTM00211,0.0,2.0,View changes,[[]],CTM00211 Destination Table For Pages CT1 - CT1765 & Preface
CTM00212,0.0,2.0,View changes,[[]],CTM00212 Destination Table For Pages CT1800 - CT2925
CTM00213,0.0,2.0,View changes,[[]],CTM00213 Destination Table For Pages CT2990 - CT3689
CTM00214,0.0,2.0,View changes,[[]],CTM00214 Destination Table For Pages CT3800 - CT4762
CTM00215,0.0,2.0,View changes,[[]],CTM00215 Destination Table For Pages CT6000 - CT9696
CTM00216,0.0,2.0,View changes,[[]],CTM00216 Destination Table For Pages CT10000 - CT11520 & Lists 1 - 2
CTM00510,54.0,57.0,View changes,[[]],CTM00510 Introduction: Basic Definitions
CTM00520,0.0,4.0,View changes,[[]],CTM00520 Introduction: Concerns Within The Charge To CT
CTM00530,54.0,57.0,View changes,[[]],CTM00530 Introduction: Company Officers
CTM01105,0.0,3.0,View changes,[[]],CTM01105 Introduction: Basis Of Charge To CT
CTM01110,54.0,57.0,View changes,[[]],CTM01110 Introduction: Definition Of Company Profits
CTM01130,0.0,4.0,View changes,[[]],CTM01130 Introduction: Computation Of Profits
CTM01140,0.0,3.0,View changes,[[]],CTM01140 Introduction: Charitable Donations Relief: Formerly Charges On Income
CTM01160,0.0,3.0,View changes,[[]],CTM01160 Introduction: Distributions
CTM01180,0.0,3.0,View changes,[[]],CTM01180 Introduction: IT Deduction From Certain Payments
CTM01190,0.0,3.0,View changes,[[]],CTM01190 Introduction: Close Companies
CTM01420,0.0,4.0,View changes,[[]],CTM01420 Commencement - Special Cases
CTM01500,54.0,57.0,View changes,[[]],CTM01500 End Of
CTM01510,0.0,3.0,View changes,[[]],CTM01510 Cannot Exceed 12 Months
CTM01520,54.0,57.0,View changes,[[]],CTM01520 Company Winding-Up
CTM01560,0.0,3.0,View changes,[[]],CTM01560 Accounts Made Up To Slightly Varying Dates
CTM01750,0.0,3.0,View changes,[[]],CTM01750 Rates Of Tax
CTM02000,54.0,57.0,View changes,[[]],CTM02000 Computation Of Income: Contents
CTM02030,54.0,57.0,View changes,[[]],CTM02030 CTA09 And CTA10
CTM02060,54.0,57.0,View changes,[[]],CTM02060 Dividends And Other Distributions Received
CTM02130,0.0,3.0,View changes,[[]],CTM02130 Special Rules: Trades Wholly Abroad
CTM02150,0.0,3.0,View changes,[[]],CTM02150 Directors Fees Received By Companies: Assessment
CTM02350,54.0,57.0,View changes,[[]],CTM02350 Capital Allowances
CTM03505,0.0,3.0,View changes,[[]],CTM03505 2014: Introduction
CTM03540,54.0,56.0,View changes,[[]],CTM03540 No Associated Companies - Profits Exceeding The Lower Limit
CTM03570,54.0,57.0,View changes,[[]],CTM03570 Associated Company - Definition
CTM03592,54.0,56.0,View changes,[[]],CTM03592 Whether Trade Or Business Carried On - Investment And Holding Companies
CTM03600,0.0,3.0,View changes,[[]],CTM03600 Definition Of Augmented Profits
CTM03710,0.0,4.0,View changes,[[]],CTM03710 Associated Companies - Detailed Provisions - Introduction
CTM03730,0.0,3.0,View changes,[[]],CTM03730 Control By The Same Person Or Persons
CTM03740,0.0,3.0,View changes,[[]],CTM03740 Associated Companies - Attribution Of Rights And Powers Of Nominees
CTM03750,0.0,3.0,View changes,[[]],CTM03750 Small Profits Rate: Attribution To A Person Of Rights And Powers Of Associates - Commercial Interdependence With Companies Controlled By Associates: Accounting Periods Ending On Or After 1 April 2011
CTM03755,0.0,3.0,View changes,[[]],CTM03755 Attribution Of Rights And Powers Of Associates - Guidance Applying To Accounting Periods Ending Before 1 April 2011
CTM03760,0.0,3.0,View changes,[[]],CTM03760 ESC C9
CTM03770,54.0,57.0,View changes,[[]],CTM03770 Substantial Commercial Interdependence: Contents
CTM03790,51.0,58.0,View changes,[[]],CTM03790 Substantial Commercial Interdependence: Economic Interdependence
CTM03800,29.0,31.0,View changes,[[]],CTM03800 Accident Of Circumstance Is Not Substantial Commercial Interdependence
CTM03805,0.0,2.0,View changes,[[]],CTM03805 Association Through A Loan Creditor
CTM03810,0.0,2.0,View changes,[[]],CTM03810 Association By Holding Fixed Rate Preference Shares
CTM03830,0.0,2.0,View changes,[[]],CTM03830 Small Companies: Association Through A Trustee
CTM04050,54.0,56.0,View changes,[[]],CTM04050 Reliefs Available
CTM04150,0.0,2.0,View changes,[[]],CTM04150 Relief For Losses Carried Forward: Finality Of Figures
CTM04200,54.0,56.0,View changes,[[]],CTM04200 Relief For Losses Carried Forward: Companies Going Into Partnership
CTM04400,29.0,32.0,View changes,[[]],CTM04400 Restriction For Government Investment Written Off
CTM04505,0.0,4.0,View changes,[[]],CTM04505 Introduction
CTM04507,54.0,57.0,View changes,[[]],CTM04507 Preceding Accounting Periods: Contents
CTM04550,64.0,132.0,View changes,[[]],CTM04550 Preceding Accounting Periods: Example Showing Losses Of An Earlier Period Used Before Losses Of A Later Period
CTM04580,54.0,57.0,View changes,[[]],CTM04580 Claims
CTM04590,0.0,3.0,View changes,[[]],CTM04590 Late Claims
CTM06010,0.0,3.0,View changes,[[]],CTM06010 Common Ownership
CTM06060,54.0,57.0,View changes,[[]],CTM06060 Transfers Of Trade
CTM06110,54.0,57.0,View changes,[[]],CTM06110 Without Change In Ownership - Effects
CTM06210,54.0,57.0,View changes,[[]],CTM06210 Avoidance
CTM06260,54.0,57.0,View changes,[[]],CTM06260 Relevant Liabilities Restriction - Particular Aspects
CTM06270,0.0,4.0,View changes,[[]],CTM06270 Relevant Liabilities Restriction - Details
CTM06305,0.0,4.0,View changes,[[]],CTM06305 Loss-Buying: Introduction
CTM06310,0.0,3.0,View changes,[[]],CTM06310 Loss-Buying: Identifying Cases
CTM06320,0.0,3.0,View changes,[[]],CTM06320 Loss-Buying: Advising Taxpayers
CTM06340,0.0,3.0,View changes,[[]],CTM06340 Loss-Buying: Change In Ownership
CTM06355,54.0,57.0,View changes,[[]],CTM06355 Loss-Buying: Change In Ultimate Parent
CTM06390,54.0,57.0,View changes,[[]],CTM06390 Loss-Buying: Trading Activities Becoming Small Or Negligible
CTM06420,54.0,58.0,View changes,[[]],CTM06420 Loss-Buying: Accounting Period In Which Change Of Ownership Occurs
CTM06505,0.0,3.0,View changes,[[]],CTM06505 Introduction And Signposts
CTM06540,54.0,57.0,View changes,[[]],CTM06540 ‘Reasonable To Infer’ Test
CTM06610,25.0,28.0,View changes,[[]],CTM06610 Companies – Introduction
CTM06620,54.0,57.0,View changes,[[]],CTM06620 Companies – Non-Trading Amounts Restricted
CTM06630,29.0,32.0,View changes,[[]],CTM06630 Companies – Apportionment Of Non-Trading Amounts
CTM07010,25.0,29.0,View changes,[[]],CTM07010 Transfer Of Deductions – Introduction
CTM07020,54.0,57.0,View changes,[[]],CTM07020 Transfer Of Deductions – Qualifying Changes
CTM07030,54.0,57.0,View changes,[[]],CTM07030 Transfer Of Deductions – Highly Likely Disallowed Deductions
CTM07040,54.0,57.0,View changes,[[]],CTM07040 Transfer Of Deductions – Motive Test
CTM07050,54.0,57.0,View changes,[[]],CTM07050 Transfer Of Deductions – Loss Shifting: Disallowance Of Deductible Amounts For Group Relief Or Sideways Loss Relief
CTM07060,29.0,32.0,View changes,[[]],CTM07060 Transfer Of Deductions - Profit Shifting: Transfer Of Profits Into Newly Acquired Company With Available Deductions
CTM08040,0.0,3.0,View changes,[[]],CTM08040 Investment Company - With Investment Business
CTM08060,0.0,3.0,View changes,[[]],CTM08060 Company Status - Parent Or Holding Companies
CTM08150,0.0,3.0,View changes,[[]],CTM08150 General
CTM08160,0.0,3.0,View changes,[[]],CTM08160 General - Case Law
CTM08170,0.0,4.0,View changes,[[]],CTM08170 Wholly And Exclusively
CTM08190,0.0,2.0,View changes,[[]],CTM08190 Changing Investments - General Test
CTM08238,54.0,56.0,View changes,[[]],CTM08238 Targeted Anti-Avoidance Rule (TAAR) - Tax Advantage
CTM08240,54.0,56.0,View changes,[[]],CTM08240 Capital V Revenue
CTM08250,0.0,2.0,View changes,[[]],CTM08250 Capital Exclusion - Periods Starting On Or After 1 April 2004
CTM08330,0.0,4.0,View changes,[[]],CTM08330 Directors' Remuneration
CTM08340,0.0,3.0,View changes,[[]],CTM08340 Pension Contributions: Contents
CTM08341,0.0,3.0,View changes,[[]],CTM08341 Introduction
CTM08342,0.0,3.0,View changes,[[]],CTM08342 Meaning Of Employer
CTM08343,0.0,4.0,View changes,[[]],CTM08343 Capital Expenditure
CTM08344,0.0,3.0,View changes,[[]],CTM08344 In Respect Of The Investment Business - General
CTM08345,0.0,3.0,View changes,[[]],CTM08345 Timing Of Relief
CTM08348,0.0,3.0,View changes,[[]],CTM08348 Sale Of Subsidiary
CTM08349,0.0,4.0,View changes,[[]],CTM08349 Payment By Third Parties
CTM08350,0.0,3.0,View changes,[[]],CTM08350 Pension Regulator
CTM08353,0.0,4.0,View changes,[[]],CTM08353 Multi-Employer Group Schemes - Investment Business
CTM08580,0.0,3.0,View changes,[[]],CTM08580 Method Of Relief And Computation
CTM08710,0.0,3.0,View changes,[[]],CTM08710 Introduction
CTM08720,0.0,3.0,View changes,[[]],CTM08720 Conditions
CTM08770,0.0,4.0,View changes,[[]],CTM08770 During An Accounting Period (S678)
CTM08880,54.0,58.0,View changes,[[]],CTM08880 Chargeable Gain On Disposal Of Asset Acquired From Another Member Of The Group
CTM09510,54.0,57.0,View changes,[[]],CTM09510: Relief For Expenditure On Grassroots Sport: Background
CTM09515,54.0,57.0,View changes,[[]],CTM09515 Relief For Expenditure On Grassroots Sport: Eligibility For Deduction: Qualifying Expenditure
CTM09520,54.0,57.0,View changes,[[]],CTM09520 : Relief For Expenditure On Grassroots Sport: Eligibility For Deduction: Qualifying Sport Body
CTM09525,29.0,32.0,View changes,[[]],CTM09525 Relief For Expenditure On Grassroots Sport: Operation Of CTA10/PART6A
CTM15120,0.0,3.0,View changes,[[]],CTM15120 Introduction
CTM15130,0.0,3.0,View changes,[[]],CTM15130 Explanation Of Terms
CTM15140,0.0,4.0,View changes,[[]],CTM15140 New Consideration
CTM15150,0.0,3.0,View changes,[[]],CTM15150 Tax Consequences
CTM15200,0.0,3.0,View changes,[[]],CTM15200 Dividends And Tax Law
CTM15205,0.0,3.0,View changes,[[]],"CTM15205 Dividends, Distributions And Company Law"
CTM15250,0.0,3.0,View changes,[[]],CTM15250 Transfer Of Assets And Liabilities By/To Members
CTM15310,0.0,3.0,View changes,[[]],CTM15310 Transfers Between Companies Within The Charge To CT
CTM15350,0.0,2.0,View changes,[[]],CTM15350 Out Of Assets In Respect Of Shares
CTM15400,0.0,3.0,View changes,[[]],CTM15400 Repayment Of Share Capital - Bonus Issues
CTM15410,0.0,2.0,View changes,[[]],CTM15410 Repayment Of Share Capital - Bonus Issues - Exceptions
CTM15420,0.0,2.0,View changes,[[]],CTM15420 Repayment Of Share Capital - Bonus Issues - After Repayment
CTM15440,0.0,2.0,View changes,[[]],CTM15440 Repayment Of Share Capital: Share Capital/Share Premium Reduction
CTM15450,0.0,2.0,View changes,[[]],CTM15450 Bonus Issues Of Securities Or Redeemable Shares
CTM15500,0.0,2.0,View changes,[[]],CTM15500 Interest Or Other Value In Respect Of Securities - Introduction
CTM15501,0.0,2.0,View changes,[[]],CTM15501 Interest Or Other Value In Respect Of Securities - Principal Secured
CTM15502,54.0,56.0,View changes,[[]],CTM15502 Interest Or Other Value In Respect Of Securities - Reasonable Commercial Return
CTM15525,0.0,2.0,View changes,[[]],CTM15525 Ratchet Loans
CTM15540,54.0,58.0,View changes,[[]],CTM15540 Unincorporated Associations
CTM15920,0.0,5.0,View changes,[[]],CTM15920 Distributions: Non-Qualifying Distributions: Form CT2
CTM15930,0.0,5.0,View changes,[[]],CTM15930 Distributions: Non-Qualifying Distributions: Action On Receipt Of Return
CTM16050,0.0,5.0,View changes,[[]],CTM16050 Introduction
CTM16100,0.0,5.0,View changes,[[]],CTM16100 Receipt By UK Resident Company
CTM16120,0.0,5.0,View changes,[[]],CTM16120 Franked Investment Income - General
CTM16130,0.0,5.0,View changes,[[]],CTM16130 Franked Investment Income Under The ACT System Abolished From 6 April 1999 - Use Of
