,ChapterNum,Title,Title,Para,Para,ParaShifted
9133,CTM21405,CTM21405 Outline,CTM21405 Outline,No amount was repaid or set off unless the company made a claim. See also CTM21450 regarding claims on returns.,"had not already been dealt with (used in some way, CTM21410),",False
9229,CTM22010,CTM22010 Introduction,CTM22010 Introduction,"ICTA88/SCH13 contains provisions for the collection of ACT. Returns under Schedule 13 are made by companies using form CT61(Z). (This form is also used for details relating to IT collection, see CTM35100 onwards).","ICTA88/SCH13 contains provisions for the collection of ACT. Returns under Schedule 13 are made by companies using form CT61(Z). (This form is also used for details relating to IT collection, see [ ",False
9230,CTM22010,CTM22010 Introduction,CTM22010 Introduction,The existing Schedule 13 machinery relating to franked payments also covers FID paid. (Note that FID were also abolished from 6 April 1999 onwards.) ACT is computed separately for franked payments and FID paid.,"ICTA88/SCH13 contains provisions for the collection of ACT. Returns under Schedule 13 are made by companies using form CT61(Z). (This form is also used for details relating to IT collection, see](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm35100) onwards).",False
9231,CTM22010,CTM22010 Introduction,CTM22010 Introduction,Schedule 13 provisions are based on:,The existing Schedule 13 machinery relating to franked payments also covers FID paid. (Note that FID were also abolished from 6 April 1999 onwards.) ACT is computed separately for franked payments and FID paid.,False
9232,CTM22010,CTM22010 Introduction,CTM22010 Introduction,"ICTA88/S14 (ACT on qualifying distributions), see CTM20070,",Schedule 13 provisions are based on:,False
9233,CTM22010,CTM22010 Introduction,CTM22010 Introduction,"ICTA88/S241 (franked payments), see CTM16120,","ICTA88/S14 (ACT on qualifying distributions), see CTM20070,",False
9234,CTM22010,CTM22010 Introduction,CTM22010 Introduction,"ICTA88/S246F (FID paid), see CTM21005.","ICTA88/S241 (franked payments), see CTM16120,",False
9235,CTM22010,CTM22010 Introduction,CTM22010 Introduction,Franked payments,"ICTA88/S246F (FID paid), see CTM21005.",False
9236,CTM22010,CTM22010 Introduction,CTM22010 Introduction,"The calculation of ACT, see CTM22060, is based on the amount of franked payments made in that accounting period less franked investment income received in that accounting period (as long as the tax credit comprised in the franked investment income has not been paid to the company following a claim under ICTA88/S231 (2)).",Franked payments,False
9237,CTM22010,CTM22010 Introduction,CTM22010 Introduction,No ACT is payable when the franked investment income equals or exceeds the franked payments.,"The calculation of ACT, see CTM22060, is based on the amount of franked payments made in that accounting period less franked investment income received in that accounting period (as long as the tax credit comprised in the franked investment income has not been paid to the company following a claim under ICTA88/S231 (2)).",False
9238,CTM22010,CTM22010 Introduction,CTM22010 Introduction,Any surplus of franked investment income over franked payments is described as a surplus of franked investment income for that accounting period.,No ACT is payable when the franked investment income equals or exceeds the franked payments.,False
9239,CTM22010,CTM22010 Introduction,CTM22010 Introduction,"The amount of this surplus is reduced by any such surplus used in a claim made under ICTA88/S242 and/or ICTA88/S243 (both were repealed by F2A97 with effect in relation to accounting periods beginning on or after 2 July 1997). Any such surplus on which the tax credit has been paid to the company under ICTA88/S231 (2) (CTM16130), (repealed by F2A97/S30(4), (5)(b) in relation to distributions made on or after 6 April 1999), and",Any surplus of franked investment income over franked payments is described as a surplus of franked investment income for that accounting period.,False
9240,CTM22010,CTM22010 Introduction,CTM22010 Introduction,any amount deductible under ICTA88/S430 (close companies apportionment - the section was repealed in relation to accounting periods beginning after 31 March 1989).,"The amount of this surplus is reduced by any such surplus used in a claim made under ICTA88/S242 and/or ICTA88/S243 (both were repealed by F2A97 with effect in relation to accounting periods beginning on or after 2 July 1997). Any such surplus on which the tax credit has been paid to the company under ICTA88/S231 (2) (CTM16130), (repealed by F2A97/S30(4), (5)(b) in relation to distributions made on or after 6 April 1999), and",False
9241,CTM22010,CTM22010 Introduction,CTM22010 Introduction,If any surplus franked investment income is left over it is carried forward and treated as franked investment income received in the next accounting period for the purpose of Schedule 13.,any amount deductible under ICTA88/S430 (close companies apportionment - the section was repealed in relation to accounting periods beginning after 31 March 1989).,False
9242,CTM22010,CTM22010 Introduction,CTM22010 Introduction,When franked investment income is used to cover franked payments for calculating the ACT payable it is described as being used to frank distributions.,If any surplus franked investment income is left over it is carried forward and treated as franked investment income received in the next accounting period for the purpose of Schedule 13.,False
9243,CTM22010,CTM22010 Introduction,CTM22010 Introduction,"Under Schedule 13, the company has to frank its distributions. It cannot opt to pay ACT and store up its franked investment income for future use.",When franked investment income is used to cover franked payments for calculating the ACT payable it is described as being used to frank distributions.,False
9244,CTM22010,CTM22010 Introduction,CTM22010 Introduction,FID paid (FID were abolished from 6 April 1999 onwards),"Under Schedule 13, the company has to frank its distributions. It cannot opt to pay ACT and store up its franked investment income for future use.",False
9245,CTM22010,CTM22010 Introduction,CTM22010 Introduction,ACT is worked out separately on franked payments and FID.,FID paid (FID were abolished from 6 April 1999 onwards),False
9246,CTM22010,CTM22010 Introduction,CTM22010 Introduction,The ACT due on FID paid is calculated on the excess of:,ACT is worked out separately on franked payments and FID.,False
9247,CTM22010,CTM22010 Introduction,CTM22010 Introduction,"FID paid in an accounting period,",The ACT due on FID paid is calculated on the excess of:,False
9248,CTM22010,CTM22010 Introduction,CTM22010 Introduction,over,"FID paid in an accounting period,",False
9249,CTM22010,CTM22010 Introduction,CTM22010 Introduction,FID received during that accounting period (but see CTM22350 concerning FID paid by an International Headquarters Company).,over,False
9250,CTM22010,CTM22010 Introduction,CTM22010 Introduction,The method of calculation is dealt with at CTM22060.,FID received during that accounting period (but see [ ,False
9251,CTM22010,CTM22010 Introduction,CTM22010 Introduction,"Where there is no excess, no ACT is payable.","ICTA88/SCH13 contains provisions for the collection of ACT. Returns under Schedule 13 are made by companies using form CT61(Z). (This form is also used for details relating to IT collection, see [ ",False
9252,CTM22010,CTM22010 Introduction,CTM22010 Introduction,"Where the FID received exceed the FID paid in that accounting period, that excess iscarried forward and treated as FID received in the next accounting period for the purposes of Schedule 13.","ICTA88/SCH13 contains provisions for the collection of ACT. Returns under Schedule 13 are made by companies using form CT61(Z). (This form is also used for details relating to IT collection, see](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm35100) onwards).",False
9253,CTM22010,CTM22010 Introduction,CTM22010 Introduction,The company must set off FID received or treated as received in an accounting period against FID paid in that period. It cannot opt to pay ACT and to store up the FID received.,The existing Schedule 13 machinery relating to franked payments also covers FID paid. (Note that FID were also abolished from 6 April 1999 onwards.) ACT is computed separately for franked payments and FID paid.,False
9254,CTM22010,CTM22010 Introduction,CTM22010 Introduction,The following definitions apply for the purposes of this guidance,Schedule 13 provisions are based on:,False
9255,CTM22010,CTM22010 Introduction,CTM22010 Introduction,Franked payments,"ICTA88/S14 (ACT on qualifying distributions), see CTM20070,",False
9256,CTM22010,CTM22010 Introduction,CTM22010 Introduction,"The amount or value of a qualifying distribution and such proportion of that amount or value as corresponds to the rate of advance CT in force for the financial year in which the distribution is made, but subject to ICTA88/S247 (2).","ICTA88/S241 (franked payments), see CTM16120,",False
9257,CTM22010,CTM22010 Introduction,CTM22010 Introduction,Franked investment income,"ICTA88/S246F (FID paid), see CTM21005.",False
9258,CTM22010,CTM22010 Introduction,CTM22010 Introduction,"Income of a company resident in the UK which consists of a distribution in respect of which the company is entitled to a tax credit (and which accordingly represents income equal to the aggregate of the amount or value of the distribution and the amount of that credit), but subject to ICTA88/S247 (2).",Franked payments,False
9273,CTM22050,CTM22050 Return Periods,CTM22050 Return Periods,"finds that CTM22080, CTM22085, CTM22100 or CTM22110 apply.","finds that CTM22080, CTM22085, [ ",False
9274,CTM22050,CTM22050 Return Periods,CTM22050 Return Periods,"For information on dealing with returns of franked payments not made in an accounting period, see CTM22160.",ICTA88/SCH13/PARA1 requires a company to make a return to the Collector at the Accounts Office for each return period. A return period is a period:,False
9275,CTM22050,CTM22050 Return Periods,CTM22050 Return Periods,"Returns are due within 14 days from the end of the return period. (If a franked payment was made on 1 - 5 April 1999, a return would have been due 14 days from the end of the return period - 14 July 1999 - unless the accounting period ended before the 30 June 1999 in which case the end of the accounting period would be the end of the return period.)","of up to 3 months,",False
9293,CTM22060,CTM22060 Of Returns,CTM22060 Of Returns,"If a company treats itself as an international headquarters company at the time of paying the FID, the FID paid is ignored. This increases the relief for net FID received. For further information refer to ICTA88/SCH13/PARA3A (3), CTM21220,CTM21550, CTM22085 and CTM22350.","If a company treats itself as an international headquarters company at the time of paying the FID, the FID paid is ignored. This increases the relief for net FID received. For further information refer to ICTA88/SCH13/PARA3A (3), CTM21220,CTM21550, [The contents of returns are specified in ICTA88/SCH13/PARA2.",False
9294,CTM22060,CTM22060 Of Returns,CTM22060 Of Returns,The return must also show the ACT payable in respect of the franked payments or FID paid.,The returns have to show:,False
9295,CTM22060,CTM22060 Of Returns,CTM22060 Of Returns,Calculation of ACT payable on franked payments,The amount of any franked payments (CTM20060) made in the return period.,False
9296,CTM22060,CTM22060 Of Returns,CTM22060 Of Returns,A company’s ACT liability is based on the excess of its:,"Franked payments made to a parent company, despite an election under ICTA88/S247 (CTM80070). (These franked payments must be shown separately on the return.)",False
9297,CTM22060,CTM22060 Of Returns,CTM22060 Of Returns,franked payments made in the return period,Franked investment income received (CTM16120) in the return period.,False
9298,CTM22060,CTM22060 Of Returns,CTM22060 Of Returns,over,"The franked investment income received includes the excess, if any, of",False
9299,CTM22060,CTM22060 Of Returns,CTM22060 Of Returns,franked investment income received (or treated as received) in that period.,"any surplus franked investment income brought forward to the accounting period containing that return period (CTM22010),",False
9300,CTM22060,CTM22060 Of Returns,CTM22060 Of Returns,ACT is calculated at the rate in force at the end of the return period. The ACT rates are at CTM20065.,plus,False
9301,CTM22060,CTM22060 Of Returns,CTM22060 Of Returns,"For the effect of changes in the rate of ACT, see CTM22250.","any franked investment income received in that accounting period but before the beginning of that return period, over",False
9302,CTM22060,CTM22060 Of Returns,CTM22060 Of Returns,Example,any franked payments made in that accounting period but before the beginning of that return period.,False
9303,CTM22060,CTM22060 Of Returns,CTM22060 Of Returns,"In a return period a company has made franked payments of £10,000 (that is, £8,000 dividend paid plus ACT £2,000), and received £4,000 franked investment income.",So the franked investment income received is surplus franked investment income brought forward plus franked investment income up to the return end date less franked payments upto the return start date.,False
9304,CTM22060,CTM22060 Of Returns,CTM22060 Of Returns,"The ACT is calculated by applying the lower rate of IT to the difference between the franked payments and franked investment income, which is £10,000 - £4,000 = £6,000. ACT is 20% of £6,000 = £1,200.","Returns have to show FID paid and FID received in the return period. FID received includethe excess, if any, of:",False
9305,CTM22060,CTM22060 Of Returns,CTM22060 Of Returns,"Strictly, the ACT is calculated on an amount which when the ACT is added to it, is equal to the excess of franked payments over franked investment income. In this example the amount of ACT is a quarter of £4,800 i.e. £1,200 - which together with £4,800 gives the excess of £6,000.","any FID received brought forward to the accounting period containing that return period (CTM22010),",False
9306,CTM22060,CTM22060 Of Returns,CTM22060 Of Returns,Franked investment income cannot be included in this calculation if the associated tax credit has been paid to the company following a claim under ICTA88/S231 (2) (repealed with effect from 6 April 1999 onwards).,plus,False
9307,CTM22060,CTM22060 Of Returns,CTM22060 Of Returns,Calculation of ACT payable on FID,"any FID received in that accounting period but before the beginning of that return period,",False
9308,CTM22060,CTM22060 Of Returns,CTM22060 Of Returns,A company’s ACT liability on FID is based on the excess of its:,over,False
9309,CTM22060,CTM22060 Of Returns,CTM22060 Of Returns,"FID paid in the return period,",any FID paid in that accounting period but before the beginning of that return period.,False
9310,CTM22060,CTM22060 Of Returns,CTM22060 Of Returns,over,"If a company treats itself as an international headquarters company at the time of paying the FID, the FID paid is ignored. This increases the relief for net FID received. For further information refer to ICTA88/SCH13/PARA3A (3), CTM21220,CTM21550,](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm22085) and CTM22350.",False
9311,CTM22060,CTM22060 Of Returns,CTM22060 Of Returns,FID received (or treated as received) in that return period.,The return must also show the ACT payable in respect of the franked payments or FID paid.,False
9312,CTM22060,CTM22060 Of Returns,CTM22060 Of Returns,The ACT is found by applying the ACT rate to the excess.,Calculation of ACT payable on franked payments,False
9313,CTM22060,CTM22060 Of Returns,CTM22060 Of Returns,FID paid as an international headquarters company (CTM22350) and manufactured FID paid are excluded from the figure of FID paid for this purpose and are shown separately on the return.,A company’s ACT liability is based on the excess of its:,False
9715,CTM36505,CTM36505 Introduction,CTM36505 Introduction,computation of tax liability of company members (CTA09/PART17): see CTM36510 to CTM36540;,"computation of tax liability of company members (CTA09/PART17): see [ Companies may form partnerships with other legal persons including individuals, other companies and trustees. For tax purposes, a ‘company partnership’ is a partnership in which at least one member is a company.",False
9716,CTM36505,CTM36505 Introduction,CTM36505 Introduction,computation of tax liability of members who are individuals: see BIM72200 onwards;,Each company member liable to UK CT is required to include in its CTSA return the share of profits it derives from the partnership.,False
9717,CTM36505,CTM36505 Introduction,CTM36505 Introduction,limited partnerships: see CTM36550 and BIM82101;,In partnership return context the term ‘CT partnership’ is used to describe a partnership all of whose members are within the charge to CT.,False
9718,CTM36505,CTM36505 Introduction,CTM36505 Introduction,limited liability partnerships: see CTM36550 and BIM82110;,For guidance on:,False
9719,CTM36505,CTM36505 Introduction,CTM36505 Introduction,"restriction of the losses of limited partners and LLP partners (ITA07/S117 and CTA10/S56CTA10): CTM36550, BIM82105 and BIM82135;",the nature and conduct of partnerships generally: see BIM82000 onwards;,False
9720,CTM36505,CTM36505 Introduction,CTM36505 Introduction,investment partnerships: see CTM36560 and CTM36570;,computation of tax liability of company members (CTA09/PART17): see](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm36510) to CTM36540;,False
9721,CTM36505,CTM36505 Introduction,CTM36505 Introduction,CG of partners (TCGA92/S59): see CG27000 onwards;,computation of tax liability of members who are individuals: see BIM72200 onwards;,False
9722,CTM36505,CTM36505 Introduction,CTM36505 Introduction,foreign partnerships with company members: see CTM02130;,"limited partnerships: see [ Companies may form partnerships with other legal persons including individuals, other companies and trustees. For tax purposes, a ‘company partnership’ is a partnership in which at least one member is a company.",False
9723,CTM36505,CTM36505 Introduction,CTM36505 Introduction,arrangements for transferring relief between partners (ICTA88/S116): see CTM36590;,Each company member liable to UK CT is required to include in its CTSA return the share of profits it derives from the partnership.,False
9822,CTM40110,CTM40110 Clubs: Incorporated Under The Co-Operative And Community Benefit Societies Act 2014 (Formerly The Industrial & Provident Societies Acts),CTM40110 Clubs: Incorporated Under The Co-Operative And Community Benefit Societies Act 2014 (Formerly The Industrial & Provident Societies Acts),See CTM40565 - CTM40570 as regards interest paid (including anyinterest paid on share capital).,"See [If a social or recreational club is incorporated under the above Act, the members of the club are required to be the club’s shareholders. No member is allowed to hold a large amount of share capital. A club incorporated under these Acts (for example, a workingmen’s club) is regarded as a members’ club for tax purposes.",False
10017,CTM40410,CTM40410 Summary Of Tax Treatment,CTM40410 Summary Of Tax Treatment,CTA10/S642 - co-operative housing associations (CTM40415 -CTM40445).,"CTA10/S642 - co-operative housing associations ([The guidance at The guidance at onwards concerns housingassociations (CTM40405) that are ‘registered societies’ in Great Britian, formerly industrial and provident societies (see CTM40505 onwards). They are companies for thepurposes of the Taxes Acts and are chargeable to CT on their income and chargeable gains(see CG73100 onwards) subject to such relief as is available under:",False
10018,CTM40410,CTM40410 Summary Of Tax Treatment,CTM40410 Summary Of Tax Treatment,"Section 54 Housing Act 1988 (in Northern Ireland, Article 22, Housing (NI) Order 1992 (SI92/1725(NI15)) tax relief grants (CTM40450 – now essentially defunct).",CTA10/S642 - co-operative housing associations (](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm40415) -CTM40445).,False
10019,CTM40410,CTM40410 Summary Of Tax Treatment,CTM40410 Summary Of Tax Treatment,CTA10/PART11/CHAPTER3 - charitable bodies (CTM40460).,"Section 54 Housing Act 1988 (in Northern Ireland, Article 22, Housing (NI) Order 1992 (SI92/1725(NI15)) tax relief grants (CTM40450 – now essentially defunct).",False
10020,CTM40410,CTM40410 Summary Of Tax Treatment,CTM40410 Summary Of Tax Treatment,"A housing association can be a company with investment business within CTA10/S1218B, but it will depend on the particular facts in each case, see [CTM08040](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm08040).",CTA10/PART11/CHAPTER3 - charitable bodies (CTM40460).,False
10021,CTM40410,CTM40410 Summary Of Tax Treatment,CTM40410 Summary Of Tax Treatment,"As regards management co-operatives, see CTM40465.","A housing association can be a company with investment business within CTA10/S1218B, but it will depend on the particular facts in each case, see [CTM08040](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm08040).",False
10022,CTM40410,CTM40410 Summary Of Tax Treatment,CTM40410 Summary Of Tax Treatment,"As regards self-build societies approved under CTA10/S651, see CTM40470.","As regards management co-operatives, see CTM40465.",False
10023,CTM40410,CTM40410 Summary Of Tax Treatment,CTM40410 Summary Of Tax Treatment,Treatment of interest paid,"As regards self-build societies approved under CTA10/S651, see CTM40470.",False
10024,CTM40410,CTM40410 Summary Of Tax Treatment,CTM40410 Summary Of Tax Treatment,Interest paid is dealt with under the loan relationship provisions. Relief for interest payable is therefore available as a trade or non-trade debit. Excess debits may be carried forward and relieved against trading or non-trading credits in the normal way.,Treatment of interest paid,False
10025,CTM40410,CTM40410 Summary Of Tax Treatment,CTM40410 Summary Of Tax Treatment,CTSA applies to housing associations in the same way as for any other body corporate.,Interest paid is dealt with under the loan relationship provisions. Relief for interest payable is therefore available as a trade or non-trade debit. Excess debits may be carried forward and relieved against trading or non-trading credits in the normal way.,False
10096,CTM40507,CTM40507 Background And Types Of Society,CTM40507 Background And Types Of Society,"There are different rules about membership and share capital for credit unions, see CTM40155.","There are different rules about membership and share capital for credit unions, see [CTM40155](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm40155).",False
10101,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,"from liability as trading incomeunder Case I of Schedule D on the grounds that the societyit is a mutual trading concern, it should be dealt with in accordance with the guidance at CTM40950 onwards.","from liability as trading incomeunder Case I of Schedule D on the grounds that the societyit is a mutual trading concern, it should be dealt with in accordance with the guidance at [A registered society is not exempt from corporation tax. CTIS has seen a number of claims from, for example, community shops arguing that they are exempt because they are a registered society and/or a not for profit organisation. As in CTM40505 a registered society is a body corporate and broadly pays tax under the same rules as any other company. Equally a registered society can get the benefit of the same reliefs as any other company, unless the corporation tax acts specifically prevent it.",False
10102,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,"on the grounds that it is a charity, it should be submitted to HMRC Charities.","A body such as a community shop is trading and is potentially in competition with other shops and businesses. It does not trade with a view to making a loss, rather it will try to make a profit, but, rather than distribute its profits to its members, any profit/surplus is likely to be ploughed back in to the business or to other community projects. That does not however mean that it will be exempt from tax.",False
10103,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,Special types of society,Any claim that a registered industrial and provident society qualifies for full or partial exemption from liability to tax should therefore be considered critically dealt with as follows.,False
10104,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,As regards:,Where the such a claim for full or partial exemption is:,False
10105,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,"a society carrying on operating as a club, see [A registered society is not exempt from corporation tax. CTIS has seen a number of claims from, for example, community shops arguing that they are exempt because they are a registered society and/or a not for profit organisation. As in CTM40505 a registered society is a body corporate and broadly pays tax under the same rules as any other company. Equally a registered society can get the benefit of the same reliefs as any other company, unless the corporation tax acts specifically prevent it.","from liability as trading incomeunder Case I of Schedule D on the grounds that the societyit is a mutual trading concern, it should be dealt with in accordance with the guidance at](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm40950) onwards.",False
10106,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,"A body such as a community shop is trading and is potentially in competition with other shops and businesses. It does not trade with a view to making a loss, rather it will try to make a profit, but, rather than distribute its profits to its members, any profit/surplus is likely to be ploughed back in to the business or to other community projects. That does not however mean that it will be exempt from tax.","on the grounds that it is a charity, it should be submitted to HMRC Charities.",False
10107,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,Any claim that a registered industrial and provident society qualifies for full or partial exemption from liability to tax should therefore be considered critically dealt with as follows.,Special types of society,False
10108,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,Where the such a claim for full or partial exemption is:,As regards:,False
10109,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,"from liability as trading incomeunder Case I of Schedule D on the grounds that the societyit is a mutual trading concern, it should be dealt with in accordance with the guidance at CTM40950 onwards.","a society carrying on operating as a club, see [A registered society is not exempt from corporation tax. CTIS has seen a number of claims from, for example, community shops arguing that they are exempt because they are a registered society and/or a not for profit organisation. As in CTM40505 a registered society is a body corporate and broadly pays tax under the same rules as any other company. Equally a registered society can get the benefit of the same reliefs as any other company, unless the corporation tax acts specifically prevent it.",False
10110,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,"on the grounds that it is a charity, it should be submitted to HMRC Charities.","A body such as a community shop is trading and is potentially in competition with other shops and businesses. It does not trade with a view to making a loss, rather it will try to make a profit, but, rather than distribute its profits to its members, any profit/surplus is likely to be ploughed back in to the business or to other community projects. That does not however mean that it will be exempt from tax.",False
10111,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,Special types of society,Any claim that a registered industrial and provident society qualifies for full or partial exemption from liability to tax should therefore be considered critically dealt with as follows.,False
10112,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,As regards:,Where the such a claim for full or partial exemption is:,False
10113,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,"a society carrying on operating as a club, see](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm40100) onwards,","from liability as trading incomeunder Case I of Schedule D on the grounds that the societyit is a mutual trading concern, it should be dealt with in accordance with the guidance at [A registered society is not exempt from corporation tax. CTIS has seen a number of claims from, for example, community shops arguing that they are exempt because they are a registered society and/or a not for profit organisation. As in CTM40505 a registered society is a body corporate and broadly pays tax under the same rules as any other company. Equally a registered society can get the benefit of the same reliefs as any other company, unless the corporation tax acts specifically prevent it.",False
10114,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,"a society registered as a credit union, see [A registered society is not exempt from corporation tax. CTIS has seen a number of claims from, for example, community shops arguing that they are exempt because they are a registered society and/or a not for profit organisation. As in CTM40505 a registered society is a body corporate and broadly pays tax under the same rules as any other company. Equally a registered society can get the benefit of the same reliefs as any other company, unless the corporation tax acts specifically prevent it.","A body such as a community shop is trading and is potentially in competition with other shops and businesses. It does not trade with a view to making a loss, rather it will try to make a profit, but, rather than distribute its profits to its members, any profit/surplus is likely to be ploughed back in to the business or to other community projects. That does not however mean that it will be exempt from tax.",False
10115,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,"A body such as a community shop is trading and is potentially in competition with other shops and businesses. It does not trade with a view to making a loss, rather it will try to make a profit, but, rather than distribute its profits to its members, any profit/surplus is likely to be ploughed back in to the business or to other community projects. That does not however mean that it will be exempt from tax.",Any claim that a registered industrial and provident society qualifies for full or partial exemption from liability to tax should therefore be considered critically dealt with as follows.,False
10116,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,Any claim that a registered industrial and provident society qualifies for full or partial exemption from liability to tax should therefore be considered critically dealt with as follows.,Where the such a claim for full or partial exemption is:,False
10117,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,Where the such a claim for full or partial exemption is:,"from liability as trading incomeunder Case I of Schedule D on the grounds that the societyit is a mutual trading concern, it should be dealt with in accordance with the guidance at](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm40950) onwards.",False
10118,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,"from liability as trading incomeunder Case I of Schedule D on the grounds that the societyit is a mutual trading concern, it should be dealt with in accordance with the guidance at CTM40950 onwards.","on the grounds that it is a charity, it should be submitted to HMRC Charities.",False
10119,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,"on the grounds that it is a charity, it should be submitted to HMRC Charities.",Special types of society,False
10120,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,Special types of society,As regards:,False
10121,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,As regards:,"a society carrying on operating as a club, see](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm40100) onwards,",False
10122,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,"a society carrying on operating as a club, see [A registered society is not exempt from corporation tax. CTIS has seen a number of claims from, for example, community shops arguing that they are exempt because they are a registered society and/or a not for profit organisation. As in CTM40505 a registered society is a body corporate and broadly pays tax under the same rules as any other company. Equally a registered society can get the benefit of the same reliefs as any other company, unless the corporation tax acts specifically prevent it.","a society registered as a credit union, see [A registered society is not exempt from corporation tax. CTIS has seen a number of claims from, for example, community shops arguing that they are exempt because they are a registered society and/or a not for profit organisation. As in CTM40505 a registered society is a body corporate and broadly pays tax under the same rules as any other company. Equally a registered society can get the benefit of the same reliefs as any other company, unless the corporation tax acts specifically prevent it.",False
10126,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,"from liability as trading incomeunder Case I of Schedule D on the grounds that the societyit is a mutual trading concern, it should be dealt with in accordance with the guidance at CTM40950 onwards.","from liability as trading incomeunder Case I of Schedule D on the grounds that the societyit is a mutual trading concern, it should be dealt with in accordance with the guidance at [A registered society is not exempt from corporation tax. CTIS has seen a number of claims from, for example, community shops arguing that they are exempt because they are a registered society and/or a not for profit organisation. As in CTM40505 a registered society is a body corporate and broadly pays tax under the same rules as any other company. Equally a registered society can get the benefit of the same reliefs as any other company, unless the corporation tax acts specifically prevent it.",False
10127,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,"on the grounds that it is a charity, it should be submitted to HMRC Charities.","A body such as a community shop is trading and is potentially in competition with other shops and businesses. It does not trade with a view to making a loss, rather it will try to make a profit, but, rather than distribute its profits to its members, any profit/surplus is likely to be ploughed back in to the business or to other community projects. That does not however mean that it will be exempt from tax.",False
10128,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,Special types of society,Any claim that a registered industrial and provident society qualifies for full or partial exemption from liability to tax should therefore be considered critically dealt with as follows.,False
10129,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,As regards:,Where the such a claim for full or partial exemption is:,False
10130,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,"a society carrying on operating as a club, see](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm40100) onwards,","from liability as trading incomeunder Case I of Schedule D on the grounds that the societyit is a mutual trading concern, it should be dealt with in accordance with the guidance at](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm40950) onwards.",False
10131,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,"a society registered as a credit union, see](https://www.gov.uk/hmrc-internal-manuals/company-taxation-manual/ctm40150) onwards.","on the grounds that it is a charity, it should be submitted to HMRC Charities.",False
10132,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,"a society registered as a housing association or registered social landlord, see [A registered society is not exempt from corporation tax. CTIS has seen a number of claims from, for example, community shops arguing that they are exempt because they are a registered society and/or a not for profit organisation. As in CTM40505 a registered society is a body corporate and broadly pays tax under the same rules as any other company. Equally a registered society can get the benefit of the same reliefs as any other company, unless the corporation tax acts specifically prevent it.",Special types of society,False
10133,CTM40510,CTM40510 Claims For Exemption,CTM40510 Claims For Exemption,"A body such as a community shop is trading and is potentially in competition with other shops and businesses. It does not trade with a view to making a loss, rather it will try to make a profit, but, rather than distribute its profits to its members, any profit/surplus is likely to be ploughed back in to the business or to other community projects. That does not however mean that it will be exempt from tax.",As regards:,False
