ChapterNum,Title,Title,Para,Para
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Business Leasing Manual An introduction to lease accounting and lease accounting taxation, with special emphasis on the leasing of plant or machinery.",Bona Vacantia Guidance An explanation about what bona vacantia is and how unallocated payments identified as bona vacantia should be dealt with.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Capital Allowances Definition of capital allowances, how allowances are made and how to claim.",Business Income Manual Supplementary guidance on how to check tax calculations or work out the trading profits of a business for Self Assessment tax return.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Capital Gains Manual What is a capital gain or a capital loss and how to work out the tax due after the sale of an asset.,"Business Leasing Manual An introduction to lease accounting and lease accounting taxation, with special emphasis on the leasing of plant or machinery."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,CAP Imports Manual This publication provides guidance for UK Customs control of goods imported under the Common Agricultural Policy (CAP) of the EU.,"Capital Allowances Definition of capital allowances, how allowances are made and how to claim."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"CEP - Civil evasion penalties for Customs, Excise and VAT Guidance for HMRC officers who investigate and charge penalties for conduct that involves dishonesty for the purpose of evading Customs Duty, Excise Duty or VAT.",Capital Gains Manual What is a capital gain or a capital loss and how to work out the tax due after the sale of an asset.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Child Benefit Technical Manual The law relating to claims and processing of Child Benefit and Guardians Allowance.,CAP Imports Manual This publication provides guidance for UK Customs control of goods imported under the Common Agricultural Policy (CAP) of the EU.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Cider Manual This guidance helps staff to understand cider, to be able to deal with enquiries and carry out effective assurance visits.","CEP - Civil evasion penalties for Customs, Excise and VAT Guidance for HMRC officers who investigate and charge penalties for conduct that involves dishonesty for the purpose of evading Customs Duty, Excise Duty or VAT."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Claimant Compliance Manual Procedural and technical guidance relating to tax credits non-compliance, penalties and settlements.",Child Benefit Technical Manual The law relating to claims and processing of Child Benefit and Guardians Allowance.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Collection of Student Loans The role of HMRC in the collection of student loan repayments.,"Cider Manual This guidance helps staff to understand cider, to be able to deal with enquiries and carry out effective assurance visits."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Community Investment Tax Relief Manual How the scheme works, the accreditation of Community Development Finance Institutions and conditions applying to investors and investments.","Claimant Compliance Manual Procedural and technical guidance relating to tax credits non-compliance, penalties and settlements."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Company Taxation All aspects of company taxation.,Collection of Student Loans The role of HMRC in the collection of student loan repayments.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Complaint Handling Guidance Manual This guidance is intended to set out the basic department wide standards for complaints handling.,"Community Investment Tax Relief Manual How the scheme works, the accreditation of Community Development Finance Institutions and conditions applying to investors and investments."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Complaints and Remedy Guidance Manual This guidance is for all HMRC staff involved in considering complaints under our departmental complaints procedures.,Company Taxation All aspects of company taxation.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Compliance Handbook Manual Guidance to help you and external customers understand and apply the penalties and compliance powers introduced by FA 2007 to FA 2013.,Complaint Handling Guidance Manual This guidance is intended to set out the basic department wide standards for complaints handling.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Compliance Operational Guidance Manual A project to modernise HMRC compliance operational guidance has produced updated material to replace the Employer Compliance Handbook, the project will also modernise guidance in other areas.",Complaints and Remedy Guidance Manual This guidance is for all HMRC staff involved in considering complaints under our departmental complaints procedures.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Construction Industry Scheme Reform Manual The new Construction Industry Scheme (CIS) after April 2007, showing how payments are taxed from 6 April 2007.",Compliance Handbook Manual Guidance to help you and external customers understand and apply the penalties and compliance powers introduced by FA 2007 to FA 2013.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Corporate Finance Manual An introduction to corporate finance legislation covering loan relationships, foreign exchange (FOREX) and derivative contracts.","Compliance Operational Guidance Manual A project to modernise HMRC compliance operational guidance has produced updated material to replace the Employer Compliance Handbook, the project will also modernise guidance in other areas."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Corporate Intangibles Research and Development Manual Corporation Tax and the taxation of intangible assets, remediation of contaminated land, vaccines research relief and tax credits for research and development.","Construction Industry Scheme Reform Manual The new Construction Industry Scheme (CIS) after April 2007, showing how payments are taxed from 6 April 2007."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"COTAX Manual All aspects of company taxation including appeals, enquiries, payments and penalties.","Corporate Finance Manual An introduction to corporate finance legislation covering loan relationships, foreign exchange (FOREX) and derivative contracts."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Customs Authorisation and Approval Manual This guidance is for businesses, HMRC and Border Force staff involved with the authorisation and approval of economic operators and their premises for customs regimes and procedures.","Corporate Intangibles Research and Development Manual Corporation Tax and the taxation of intangible assets, remediation of contaminated land, vaccines research relief and tax credits for research and development."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Customs Civil Penalties Guidance Manual This guidance is about civil penalties for contravening customs provisions.,"COTAX Manual All aspects of company taxation including appeals, enquiries, payments and penalties."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Customs Freight Simplified Procedures Manual Outlines the criteria, conditions and procedures for traders to become authorised and provides guidance on the daily control and assurance of traders operating CFSP.","Customs Authorisation and Approval Manual This guidance is for businesses, HMRC and Border Force staff involved with the authorisation and approval of economic operators and their premises for customs regimes and procedures."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Customs Intellectual Property Rights Manual Rules and guidelines and general advice on interpreting Customs Intellectual Property Rights.,Customs Civil Penalties Guidance Manual This guidance is about civil penalties for contravening customs provisions.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Customs Special Procedures Manual Special procedures guidance on customs matters. Replaces guidance previously in Customs Warehousing (CW), Imported goods end-use relief (ENU), Inward Processing Relief (IPR), Outward Processing Relief (OPR) and Processing under Customs Control (PCC)","Customs Freight Simplified Procedures Manual Outlines the criteria, conditions and procedures for traders to become authorised and provides guidance on the daily control and assurance of traders operating CFSP."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Debt Management and Banking Manual Our debt management and banking processes incorporates material covered in the Recovery Manual and the Banking and Accounting Guide (BAAG).,Customs Intellectual Property Rights Manual Rules and guidelines and general advice on interpreting Customs Intellectual Property Rights.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Decisions and Appeals for National Insurance and Statutory Payments Technical guidance for NI, employment status and statutory payments decisions and appeals.","Customs Special Procedures Manual Special procedures guidance on customs matters. Replaces guidance previously in Customs Warehousing (CW), Imported goods end-use relief (ENU), Inward Processing Relief (IPR), Outward Processing Relief (OPR) and Processing under Customs Control (PCC)"
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Denatured Alcohol ManualHMRC strategy for the administration of denatured alcohol production and the use of denatured alcohol in the UK.,Debt Management and Banking Manual Our debt management and banking processes incorporates material covered in the Recovery Manual and the Banking and Accounting Guide (BAAG).
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Diplomatic Privileges Manual Guidance to staff involved in the application of privileges, immunities and reliefs from duty and VAT on the importation, acquisition and withdrawal from warehouse of goods under diplomatic privilege.","Decisions and Appeals for National Insurance and Statutory Payments Technical guidance for NI, employment status and statutory payments decisions and appeals."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Double Taxation Relief Manual The principles of double taxation relief and lists of all countries that the UK has a double taxation agreement with when income is earned in the UK by a non-resident.,Denatured Alcohol ManualHMRC strategy for the administration of denatured alcohol production and the use of denatured alcohol in the UK.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Duty Free Spirits Manual This manual gives information and guidance on the use of duty free spirits - when they may be used, for what purpose and the approval and control procedures involved.","Diplomatic Privileges Manual Guidance to staff involved in the application of privileges, immunities and reliefs from duty and VAT on the importation, acquisition and withdrawal from warehouse of goods under diplomatic privilege."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,EC Export Preference Manual A guide to EC Export Preference.,Double Taxation Relief Manual The principles of double taxation relief and lists of all countries that the UK has a double taxation agreement with when income is earned in the UK by a non-resident.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,EC preferences exports to Turkey Manual A guide to EC preferences exports to Turkey.,"Duty Free Spirits Manual This manual gives information and guidance on the use of duty free spirits - when they may be used, for what purpose and the approval and control procedures involved."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,EC preferences imports from Turkey Manual A guide to EC preferences imports from Turkey.,EC Export Preference Manual A guide to EC Export Preference.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Employee Tax Advantaged Share Scheme User Manual Guidance relating to tax advantaged share schemes.,EC preferences exports to Turkey Manual A guide to EC preferences exports to Turkey.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Employment Income Manual A guide to the Income Tax (Earnings and Pensions) Act 2003.,EC preferences imports from Turkey Manual A guide to EC preferences imports from Turkey.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Employment Related Securities Manual How securities (including shares and options over securities) are taxed and treated for National Insurance.,Employee Tax Advantaged Share Scheme User Manual Guidance relating to tax advantaged share schemes.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Employment Status Manual Guidance on issues relating to the employment status of individuals.,Employment Income Manual A guide to the Income Tax (Earnings and Pensions) Act 2003.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Enquiry Manual How HMRC carries out tax enquiry work.,Employment Related Securities Manual How securities (including shares and options over securities) are taxed and treated for National Insurance.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Excise Assessments Interim Guidance Interim guidance regarding Excise Assessments.,Employment Status Manual Guidance on issues relating to the employment status of individuals.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Excise Civil Penalties Manual This guidance covers the principles of the civil penalty regime provided for by Section 9 and 11 of the Finance Act 1994.,Enquiry Manual How HMRC carries out tax enquiry work.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Excise Competent Official Guidance Manual Guidance for staff who work with and exchange excise information under Excise Administrative Co-operation Arrangements.,Excise Assessments Interim Guidance Interim guidance regarding Excise Assessments.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Excise Due Diligence Condition Guidance,Excise Civil Penalties Manual This guidance covers the principles of the civil penalty regime provided for by Section 9 and 11 of the Finance Act 1994.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Excise Repayment of Overpaid Duty Guidance This guidance deals with the handling of claims made by a revenue trader where they have overpaid excise duty.,Excise Competent Official Guidance Manual Guidance for staff who work with and exchange excise information under Excise Administrative Co-operation Arrangements.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Excise Statutory Interest Manual This guidance provides technical and procedural advice for staff in HMRC who administer Excise Statutory Interest.,Excise Due Diligence Condition Guidance
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Export Procedures A general guide to UK export procedures using the National Export System.,Excise Repayment of Overpaid Duty Guidance This guidance deals with the handling of claims made by a revenue trader where they have overpaid excise duty.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Film Production Company Manual Guidance relating to the taxation of activities by a film production company.,Excise Statutory Interest Manual This guidance provides technical and procedural advice for staff in HMRC who administer Excise Statutory Interest.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Fraud Civil Investigation Manual Code of Practice 9 and the Contractual Disclosure Facility (CDF).,Export Procedures A general guide to UK export procedures using the National Export System.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Gas for Road Fuel Use Manual,Film Production Company Manual Guidance relating to the taxation of activities by a film production company.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"General Insurance Manual About the general insurance industry, its taxation, how it’s regulated and the rules it has to follow.",Fraud Civil Investigation Manual Code of Practice 9 and the Contractual Disclosure Facility (CDF).
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Guidance and Real Estate Investment Trusts Manual A definition of Real Estate Investment Trusts (REITs) and how they work.,Gas for Road Fuel Use Manual
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Guidance on the Audit of Customs Values Describes the department’s interpretation of the EC legislation covering the valuation of imported goods for ad-valorem customs duty purposes and import VAT.,"General Insurance Manual About the general insurance industry, its taxation, how it’s regulated and the rules it has to follow."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Holding and Movement Assurance Guidance All existing Holding and Movement Manuals will soon be merged into this new publication.,Guidance and Real Estate Investment Trusts Manual A definition of Real Estate Investment Trusts (REITs) and how they work.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Holding and Movement Alcohol Strategy - Abandonment of Goods Manual,Guidance on the Audit of Customs Values Describes the department’s interpretation of the EC legislation covering the valuation of imported goods for ad-valorem customs duty purposes and import VAT.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Holding and Movement Alcohol Strategy Accounts,Holding and Movement Assurance Guidance All existing Holding and Movement Manuals will soon be merged into this new publication.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Holding and Movement Alcohol Strategy Audit Risk and PERCET Manual,Holding and Movement Alcohol Strategy - Abandonment of Goods Manual
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Holding and Movement Alcohol Strategy Credibility,Holding and Movement Alcohol Strategy Accounts
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Holding and Movement Alcohol Strategy Post Visit Action,Holding and Movement Alcohol Strategy Audit Risk and PERCET Manual
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Holding and Movement Alcohol Strategy Pre Visit Preparations,Holding and Movement Alcohol Strategy Credibility
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Holding and Movement Alcohol Strategy Supply Chain manual,Holding and Movement Alcohol Strategy Post Visit Action
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Holding and Movement Alcohol Strategy Subsidiary Records manual,Holding and Movement Alcohol Strategy Pre Visit Preparations
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Holding and Movement Alcohol Strategy Unannounced Visits manual,Holding and Movement Alcohol Strategy Supply Chain manual
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Holding and Movement Duty Stamps Manual,Holding and Movement Alcohol Strategy Subsidiary Records manual
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Holding and Movement Export Shops Guidance Manual,Holding and Movement Alcohol Strategy Unannounced Visits manual
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Holding and Movement Financial Securities Assurance Manual,Holding and Movement Duty Stamps Manual
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Holding and Movement Italian Tax Stamps Manual,Holding and Movement Export Shops Guidance Manual
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Holding and Movement Owners and Transporters Manual,Holding and Movement Financial Securities Assurance Manual
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Holding and Movement Warehousing Manual,Holding and Movement Italian Tax Stamps Manual
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Hydrocarbon Oils Strategy Manual Guidance on the law, policy and assurance techniques concerning the UK Oils Strategy.",Holding and Movement Owners and Transporters Manual
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Imports Manual Guidance on the VAT on imported goods and import VAT reliefs.,Holding and Movement Warehousing Manual
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Import and Export Pipe-line Manual This guidance sets out the legal provisions and principles relating to the revenue control of off-shore import pipe-lines and on-shore export pipe-lines.,"Hydrocarbon Oils Strategy Manual Guidance on the law, policy and assurance techniques concerning the UK Oils Strategy."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Import and National Clearance Hub Procedures Manual,Imports Manual Guidance on the VAT on imported goods and import VAT reliefs.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Import preference guidance notes,Import and Export Pipe-line Manual This guidance sets out the legal provisions and principles relating to the revenue control of off-shore import pipe-lines and on-shore export pipe-lines.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Information Disclosure Guidance Manual Guidance on the confidentiality rules that apply to HMRC information and guidance on the circumstances in which information may be disclosed.,Import and National Clearance Hub Procedures Manual
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Inheritance Tax Manual Guidance on the assessment, collection and accounting of Inheritance Tax.",Import preference guidance notes
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Insurance Premium Tax Manual This guidance is aimed at HMRC staff who deal with Insurance Premium Tax issues.,Information Disclosure Guidance Manual Guidance on the confidentiality rules that apply to HMRC information and guidance on the circumstances in which information may be disclosed.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Insurance Policyholder Taxation Manual Taxation charges and reliefs relating to individuals, companies and trustees who have entered into contracts with insurance companies.","Inheritance Tax Manual Guidance on the assessment, collection and accounting of Inheritance Tax."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,International Exchange of Information Manual Guidance for staff involved with international exchange of information under the UK’s international exchange agreements.,Insurance Premium Tax Manual This guidance is aimed at HMRC staff who deal with Insurance Premium Tax issues.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,International Manual International tax issues including the principles of double taxation relief and an introduction to double taxation agreements.,"Insurance Policyholder Taxation Manual Taxation charges and reliefs relating to individuals, companies and trustees who have entered into contracts with insurance companies."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Introduction to Administrative Cooperation in Excise Manual An introduction to procedures for Administrative Cooperation in Excise (AC-e), the different types of cooperation, and why and when they are used.",International Exchange of Information Manual Guidance for staff involved with international exchange of information under the UK’s international exchange agreements.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,No manuals.,International Manual International tax issues including the principles of double taxation relief and an introduction to double taxation agreements.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,No manuals.,"Introduction to Administrative Cooperation in Excise Manual An introduction to procedures for Administrative Cooperation in Excise (AC-e), the different types of cooperation, and why and when they are used."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Labour Provider Manual Guidance and information on Labour Provider.,No manuals.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Landfill Tax Manual Guidance and information on Landfill Tax.,No manuals.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Lloyds Manual An overview of the Lloyds market, how it is regulated and the accounting rules it follows, and guidance on the taxation of Lloyds underwriting members.",Labour Provider Manual Guidance and information on Labour Provider.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Machine Games Duty Manual This guidance contains more detailed information on how to carry out a compliance check where dutiable machine games are on the premises.,Landfill Tax Manual Guidance and information on Landfill Tax.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Money Laundering Regulation: compliance Guidance on the principles and good practice that should be applied by HMRC staff involved in anti-money laundering compliance.,"Lloyds Manual An overview of the Lloyds market, how it is regulated and the accounting rules it follows, and guidance on the taxation of Lloyds underwriting members."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"MLR1 Penalties Guidance This guidance provides a complete explanation of the ways we can encourage compliance with the Regulations, how a penalty is calculated and escalated sanctions for non-compliance.",Machine Games Duty Manual This guidance contains more detailed information on how to carry out a compliance check where dutiable machine games are on the premises.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Money Laundering Regulations: registration This guidance gives information and advice about the principles and good practice that should be applied by HMRC staff involved in registration under the 2007 Regulations.,Money Laundering Regulation: compliance Guidance on the principles and good practice that should be applied by HMRC staff involved in anti-money laundering compliance.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Museums and Galleries Exhibition Tax Relief This guidance gives information about how to apply the new relief introduced by Finance Act (no 2) 2017.,"MLR1 Penalties Guidance This guidance provides a complete explanation of the ways we can encourage compliance with the Regulations, how a penalty is calculated and escalated sanctions for non-compliance."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"National Insurance Manual Guidance on the law relating to National Insurance contributions including classification, refund and confirming National Insurance Numbers.",Money Laundering Regulations: registration This guidance gives information and advice about the principles and good practice that should be applied by HMRC staff involved in registration under the 2007 Regulations.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,National Minimum Wage Manual Technical guidance regarding the entitlement and enforcement of the national minimum wage.,Museums and Galleries Exhibition Tax Relief This guidance gives information about how to apply the new relief introduced by Finance Act (no 2) 2017.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Offshore Funds Manual Guidance on how UK resident investors in offshore funds are treated for tax purposes.,"National Insurance Manual Guidance on the law relating to National Insurance contributions including classification, refund and confirming National Insurance Numbers."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Oil Taxation Manual An overview of the law and practice for the oil fiscal regime, in particular Petroleum Revenue Tax, ring fence Corporation Tax and the supplementary charge.",National Minimum Wage Manual Technical guidance regarding the entitlement and enforcement of the national minimum wage.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Oil Technical Manual A general introduction into oils activity and the assurance role of HMRC.,Offshore Funds Manual Guidance on how UK resident investors in offshore funds are treated for tax purposes.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Orchestra Tax Relief This guidance applies to incorporated companies within the charge to Corporation Tax that are directly involved in the production of orchestral concerts.,"Oil Taxation Manual An overview of the law and practice for the oil fiscal regime, in particular Petroleum Revenue Tax, ring fence Corporation Tax and the supplementary charge."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Other Non-Statutory Clearance Guidance This guidance is for all HMRC staff who deal with other non-statutory clearances.,Oil Technical Manual A general introduction into oils activity and the assurance role of HMRC.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Partnership Manual Guidance on partnerships and how they are taxed in the UK.,Orchestra Tax Relief This guidance applies to incorporated companies within the charge to Corporation Tax that are directly involved in the production of orchestral concerts.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,PAYE Manual Guidance for staff working through PAYE processes for individuals and employers.,Other Non-Statutory Clearance Guidance This guidance is for all HMRC staff who deal with other non-statutory clearances.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,PAYE Settlements Agreements Manual What a PAYE Settlement Agreement (PSA) is and how to deal with it.,Partnership Manual Guidance on partnerships and how they are taxed in the UK.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Pensions Tax Manual The legislation and regulations behind the pension schemes tax regime. This manual replaced Registered Pension Schemes Manual from 2015.,PAYE Manual Guidance for staff working through PAYE processes for individuals and employers.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Property Income Manual How rents from UK properties are taxed.,PAYE Settlements Agreements Manual What a PAYE Settlement Agreement (PSA) is and how to deal with it.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,No manuals.,Pensions Tax Manual The legislation and regulations behind the pension schemes tax regime. This manual replaced Registered Pension Schemes Manual from 2015.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Registered Pension Schemes Manual  This manual is no longer available. See the Pensions Tax Manual for current guidance.,Property Income Manual How rents from UK properties are taxed.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Repayment Claims Manual How HMRC deals with annual repayment claims, and how the work is organised and checked.",No manuals.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Requesting AC-e assistance from an OMS under Administrative Cooperation in Excise Manual Details of Administrative Cooperation in Excise (AC-e) procedures and how to request assistance from other member states.,Registered Pension Schemes Manual  This manual is no longer available. See the Pensions Tax Manual for current guidance.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Residence, Domicile and Remittance Basis Manual This guidance is written for HMRC officers who have to consider the residence, domicile and remittance basis of individuals.","Repayment Claims Manual How HMRC deals with annual repayment claims, and how the work is organised and checked."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Responding to requests from OMS under Administrative Cooperation in Excise How to respond to requests from other member states under Administrative Cooperation in Excise arrangements (AC-e).,Requesting AC-e assistance from an OMS under Administrative Cooperation in Excise Manual Details of Administrative Cooperation in Excise (AC-e) procedures and how to request assistance from other member states.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Savings and Investment Manual An explanation of how certain types of income from savings and investments are taxed.,"Residence, Domicile and Remittance Basis Manual This guidance is written for HMRC officers who have to consider the residence, domicile and remittance basis of individuals."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Scottish Taxpayer Technical Guidance Technical guidance on who is a Scottish taxpayer from 6 April 2016.,Responding to requests from OMS under Administrative Cooperation in Excise How to respond to requests from other member states under Administrative Cooperation in Excise arrangements (AC-e).
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Securities Guidance Manual This guidance is for caseworkers and their managers within Specialist Investigations (SI) Securities Teams.,Savings and Investment Manual An explanation of how certain types of income from savings and investments are taxed.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Self Assessment Claims Manual Guidance on the general legislative framework that applies to self assessment claims.,Scottish Taxpayer Technical Guidance Technical guidance on who is a Scottish taxpayer from 6 April 2016.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Self Assessment: the legal framework The legal framework for Income Tax Self Assessment, how to pay or claim tax, how HMRC checks the returns and about tax returns for partnerships.",Securities Guidance Manual This guidance is for caseworkers and their managers within Specialist Investigations (SI) Securities Teams.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Self Assessment Manual Guidance for staff working through Self Assessment processes including returns, payments, records and the transfer of liability.",Self Assessment Claims Manual Guidance on the general legislative framework that applies to self assessment claims.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Senior Accounting Officer Guidance Manual Guidance on how a Senior Accounting Officer for all companies must deliver correct and complete tax returns.,"Self Assessment: the legal framework The legal framework for Income Tax Self Assessment, how to pay or claim tax, how HMRC checks the returns and about tax returns for partnerships."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Shared Workspace Business Manual Shared Workspace is an online service used by HMRC to collaborate with businesses and agents.,"Self Assessment Manual Guidance for staff working through Self Assessment processes including returns, payments, records and the transfer of liability."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Shares and Assets Valuation Manual How HMRC works out the value of shares and assets in unquoted companies for Inheritance Tax and Capital Gains Tax purposes.,Senior Accounting Officer Guidance Manual Guidance on how a Senior Accounting Officer for all companies must deliver correct and complete tax returns.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Specialist Investigations Operational Guidance This manual contains the operational guidance relevant to all teams across Specialist Investigations.,Shared Workspace Business Manual Shared Workspace is an online service used by HMRC to collaborate with businesses and agents.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Spirits Production Manual This guidance deals with the approval and control of distilleries producing spirits.,Shares and Assets Valuation Manual How HMRC works out the value of shares and assets in unquoted companies for Inheritance Tax and Capital Gains Tax purposes.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Stamp Duty Land Tax Manual Stamp Duty Land Tax, when it is chargeable and which forms to use to tell HMRC of a land transaction that has applied from 1 December 2003.",Specialist Investigations Operational Guidance This manual contains the operational guidance relevant to all teams across Specialist Investigations.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Stamp Taxes on Shares Manual Introduction to Stamp Duty on shares and the Stamp Duty Reserve Tax.,Spirits Production Manual This guidance deals with the approval and control of distilleries producing spirits.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Statutory Payments Manual How HMRC administers statutory payments, including Statutory Sick Pay, Statutory Maternity Pay, Statutory Paternity Pay and Statutory Adoption Pay.","Stamp Duty Land Tax Manual Stamp Duty Land Tax, when it is chargeable and which forms to use to tell HMRC of a land transaction that has applied from 1 December 2003."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Strategic Goods and Services: assessment of risk and offence action Manual Risk assessment and offence action about the control of export and transhipment of goods that require licences issued by the Department for International Trade.,Stamp Taxes on Shares Manual Introduction to Stamp Duty on shares and the Stamp Duty Reserve Tax.
